Drug1,Drug2,Cell_Line,Tissue,Synergy,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5
doxorubicin,Lapatinib,NCI.H23,lung,-1.87163054,-6.7117715,-5.5406623,-19.131254,-7.8809385,-8.325486,-2.7457755,-0.82340616,-5.4392333,-11.804834,-12.672046,-9.87815,-9.792781,-3.886964,-9.157542,-6.0826464,-11.546615,-15.973829,-4.0411525,-5.944957,-7.398548,-1.2864184,-3.0606258,-7.7337527,-5.483453,-7.1802464
doxorubicin,MK-5108,NCI.H23,lung,-0.187525045,2.5103111,0.36894846,-4.3000245,-1.5399323,-3.1773784,1.5235037,3.1252122,-0.48533812,-1.2892305,0.2190134,-8.560935,-2.8006232,-0.18521878,-1.2774178,-3.0204859,-3.5998533,-2.7444546,1.0923347,-0.39891547,-5.2193794,-0.6588418,-1.5105911,-4.097725,-0.9132725,2.7565103
doxorubicin,Deforolimus,NCI.H23,lung,-0.855384027,-2.498563,-4.077097,-13.68244,-7.470951,-7.699197,-5.610356,0.16910134,-1.9193481,-4.7501264,-3.8704553,-7.76871,-1.2007287,4.518261,-4.3045497,-1.4128866,-6.749199,-4.7877636,0.47865486,-2.5649223,-2.2894673,1.3559123,2.1133564,-2.5953653,-2.8601916,2.8692076
Erlotinib,Dinaciclib,NCI.H23,lung,0.546640645,1.5948255,5.678632,-1.474544,-1.4952284,1.0144329,-0.664758,0.55561775,-5.999581,-1.1234758,3.1609674,-6.1576014,-0.5975727,6.620645,1.8060483,-0.30833912,4.6290507,-0.34709388,4.205286,0.73238635,-0.01885268,2.736452,3.0957541,1.8527231,-1.2842973,7.193049
etoposide,915019-65-7,NCI.H23,lung,-1.715655926,-11.721966,-16.811659,-14.353588,-20.987217,-18.225695,-9.93429,-13.899613,-33.918896,-13.713151,-29.429888,-11.279413,-24.677717,-18.128067,-25.551062,-33.610607,-2.3238442,-25.669638,-0.7529691,-29.017494,-19.518139,-26.170525,-10.722964,-19.94976,-9.1706505,-22.464432
etoposide,Erlotinib,NCI.H23,lung,-47.28450714,-9.445532,-19.184505,-10.423777,-19.24703,-13.83586,-13.238088,-15.718868,-45.566376,-21.609919,-25.145407,-11.313368,-11.658804,-4.9906974,-11.727835,-18.693653,-0.50636744,-28.606977,-12.008529,-16.379686,-9.214907,-9.430822,-22.668282,-6.479433,-6.097565,-17.813019
etoposide,MK-5108,NCI.H23,lung,4.931650515,-4.927766,-5.6696906,-5.872761,-20.912247,-7.5963364,-17.65365,-34.54428,-25.863708,-5.5498104,-39.490578,-12.245072,-12.205449,-12.100344,-14.093382,-20.603477,-9.01162,-22.964556,-41.79968,-23.35424,-23.031853,-8.968796,-22.673494,-15.335856,-4.091832,-18.599638
etoposide,Sunitinib,NCI.H23,lung,-63.43964736,-9.989675,-9.248345,-11.83641,-23.500315,-16.654154,-20.362139,-13.39776,-17.152102,-15.757465,-27.124043,-11.321834,-14.732117,-10.0390415,-23.869581,-27.571396,-8.860925,-34.340633,-31.45109,-24.771416,-11.336996,-8.6700325,-35.027313,-12.593539,-4.8173623,-33.07387
geldanamycin,7-Ethyl-10-hydroxycamptothecin,NCI.H23,lung,-2.418715405,-3.999051,-3.2105718,-5.02695,-1.2255979,-3.8363464,-3.6478205,-1.637617,-5.17256,-1.0472641,-1.4910468,-3.420339,-0.68805915,1.328311,1.427812,-2.5726929,-5.039081,0.39821827,-0.45771542,-1.5280503,-2.7252781,3.4699721,-3.971314,0.13870792,-2.1168265,-2.4009593
gemcitabine,Veliparib,NCI.H23,lung,-4.275263478,-29.167706,-3.9760337,-21.92599,-20.484735,-19.624388,-21.970211,-31.173573,-14.630253,-19.27641,-18.65795,-9.184333,-28.726059,-8.562101,-17.219906,-22.44965,-9.602565,-14.13082,-14.143691,-15.099939,-10.657604,-15.588064,-32.99079,-13.028494,-18.878937,-12.579063
gemcitabine,Niraparib,NCI.H23,lung,-1.673131441,-5.2122054,-4.9465494,-3.8125415,-5.008586,0.5700831,-2.8329308,-3.107158,-5.578088,-5.2135983,-0.457799,-4.8133316,-4.528891,-2.701711,-3.357287,0.23774374,-8.003956,-7.4037733,-4.0502777,-3.1133637,-0.20270789,-2.8299503,-7.494055,-1.6665909,-6.45631,-6.5897193
gemcitabine,temozolomide,NCI.H23,lung,-0.631474665,-7.6862073,-16.08407,-5.3534775,-3.3005817,-4.6540556,-6.7932315,-5.82603,-9.245664,-4.2385592,-5.88645,-3.729529,-4.2616057,-10.33087,-5.0331273,-5.487935,-3.609611,-8.255202,-3.9812503,-10.228185,-0.26836085,-5.3577914,-12.814737,-6.5186367,-11.553968,-8.631412
L-778123 free base,Veliparib,NCI.H23,lung,-9.616687904,-9.17975,-8.922675,-8.783013,-11.310324,-12.706071,-11.135971,-3.7927034,-10.402613,-17.199312,-17.442587,-8.834085,-10.104444,-7.550202,-8.277396,-8.881064,-7.215327,-13.694327,-9.34904,-11.712727,-8.710544,1.0356582,-19.632874,-8.362938,-11.080004,-17.661484
L-778123 free base,Dasatinib,NCI.H23,lung,-35.26188329,6.9673567,7.970647,9.268448,6.902615,8.293634,4.987881,5.4945936,8.521557,8.108019,3.377153,0.27928495,6.588657,8.923571,3.9971123,3.519272,6.6997504,6.601138,6.2795544,4.6953425,8.810108,10.228076,7.27256,1.9266131,3.5988727,7.924576
L-778123 free base,Erlotinib,NCI.H23,lung,3.355344619,3.8305292,1.9580977,4.8583183,6.150071,-0.7108871,0.3223902,3.9029887,3.4472764,2.283448,2.6263845,0.14893307,2.7039127,6.880515,8.491151,-0.39762735,4.867895,2.0569196,6.4167137,1.0506574,2.017705,2.0542433,3.2907364,3.2512438,0.73645884,-1.3925353
L-778123 free base,gemcitabine,NCI.H23,lung,-4.397468433,0.03937464,0.14355172,-1.2124718,-5.8257227,-2.4397678,2.008897,-2.4430068,-4.9802046,0.16251929,-0.41069216,0.35303786,8.939526,-1.433754,2.4335861,-1.5343351,0.30319893,-2.5559895,0.04650271,3.4730465,-0.7411548,-2.0614192,2.019328,-0.23108234,-3.1238313,3.361987
L-778123 free base,891494-63-6,NCI.H23,lung,-1.673264666,0.954999,-0.9023662,4.190558,0.864942,0.73695034,1.7329966,3.5478156,3.0593739,-4.0198855,-4.7428355,-0.36734372,9.988711,1.5950217,5.097005,4.222416,-2.3116224,1.0487511,-1.3999914,-3.0708385,2.9638503,-0.9721483,-1.6127977,1.3320098,-3.9185832,1.8609347
L-778123 free base,vinorelbine,NCI.H23,lung,-60.61987285,-7.9965944,-2.8705974,-6.332538,-25.03694,-3.9753683,-9.855999,-2.537468,-6.009381,-3.278263,-10.658946,-6.65063,-5.051072,-0.77407694,-5.7609,-13.716531,-7.7478952,-10.838172,-20.915297,-8.023601,-4.71649,-6.2468686,-10.40318,-8.781578,-13.92965,-2.02989
Lapatinib,Erlotinib,NCI.H23,lung,-2.565422763,0.15905322,1.2492775,0.6485039,1.4551365,-2.7203157,-2.1007645,2.529293,0.12363276,4.401704,-2.0117023,-0.12169649,-2.2044709,3.0095727,6.2802343,3.2551458,0.5684271,-1.1918423,0.94815344,0.4384322,2.3084006,-2.1294572,2.6979027,2.9528682,2.8340976,-1.934408
Lapatinib,MK-2206,NCI.H23,lung,0.059208113,0.16381006,1.8505187,2.1485155,0.44250637,-0.35422325,-4.403999,4.0873446,-1.3117447,4.570337,0.46938986,2.5730402,2.1871238,1.4929423,-4.629379,0.40891945,4.9500613,-1.9647399,1.7334447,0.7257024,-1.322755,1.1715839,3.8487957,-6.345104,5.6638975,2.7768786
Lapatinib,891494-63-6,NCI.H23,lung,-0.47010471,-1.46561,-2.8448534,-0.22839633,-6.281936,-2.4591086,-10.827434,-2.4818416,0.024522185,-1.1199219,-2.0102334,-3.2534218,5.549068,-1.3675714,-8.44132,3.0937164,-1.0801615,-0.19226348,-3.1347306,-3.4003944,-7.6075397,-0.19457279,-2.5519326,-0.058887362,-2.2452419,2.338973
Lapatinib,topotecan,NCI.H23,lung,2.221318182,-8.545424,-0.7202895,-6.818159,-9.637924,-7.073641,4.320706,2.8702242,-1.5133654,-3.584848,-3.0353281,-8.224484,-7.1285806,-4.8703265,-12.817215,-5.0923457,-14.819788,-14.131272,-5.3111863,-10.175473,4.359825,-6.2186704,-1.9350698,-5.449257,-5.0828867,-9.727598
metformin,Dinaciclib,NCI.H23,lung,-4.409603713,-16.115469,-9.053474,-18.313633,-11.50823,-14.29659,-13.82037,-26.705359,-41.334293,-34.488697,-18.68137,-20.08286,-20.965326,-18.275827,-26.054295,-30.16312,-10.563934,-17.558548,-16.55697,-27.54196,-29.022005,-22.195248,-17.171186,-21.354319,-16.92405,-16.29401
metformin,MK-2206,NCI.H23,lung,-5.220764933,-10.982008,-6.1726856,-13.063443,-7.1290593,-7.4552236,-6.011561,0.4358003,-6.724918,-10.380881,-3.4746788,-10.499032,-5.744907,-8.567416,-3.7573586,-7.6815634,-16.910858,-10.486357,-11.8448305,-12.629453,-3.6064537,-8.581903,-6.8247733,-14.530506,-9.751252,-11.15918
metformin,391210-10-9,NCI.H23,lung,-33.10084964,-27.32527,-20.430637,-12.108466,-33.146206,-20.916468,-23.071169,-20.5679,-26.477015,-26.836563,-28.032501,-13.901814,-20.218132,-18.244192,-23.755861,-18.67867,-21.206654,-22.381247,-18.40483,-21.594362,-26.31663,-21.896893,-22.618248,-21.41494,-38.439407,-21.79779
metformin,Sorafenib,NCI.H23,lung,-26.00473325,-8.862035,-11.155829,-16.619595,-16.747322,-10.431872,-8.065411,-3.230288,-10.559304,-12.720991,-7.0493484,-9.933414,-18.022017,-13.569502,-8.444398,-8.598754,-17.557467,-16.723457,-5.3910336,-2.8815246,-11.830484,-8.616934,-12.482911,-17.811964,-5.0836797,-11.456897
methotrexate,Bortezomib,NCI.H23,lung,-4.168249658,-3.1072662,-3.8690739,-6.2033677,-8.814903,-4.426494,-6.216461,-0.6479948,-3.1511617,-2.9317062,-0.7243927,-8.001867,-6.261325,-1.9966,-1.6937897,-2.4305756,-3.0240378,-0.56327677,-2.807475,-7.430158,-2.4264877,0.15906239,-3.0638888,-1.0800579,-12.201426,-10.692211
methotrexate,Dasatinib,NCI.H23,lung,0.037162697,-3.0913813,-8.900289,-7.886248,-6.425252,-5.797923,-3.378017,-1.3642713,-6.7787895,-1.4294108,-8.884729,-2.3060603,-4.5315413,-2.3092844,-3.2918425,-1.8249817,-19.016523,-0.29305074,-13.876678,0.7991533,-7.4089756,0.35216096,-2.5107641,-2.5258539,-12.986219,-15.299497
methotrexate,geldanamycin,NCI.H23,lung,-6.840796778,-1.7734381,-0.31932834,-3.6867528,-5.8111076,-6.5622754,-5.250362,-4.5155554,-5.274286,-1.9462597,0.87190974,-4.3667903,-5.511842,-2.7816951,-2.8057036,-3.767506,-5.7826915,-5.4512205,-2.6763716,-4.2553506,-2.5908265,0.28671017,-5.517218,-3.0175295,-7.342814,-3.17277
methotrexate,L-778123 free base,NCI.H23,lung,-1.567330118,-0.75714475,-3.482856,-3.1390486,-4.6049023,-4.46569,-0.8734072,-3.717184,-5.743949,-0.843201,0.020337574,-1.9034008,-1.1165041,-3.4382184,-0.28735825,-5.9005375,-4.6066904,0.9003725,1.7984806,3.2823784,-1.7874357,-2.3063226,-5.019254,-0.63636804,-8.016828,-2.1263359
methotrexate,891494-63-6,NCI.H23,lung,-0.043954756,-0.45263323,-9.534252,-4.2420845,-3.5994992,-5.6279488,-3.7400384,-15.56142,-18.47726,-9.341113,-1.5037127,-4.2197156,0.29736692,-0.6400718,-1.0882379,-0.82149595,-5.145623,-5.5709906,-5.2069,-3.0749135,1.4235592,2.2016346,-1.508401,1.9028374,-3.7390833,-8.65092
methotrexate,temozolomide,NCI.H23,lung,-1.818291102,-12.383799,-9.383082,-11.114295,-8.118448,-4.9031043,-3.4894912,-15.88816,-12.7337,-10.432503,-6.827288,-5.2445135,-10.671894,-9.036282,-13.405998,-6.4374337,-10.008463,-4.5413365,-8.112267,-10.744091,-7.6701493,-7.754655,-9.922561,-5.519085,-12.47583,-8.313356
mitomycin C,Erlotinib,NCI.H23,lung,-11.74897908,2.1398034,4.163975,7.3110933,2.7751117,4.080353,8.192035,2.780698,10.240211,4.8690023,3.549161,1.0110337,2.6985826,7.7558584,3.9718752,3.5502458,3.0369055,11.363268,11.527342,5.7440634,9.190804,7.3977313,0.42050686,12.382728,0.05336315,-0.16652791
mitomycin C,L-778123 free base,NCI.H23,lung,-9.117156698,1.2687029,0.20808633,0.44658676,-2.2086718,-1.3440042,3.62995,-4.040526,3.0936077,-0.71880835,2.9051263,-1.0049863,3.569205,2.0134,4.828802,-0.9754401,-3.2361271,2.9571767,5.308177,4.666772,1.2156299,-0.9723976,1.776947,2.757262,-2.2289572,2.7477224
mitomycin C,temozolomide,NCI.H23,lung,1.789482594,-7.395993,-6.5132403,-4.929383,-15.351805,-12.227347,-7.915302,-2.7028966,-10.029485,-11.4124155,-6.2750263,-6.203755,-5.0117884,-7.2889833,-8.548635,-4.507404,-5.242024,-7.209941,-10.433537,-7.8035665,-7.2762384,-1.2488645,-13.708618,-10.936788,-10.827406,-17.314219
mitomycin C,Vorinostat,NCI.H23,lung,3.92825022,2.3294117,-1.0314418,-1.6917864,1.133632,0.29579017,1.0117284,0.96934134,3.762648,0.55186945,0.3106213,-0.65644234,-0.29543614,2.4599729,-3.84906,-1.5293508,1.0565135,-1.5801673,-1.0413038,2.58787,6.3536005,-1.4076161,1.2781441,3.3474884,-1.0993943,1.3978772
MK-2206,915019-65-7,NCI.H23,lung,10.36572131,4.4077663,6.4568176,6.02839,7.965823,3.924613,6.5273805,3.990283,4.7098746,5.0159974,5.02862,6.0000634,4.022679,7.1359267,6.714223,8.924698,8.5087,5.929427,10.761654,7.592805,7.5431376,3.6917846,13.215611,4.6097283,14.370098,6.452924
MK-2206,Bortezomib,NCI.H23,lung,-2.994895403,-3.3465877,-7.966239,-7.368258,-2.7774312,-5.8980255,-14.652244,-0.46026683,-5.3846264,-12.043931,-5.982569,-9.460445,-3.6406777,-5.108345,-0.07734427,-3.543373,-16.150621,-8.831358,1.6737673,-4.522655,-1.4242656,-12.77013,-9.378206,-5.2498856,-4.143864,-9.351641
MK-2206,Erlotinib,NCI.H23,lung,5.229289964,4.3215327,3.2422621,4.65352,7.304125,2.4678018,2.5272262,7.9707174,4.4861956,8.508133,1.8058261,4.012769,3.5927112,8.974552,8.354027,9.106289,5.4818697,5.46495,4.5192833,5.7427497,3.8398862,5.3574433,10.768195,3.307089,7.1946793,4.9036713
Niraparib,Eloxatin (TN),NCI.H23,lung,-6.365653452,-5.085194,-8.197785,-6.801051,-10.064988,-4.228397,-4.910612,-9.886766,-7.483627,-8.379997,-2.297081,-2.8181546,-0.76124024,-4.3624363,-7.285884,-2.4377205,-2.9113128,-5.514323,-0.114058405,-5.49387,-8.433376,1.4310818,-10.121176,-3.6155932,-6.3316007,-4.9590664
MK-5108,Eloxatin (TN),NCI.H23,lung,3.454292167,0.21522164,-3.7085865,-1.4587702,-5.2403727,-2.4168534,-5.355656,-1.1849886,-2.6221833,-0.7655557,-1.2749113,-4.0309577,-2.4534585,-3.7290409,-4.2884073,0.06844579,-5.8547606,-5.256843,1.4017781,-3.2376404,-1.6725224,0.67719984,-2.5496728,-0.97453475,-3.9820035,-2.4442356
paclitaxel,Veliparib,NCI.H23,lung,-18.550748,-47.305386,-36.798553,-36.55655,-29.078663,-43.159866,-8.2544985,-25.692247,-53.298,-40.509693,-45.415066,-35.500847,-18.419516,-14.491725,-18.658926,-30.859257,-56.353813,-44.83043,-27.906828,-35.70692,-15.461816,-15.679158,-29.17022,-18.351738,-17.246973,-19.793371
paclitaxel,geldanamycin,NCI.H23,lung,-2.17896676,-7.0748715,-17.236334,-7.542114,-9.402227,-14.387409,-2.0514996,-10.646452,-6.8261194,-21.80331,-8.17275,-7.803948,-10.5936,-1.3134516,-6.491708,-2.5968523,-12.295042,-43.535465,-7.104402,-5.502682,-0.251125,-3.2784574,-12.645287,-2.4455714,-2.1649957,1.3654875
paclitaxel,MK-5108,NCI.H23,lung,-4.035929585,5.3555155,2.1186519,-0.99187565,-0.62132984,0.61186653,0.11288264,0.06125851,0.43716738,5.970746,1.6452893,-7.999505,-0.16651534,1.2073208,0.3177466,5.7951155,-0.32639456,2.4272313,1.6591595,-0.60339105,-1.8590276,0.34389555,-2.614528,1.0321593,0.10345105,3.7812924
391210-10-9,Dasatinib,NCI.H23,lung,17.94466661,6.8488884,8.095106,5.610926,5.362908,5.309209,9.300335,-5.227902,10.977834,10.194741,7.0830545,7.2462344,10.001495,4.142878,5.7903934,5.424979,5.745622,3.141517,14.319573,10.837225,6.291261,8.265494,4.806882,8.12526,9.807958,4.1584654
391210-10-9,Dinaciclib,NCI.H23,lung,-0.803525294,0.43916398,-1.6935343,3.1658092,7.061305,9.361872,3.8302042,0.9574196,-4.1218395,-2.445881,-0.10642619,-2.4721584,-1.9777062,3.8312762,-12.059967,4.065344,1.5885468,0.32959154,-2.8278408,-5.313769,3.3813722,2.931334,-3.983533,-0.27736726,-16.524296,-4.319163
391210-10-9,Sorafenib,NCI.H23,lung,11.47581285,1.763666,-2.629656,4.9394913,6.0466685,-1.3600447,3.4155009,-5.5241256,-3.618527,-0.9129662,7.742057,5.764241,1.4981495,4.7370167,0.08371055,1.1436934,-1.1673201,-0.052729912,-0.5136306,3.6704872,-0.375164,5.9869676,5.0332127,5.359177,7.8969345,1.4693795
Sorafenib,891494-63-6,NCI.H23,lung,-4.912477318,4.717497,-4.9697127,-1.7615889,-1.8325229,0.39685285,0.26588646,-0.117045805,1.6825534,-3.1967695,3.0572658,3.524328,-1.0617002,0.5832472,-0.94390684,-7.327478,-3.17703,-1.021756,3.1151571,-0.4800986,-7.9344034,-2.3953319,-0.8550729,3.9771328,4.626315,0.5238482
Sunitinib,Veliparib,NCI.H23,lung,-26.84974184,-15.893009,-24.38765,-17.291943,-27.368301,-25.317709,-21.441938,-19.884514,-15.6281805,-25.695131,-21.314905,-28.366022,-13.774536,-8.99281,-30.368519,-21.320196,-23.967072,-24.966082,-16.085249,-19.608757,-18.534782,-8.1043,-23.52033,-15.443405,-23.784357,-28.012209
Sunitinib,Bortezomib,NCI.H23,lung,-3.983383645,-2.8095531,-3.9360979,-5.673337,-5.5295978,-5.8624945,-14.069453,-1.2244748,-10.558936,-0.5149464,-5.3986683,-10.459953,-6.3719544,-6.8237467,-3.1542625,-3.9652133,-6.401081,-6.9241123,-10.095895,-8.269305,-2.3899307,-3.9847808,-9.584731,-5.391961,-4.2792444,-14.823676
Sunitinib,Erlotinib,NCI.H23,lung,6.090339768,4.2020802,3.5933547,5.523776,5.3482795,3.6169484,3.7915986,-1.083424,4.2113175,3.4390242,-1.2656566,4.1949544,0.3099507,6.1027913,7.4957657,2.0409274,3.7364557,3.8973403,1.9417652,4.74055,5.7870936,8.264963,7.782771,5.4843373,2.7360265,0.9085837
Sunitinib,Lapatinib,NCI.H23,lung,-0.355015838,0.65263224,3.4717426,4.3042445,-1.1927679,1.6299963,-1.1776307,1.0138993,4.324433,6.1250205,1.6259005,4.0091476,0.73625463,1.3526103,6.5633664,1.7035186,0.7201899,0.15065512,1.5722979,-0.1105326,3.8509314,2.1331139,2.5891137,2.3936067,5.751355,2.2929978
temozolomide,Veliparib,NCI.H23,lung,0.693937308,-1.3219881,-6.0240216,-3.053384,-2.4428992,-4.948116,-0.9919017,-1.4837948,-3.8271496,-8.000443,-1.0439392,-4.4236283,-4.0511937,-6.0801225,-1.7121483,-4.048915,-3.206316,-1.4798546,-2.9010699,-2.9883232,-4.7726016,-3.4596512,-5.038103,-0.23415323,-1.5922878,-8.094622
temozolomide,891494-63-6,NCI.H23,lung,-32.29031484,-9.591266,-6.3510194,-5.183315,-6.8449616,-5.5721803,-9.60303,-9.4913,-2.7846394,-9.760483,-7.498631,-2.9149227,-5.459065,-10.415839,-7.9333963,-10.585981,-7.8599944,-7.920236,-7.107523,-16.769098,-13.393787,-5.722334,-3.6181352,-7.697508,-6.7221656,-9.062941
temozolomide,Eloxatin (TN),NCI.H23,lung,-14.32279991,-11.105027,-5.558329,-2.869131,-5.359372,-6.31099,-5.590045,-7.410241,-4.163372,-4.022025,-4.4112062,-1.7245995,-7.9369946,-2.6653426,-7.7607183,-0.73511887,-7.9952955,-5.2458262,-0.4878745,-7.66995,-3.5301626,-2.287478,-5.4428825,-3.6536372,-6.79723,-4.694317
temozolomide,391210-10-9,NCI.H23,lung,-8.148332642,-9.632386,-10.593152,-9.372947,-6.9730973,-10.689267,-5.2583885,-4.7292686,-9.490176,-9.150434,-10.149951,-4.536515,-8.795978,-9.349173,-9.3301735,-11.596123,-8.601164,-8.88497,-12.591581,-3.886828,-15.698044,-16.71307,-13.486628,-2.6893332,-10.269107,-12.397129
temozolomide,7-Ethyl-10-hydroxycamptothecin,NCI.H23,lung,-13.26260298,-1.9076024,-6.515294,-3.9540782,-2.4580407,-5.3247275,-5.4926705,-9.216024,-4.2232842,-9.056537,-8.108249,-5.3898807,-7.667249,-4.3566318,-3.707106,-10.821857,-4.742257,-7.434243,-10.52977,-3.736288,-5.8967376,-1.8545779,-9.50688,1.4167564,-2.0027635,-8.528707
vinblastine,915019-65-7,NCI.H23,lung,0.979416688,-26.001465,-33.339245,-33.332306,-36.170074,-39.19855,-4.0343075,-0.6801814,-1.7757131,0.745872,-0.13445154,-6.1064777,2.8667376,-3.0924087,2.1269355,-0.9422899,-0.372545,-16.449162,1.6606952,-15.704632,-7.2971654,-16.962002,-0.9393416,-9.954396,-19.040876,-3.9518023
vinblastine,L-778123 free base,NCI.H23,lung,6.312650102,-6.912827,-2.7902772,-8.200151,-7.5909586,-6.7347283,0.77455324,0.11679439,-1.4718772,-2.7576282,-1.4360905,-7.8014665,-6.9434843,1.7577549,2.5109162,-5.87433,-7.6950736,-4.865683,-2.2102926,-6.833572,1.9549085,-3.7416394,-6.1462116,-9.498869,-8.852186,-3.2147655
vinblastine,Vorinostat,NCI.H23,lung,-5.830142577,-15.960083,-9.333114,-10.182784,-10.580804,-15.75307,-2.2913468,-1.3728276,-2.6151893,1.5783484,-3.1908267,-5.595704,-2.9050047,-3.083794,1.5142927,-2.415212,2.9925666,-9.165629,3.55875,-3.4718049,2.5342987,-5.170526,0.38928312,-1.406296,-6.764382,-2.7444077
vinorelbine,Veliparib,NCI.H23,lung,-70.38335595,-66.89335,-66.20289,-66.89041,-75.057106,-56.517906,-37.555244,-37.635952,-38.280235,-22.692154,-38.357872,-44.878708,-17.378756,-50.029537,-43.077187,-30.758749,-45.77102,-56.07466,-62.675938,-54.214237,-51.104305,-51.493797,-48.9827,-49.561493,-66.919075,-30.371164
vinorelbine,Dasatinib,NCI.H23,lung,-6.332635621,-6.2799125,-3.6076486,-12.819534,-6.387457,-3.4876437,-3.000379,-16.210064,-9.510388,-11.037174,-13.126611,-7.714894,-22.611883,-17.90329,-37.59705,-37.080166,-6.4966173,-2.9092865,-10.618898,-6.006886,-1.8278617,-11.448239,-4.8611784,-16.397413,-14.304713,-3.0446794
vinorelbine,MK-5108,NCI.H23,lung,-3.297811864,-2.8602855,-0.2998521,-2.0348222,-2.8012133,0.2571751,-10.056465,-7.0165324,-0.43285933,3.0811741,-5.839584,-13.091106,-8.756995,-3.3050406,-2.1856723,-3.8467796,-4.6252866,2.5842018,-5.216084,-7.7747393,-5.727824,-4.0471225,-0.13121878,-11.84041,-8.215123,-6.8925023
Vorinostat,Erlotinib,NCI.H23,lung,-2.77042963,2.6652267,3.180364,0.28952947,3.641299,0.61493826,1.5855294,1.4656415,0.9171393,-1.7009226,-3.404482,-4.088592,-2.1415007,2.7478416,1.9871973,-1.8329692,0.9986377,3.6703477,-0.673767,2.4158041,4.6086082,2.0030925,-1.9958404,2.3862734,-3.2106824,0.1879211
Vorinostat,Lapatinib,NCI.H23,lung,-5.89266438,-4.0391326,-4.384573,-4.4357123,-6.139512,-6.365545,-2.1506598,-1.8085164,-3.312015,-7.454754,-8.192007,-6.12641,-11.847349,-4.165067,-3.7130466,-3.774847,-2.448138,-6.216901,-7.719052,-5.757255,-2.0268922,-5.543027,-5.7773576,-4.6996465,-7.9776793,-4.5500717
Vorinostat,7-Ethyl-10-hydroxycamptothecin,NCI.H23,lung,-6.39109379,1.323998,0.015179139,-2.8317876,3.3660116,-2.546259,-1.8329556,-1.0471183,-0.49348536,-0.785986,0.90828353,-1.1741399,-3.5449846,3.7097037,1.1516513,1.9991217,0.75209033,-3.235412,-0.25257623,0.19591023,-0.99563265,2.882838,3.0527565,3.2253737,-0.27584344,0.6844564
Vorinostat,temozolomide,NCI.H23,lung,-10.05148324,-5.6788406,-2.091644,-1.8282279,-5.1493793,-5.3204403,-0.8957234,-3.346351,-0.26532298,-2.4152648,-0.41790247,-6.8886414,1.9658444,-4.359191,-0.29443082,-1.138833,-10.956161,-3.4478621,-2.3598323,-3.71812,0.7159076,-3.1687405,-5.7632537,-1.4641649,-5.5527225,-0.4570474
MK-1775,Deforolimus,NCI.H23,lung,5.111485305,5.553884,9.003766,6.3179092,11.360767,11.373745,9.082726,3.6429255,11.03622,11.5305605,8.2111225,5.052541,7.87746,9.1412325,15.332549,7.4946866,7.1331344,7.265684,9.3932,10.0975,7.684667,10.506901,6.0576205,10.889879,6.5309615,9.209797
gemcitabine,MK-1775,NCI.H23,lung,2.038304832,0.7169098,-7.481341,-0.5164811,-3.5576732,-1.0617309,-2.570249,0.33641207,2.0149434,-3.8659947,2.983646,-3.2772286,6.086276,-1.9495159,-3.801107,0.9896752,-8.488508,-2.8811498,-3.2751484,-0.98483133,1.4652287,-2.1920161,4.064733,1.3797691,-1.5312421,-2.3664134
Niraparib,Dinaciclib,NCI.H23,lung,-6.698627825,-7.557593,-7.37427,-11.692339,-5.6465898,-9.838605,-0.55376595,-3.1349664,-7.830406,-12.60812,-17.132662,-5.456624,-15.078017,-10.299052,-16.717571,-11.644098,-8.373867,-11.577815,-16.06859,-8.288387,-2.890397,-7.480359,-13.947694,-2.9723186,-8.899088,-13.900275
Niraparib,891494-63-6,NCI.H23,lung,-5.589591977,-2.4917614,-2.8440719,-0.15694675,-3.7876892,-4.31908,-12.635602,-6.553337,-8.16779,-14.722662,-10.415743,-2.0000646,-3.4286854,-5.1750045,-10.670536,-9.092354,-0.9422338,1.3398442,-2.8326035,-2.1887155,-5.4112964,-5.426761,-3.144027,2.7285366,-17.773968,1.2443304
Deforolimus,topotecan,NCI.H23,lung,-6.00660127,0.4842898,1.9845908,-1.379817,0.15752816,-2.965158,0.37018552,0.62887245,0.43331543,-2.9543934,0.92178595,-4.1870785,1.5165447,1.131307,-8.831551,-0.021753311,-2.7639275,-4.371778,-0.27043176,1.3031884,0.621922,-3.744599,3.9193695,0.9567085,0.39353693,10.184703
temozolomide,MK-2206,NCI.H23,lung,-2.937694515,2.7701693,4.262858,-3.5207357,-2.4678438,1.3627839,-3.5940313,4.3392754,-1.8732839,0.47719374,1.4681962,-3.304369,-2.2204695,-1.9227226,1.2290937,-0.36074963,-0.76278895,1.6995864,-0.50049794,-5.433942,4.5372486,-0.6425264,-0.45952934,-5.7837663,-2.294257,-2.69757
temozolomide,Niraparib,NCI.H23,lung,4.574051262,-12.432558,-4.3294168,-8.077285,-9.851317,-9.662772,-6.5359726,-14.53195,-8.1255,-8.712318,-6.410447,-6.035127,-6.2196465,-10.409327,-10.173746,-9.300698,-8.813746,-6.9524465,-3.1659038,-11.630955,-6.9734187,-12.44952,-10.584054,-5.676885,-13.248843,-4.876583
