Drug1,Drug2,Cell_Line,Tissue,Synergy,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5
Sunitinib,891494-63-6,SW620,digestive_system,-7.74290318,-4.6821413,-12.533534,-13.398612,-14.566431,-11.637291,-8.221877,-9.742395,-7.6482635,-13.917671,-12.432111,-11.411364,-19.532232,-18.654585,-10.347903,-2.7009985,-16.425407,-6.9945817,-1.4007868,-8.191683,-15.3127985,-13.995458,-5.4476132,-16.752766,-13.557524,-16.069046
Sunitinib,Eloxatin (TN),SW620,digestive_system,-4.161565091,-0.5794702,0.36047733,-5.254104,-3.0347373,-0.18499777,-4.3944507,-0.004044347,-2.0267816,-9.30529,-1.0801501,-4.121006,-5.0593834,-1.8984101,-0.51085293,-6.62305,0.6607769,-1.3417989,-3.352039,-6.6618977,2.6832087,-1.2551212,-2.348561,-3.4409816,-8.104728,-3.764874
Sunitinib,topotecan,SW620,digestive_system,3.6967883,5.5373287,5.2559233,6.7541795,7.231485,5.7890477,7.259661,0.64554954,9.332367,7.332342,6.596916,7.472276,9.160415,6.633099,2.633256,4.1782646,3.834105,5.5561147,4.202907,3.0244124,4.6859684,0.8511518,10.23628,0.27679995,4.552437,4.2625914
temozolomide,915019-65-7,SW620,digestive_system,-10.40348207,-2.4750824,0.7412825,-0.64683336,-0.8753376,2.8182774,4.8373704,3.7012682,1.7741725,-3.8544695,3.4639482,-5.3784604,0.14750227,3.0377293,2.2438931,4.984024,-0.54537874,1.8924886,-0.7468371,3.1271024,-5.465664,-0.92289424,-4.671575,-0.5259992,-3.815644,-0.11775394
temozolomide,Dasatinib,SW620,digestive_system,8.893100696,0.74048275,8.308764,6.4299912,3.430054,9.39993,9.434904,7.9076786,5.026966,11.736678,1.0047082,0.402602,-1.7768815,1.1036757,6.408275,1.7196931,1.7626523,11.135345,4.949667,5.4826846,2.6824567,1.8730874,10.170149,6.6199102,1.9626347,7.538462
temozolomide,Erlotinib,SW620,digestive_system,6.830483347,-1.5877074,4.547255,2.9136624,-1.6884532,1.1575797,4.477681,3.1074376,0.8167755,0.253095,0.3472708,-0.025732292,-5.1181135,-1.0468546,4.2127514,1.4522399,-0.52997464,1.1258081,1.1611397,-1.173137,-2.052416,1.4487342,-3.473915,1.9082956,-3.8173652,-3.1863153
temozolomide,Deforolimus,SW620,digestive_system,2.981127817,0.09747076,-4.335164,7.3830395,0.14766398,8.042597,2.4956555,4.439023,5.066061,11.082032,7.2581024,-1.2520359,4.184354,8.353371,7.25935,-0.12342831,1.0095193,4.8668604,1.8957934,5.8110275,0.73264027,0.6310296,1.5615608,4.275226,3.3419192,-2.7437212
temozolomide,topotecan,SW620,digestive_system,-1.270584529,-5.8920183,-3.7296069,-5.2640786,-4.9172544,-4.677391,-1.4275101,-3.402644,-1.8091741,-5.7281384,-1.5241755,-4.9566054,3.4190452,2.029842,-7.8358374,1.4391497,-6.844579,-2.0872827,-1.6146317,-4.120789,-4.92928,-1.1227486,1.9346901,-1.0023057,-0.9215605,-3.1064115
vinblastine,Bortezomib,SW620,digestive_system,-3.1480135,-4.8650317,-3.2392466,-4.056953,-4.459764,-6.268623,-4.0749245,-4.345038,-4.192489,-0.9320822,-0.3432073,-3.952337,-2.3842435,0.19405672,-0.5420306,-1.7118903,-3.6822867,-2.4119158,-3.4361162,-2.3847864,-6.9721184,-3.0707185,-2.6268299,-5.3066616,-6.233229,-3.023691
vinblastine,Deforolimus,SW620,digestive_system,-6.283478487,-1.7715652,-3.7657237,-1.0961888,-0.54629505,-0.1617212,-1.6697344,-4.5795302,-0.02547885,-1.885069,0.6572207,-2.9454546,-1.2574474,-2.1131403,-2.4660745,-0.23155287,1.8551983,0.6978294,-3.0570176,-1.7714072,1.176533,-1.7104757,-2.4945986,0.29512823,-0.1352959,-0.24873607
vinblastine,391210-10-9,SW620,digestive_system,0.257694413,-3.4188516,-1.2721514,-2.6074178,1.0330796,-1.531255,-0.5979631,-3.2429206,-11.650606,-4.0042872,0.04044647,-9.251207,-2.6413805,-4.1899757,-13.180503,-2.1958745,-0.55138206,0.8891973,-12.144638,-0.40363026,-18.672531,-10.238135,-2.3680964,-6.225748,-24.86873,-1.509818
vinorelbine,MK-1775,SW620,digestive_system,0.344404276,-0.17733958,-1.5615995,-0.2634267,-0.72086215,-1.656272,2.8535035,-0.16416836,0.45728412,1.9252559,-0.6245805,0.97045666,2.150965,-1.1672865,-1.8977121,2.687412,-0.29824513,2.5481095,-0.39253062,0.108143345,1.1082262,0.7380918,1.4464252,-1.4899329,-0.297506,0.029397381
vinorelbine,Bortezomib,SW620,digestive_system,-1.379658025,-3.1528823,-2.798154,-3.1537952,-3.4202003,-3.768604,-2.2650611,-0.5221928,-0.5354126,0.37414503,0.67964375,-2.0083039,0.4211392,1.690634,-2.6249511,0.12341457,-1.8529422,-0.47213116,1.6339537,-0.7563589,-3.9697626,-0.673254,-0.44993946,-3.9688606,-1.0934025,0.5817788
vinorelbine,Deforolimus,SW620,digestive_system,1.60201821,-1.3559903,-2.1544774,0.4326165,1.1221339,0.94467145,2.3160102,1.7510272,1.1949265,3.823983,3.493144,2.0209806,2.6697776,1.0402796,-0.7231078,2.1575701,0.97284216,3.898938,3.6510293,1.1502169,5.4123235,5.3757515,2.2822516,1.2164727,4.314435,3.454377
vinorelbine,891494-63-6,SW620,digestive_system,-36.15609201,-65.50554,-60.740948,-51.556408,-71.59625,-70.696175,-38.005157,-40.092575,-37.621796,-51.812073,-44.194656,-36.454674,-40.224564,-52.465096,-47.64084,-48.60674,-42.844772,-41.055668,-36.26227,-48.593815,-34.96505,-45.9378,-49.680252,-31.875164,-48.474934,-42.777554
vinorelbine,temozolomide,SW620,digestive_system,-6.424092654,-14.822541,-7.4698257,-15.869768,-15.256553,-10.015753,-11.938237,3.1662436,1.0863739,-0.9311279,-0.6461905,-7.941242,-7.603974,-6.8406386,-17.18651,-1.4498578,-1.255265,0.9377679,-11.320482,-1.0356019,-4.450987,-8.406826,-2.891228,-2.1925507,-9.943747,-5.761287
vinorelbine,Vorinostat,SW620,digestive_system,-2.047242875,-2.8283024,-5.0272703,-1.3704513,-0.34454763,-3.3245122,-4.7321267,0.8666963,-0.47294465,-2.6649556,-3.8206303,-2.456089,-1.9105488,-3.2611835,-0.88174057,-1.6162071,-0.840015,-0.912492,-1.4501143,-2.3739426,-2.584239,-2.1037447,-2.7630475,-0.14997417,0.21876259,-1.2883152
Vorinostat,MK-1775,SW620,digestive_system,-1.807230604,-1.5140731,-4.699371,1.3548687,-4.8771224,-1.4745044,-3.333837,-2.8408558,-0.88057715,-6.3698683,-5.6887784,-0.5066667,-5.9580507,-6.668,-4.7775507,-6.95095,-3.8792238,-2.4563847,-4.685926,-2.5809777,-5.397888,0.18892553,-4.7914524,0.2748652,-2.142164,-5.0488806
Vorinostat,MK-2206,SW620,digestive_system,-4.169187626,-7.1125054,-6.2318335,-9.789469,-7.249212,-11.483083,-6.3485117,-1.5464135,-12.040252,-11.068862,-5.428092,-7.0575523,-5.5811224,-5.308252,-2.4103906,-9.717177,-6.753116,-9.335788,-7.334403,-3.3899848,-9.182719,-8.10381,-12.353751,-5.339003,-9.532772,-10.917382
Vorinostat,891494-63-6,SW620,digestive_system,-25.8506539,-18.0128,-29.71001,-20.802898,-22.122498,-36.6475,-46.22793,-11.824115,-25.44203,-21.957975,-26.027342,-22.59929,-35.937572,-21.41068,-29.228888,-41.239246,-25.032125,-29.984753,-23.148794,-23.585056,-44.76232,-27.885267,-25.730215,-13.442484,-34.925983,-27.695663
5-Fluorouracil,Dasatinib,SW837,digestive_system,3.68515675,2.3209295,6.237054,7.0776725,10.835128,8.206312,8.177994,6.138651,7.782484,7.4785986,4.204466,4.809752,7.1323996,6.779236,5.172105,12.627632,7.449969,2.8708782,4.487084,9.419597,8.033553,1.2025236,5.14402,2.9032888,7.552068,7.704127
5-Fluorouracil,Dinaciclib,SW837,digestive_system,-10.98527655,-2.960549,-3.2356656,-5.016019,-8.163253,-3.0965438,-4.676377,-3.7791848,-4.3153014,-2.5807288,-2.4660575,-1.1590128,-4.742982,-3.4426858,-8.83656,-3.5839534,-1.26722,-3.395774,-3.4501956,-4.9821877,-1.5839828,-6.9798255,-6.5012264,-2.9650338,-2.8452036,-6.2035427
5-Fluorouracil,MK-5108,SW837,digestive_system,-10.48378323,-0.022348996,-8.835564,-5.431485,-7.757521,0.42475477,-11.361737,-9.436491,-15.323616,-1.9715029,-7.0728326,-5.027202,-3.7065592,-3.4160633,-5.5997095,-11.682068,-4.003123,-4.814952,-10.336498,-1.7772285,4.730561,-8.5420065,-11.440675,-4.0883226,-2.1556683,5.038183
5-Fluorouracil,Deforolimus,SW837,digestive_system,1.45230071,3.9404094,4.395362,-0.3459677,8.904764,2.379531,-1.5943179,0.7623784,1.9995929,-1.4549142,6.2656903,4.586312,0.106076576,0.9697378,2.5524526,0.6140664,4.1777554,2.7082353,1.1600544,0.45104498,1.6304028,-1.5405703,0.23909721,-0.27013716,7.3194737,2.7362177
5-Fluorouracil,Vorinostat,SW837,digestive_system,-1.947926768,-0.41330764,-3.236458,-1.8858975,0.8175067,0.030608747,-0.68951523,-3.037366,-1.9567957,-1.7919636,0.19631076,0.5064829,-2.533119,-3.8570526,-0.704566,-4.212796,3.9248567,-2.2181504,-3.858487,-0.6075586,0.6894267,-6.6391478,-1.8257853,-1.9494998,1.9404207,-3.1599472
Veliparib,7-Ethyl-10-hydroxycamptothecin,SW837,digestive_system,-9.970768614,-18.245987,-18.334442,-19.354883,-12.288366,-15.925368,-3.68991,-7.3463373,-8.814986,-2.351798,-9.178181,-9.977279,-8.629366,-2.4067898,-3.1593761,-4.384064,-21.632774,-28.760527,-9.976069,-19.794258,-7.1194477,-15.204453,0.47008374,-20.655685,-9.191057,-12.072335
Veliparib,Sorafenib,SW837,digestive_system,-0.231512928,-13.804303,-12.165668,-7.1302834,-13.227403,-7.0197735,-13.21433,-9.377374,-9.350201,-14.58404,-12.542957,-18.827038,-14.329135,-10.220735,-16.887705,-9.757083,-16.652193,-14.00629,-18.00501,-16.291256,-8.601796,-13.410039,-13.633266,-17.61988,-12.816275,-18.02181
MK-1775,7-Ethyl-10-hydroxycamptothecin,SW837,digestive_system,12.86914425,6.2969346,7.44771,4.319901,3.2346866,5.432198,7.803531,4.583789,4.204032,5.0004153,7.2639756,5.231115,4.832336,4.7083974,5.886516,6.7374105,1.5226607,7.527974,7.117117,6.757897,6.050318,4.7836337,6.058901,3.7661872,4.278766,5.3447547
MK-1775,Sorafenib,SW837,digestive_system,-10.15400041,-4.1271315,-4.2579675,-8.363573,-0.7220715,-8.359582,-2.9920712,-9.109184,-9.897378,-9.763257,-11.897607,-2.8578157,-5.8188434,-6.2669587,-4.50322,-13.768373,-9.035722,-8.306944,-21.539228,-10.960097,-9.411994,-8.428938,-11.570286,-6.538589,-16.23657,-4.0900617
915019-65-7,Dinaciclib,SW837,digestive_system,2.006874556,0.5339354,2.6406767,1.4628847,2.4554472,2.695441,0.7786447,0.7682722,-0.5370304,2.5713093,0.049973976,2.0571988,2.0488021,5.1276493,4.4174066,3.7784867,2.6210392,2.9931724,1.6922786,1.5456293,-1.2358828,-1.5615385,2.0828745,-2.0760279,-0.6409862,4.4166107
915019-65-7,891494-63-6,SW837,digestive_system,-60.12864734,-14.769203,-2.6860938,-6.697408,-10.630764,1.1703111,-2.879836,-7.0581875,8.41762,6.871333,0.09545793,4.841382,-4.950308,-7.5869875,8.2072525,-15.254247,-7.365096,-8.746307,-17.148563,-12.527808,-13.113016,-14.747953,-19.685698,-4.489927,-3.8888597,-2.0047293
Bortezomib,geldanamycin,SW837,digestive_system,-4.251816581,2.3732316,-0.34854132,-2.7511437,-0.26876515,-0.9507491,-0.77934325,-0.08942389,0.701541,-0.96298164,-0.5909952,-4.9717336,0.67764646,-0.120225124,1.3277582,0.9061067,-3.0069923,-1.7964466,-3.540317,0.004934814,-0.21428172,-7.3173594,2.542655,-4.7532787,-5.3179173,2.1469855
Bortezomib,Sorafenib,SW837,digestive_system,-3.906638284,1.2350792,0.7326594,-1.1430978,-3.1937983,-0.49622226,-10.137285,-1.1182835,-3.4058619,0.5126447,0.4052195,-0.3822691,-6.428643,-4.52396,-4.8153987,-1.9155847,-3.1676338,-2.8184555,-6.413433,0.4900046,-14.515585,-4.4912453,-2.6078434,-4.145522,-5.0808024,2.2138226
Carboplatinum,Veliparib,SW837,digestive_system,1.20430015,-12.463972,-8.521495,-12.817881,-8.289501,-7.129119,-14.921514,-11.092902,-4.5079875,-8.770304,-7.9358106,-10.644266,-16.338278,-9.312204,-10.648332,-10.316709,-16.782555,-2.2035723,-11.993954,-14.455163,-19.486414,-13.621639,-9.243391,-2.4702537,-11.645568,-13.544539
Carboplatinum,391210-10-9,SW837,digestive_system,-37.06847662,-14.994812,-12.665021,-5.3390865,-16.971935,0.3776372,-16.596195,-4.1649404,-13.83293,-12.917541,-16.742771,-31.286325,-20.429842,-17.78439,-5.002196,-9.611717,-32.598747,-12.486343,-15.582986,-4.4241266,-18.521942,-22.958216,-13.0619755,-10.2453375,-18.991215,-15.755401
cyclophosphamide,MK-1775,SW837,digestive_system,-33.50484419,-28.435678,-35.51679,-33.068798,-32.38926,-26.302647,-34.457893,-27.723928,-32.079033,-35.33498,-31.944206,-27.557379,-14.544377,-29.837044,-32.23819,-19.764698,-21.346292,-14.576811,-23.609983,-24.47,-31.36418,-19.843605,-34.30119,-25.98255,-25.34971,-29.0657
cyclophosphamide,915019-65-7,SW837,digestive_system,-36.71066928,-27.829899,-29.921242,-25.07039,-33.745747,-29.883991,-24.089386,-26.05029,-31.009382,-32.929214,-34.783962,-28.796675,-32.808968,-34.794098,-18.54867,-26.138971,-27.151596,-27.000046,-31.738281,-31.559868,-25.024544,-39.193962,-28.592964,-34.318546,-24.49972,-27.477268
cyclophosphamide,geldanamycin,SW837,digestive_system,-6.031008452,-10.334989,-12.701681,-12.908455,-9.827202,-12.1897955,-16.392014,-8.144148,-16.641903,-15.603053,-13.604046,-14.224367,-6.472922,-19.07058,-13.182443,-15.689099,-15.264423,-6.395889,-12.234819,-12.461293,-13.917478,-17.71195,-13.553212,-10.98911,-13.362567,-7.401441
cyclophosphamide,L-778123 free base,SW837,digestive_system,-5.809703187,-6.905675,-14.155836,-7.7087607,-9.390287,-9.902969,-13.899423,-10.458609,-9.280937,-7.644003,-14.066644,-14.761034,-11.241242,-7.602198,-8.424819,-9.6305485,-9.7204075,-10.447777,-7.036706,-10.852942,-5.8209395,-2.6760874,-11.090212,-10.393406,-10.113238,-9.900339
Dasatinib,Veliparib,SW837,digestive_system,-9.701910039,-6.755904,-8.596392,-11.818553,-6.883957,-5.9371142,-9.110687,-14.694705,-4.522938,-10.040289,-1.0544833,-5.9668236,-6.2359157,-8.45365,-8.356485,-8.187396,-5.2587414,-9.179469,-12.459775,-9.210269,-8.537603,-11.214693,-10.834873,-7.1438985,-9.516758,-1.6437163
dexamethasone,Veliparib,SW837,digestive_system,-8.226130624,-12.812745,-12.954511,-9.625953,-5.753614,-5.3993044,-5.8197527,-11.021112,-13.374452,-9.017123,-9.177583,-12.188885,-7.6169467,-8.788102,-19.222422,-9.929344,-9.168885,-4.5909424,-5.6272616,-7.3411527,-9.267474,-15.5201435,-12.065415,-0.43666902,-9.10282,-11.390445
dexamethasone,MK-1775,SW837,digestive_system,-57.96457818,-25.795235,-54.591095,-36.85192,-51.78277,-41.329388,-36.07289,-42.290703,-54.338314,-59.32456,-51.40918,-43.79404,-53.64821,-50.27966,-63.147724,-49.69887,-38.180843,-32.665306,-38.20235,-42.018017,-52.68072,-38.05979,-57.784748,-46.314148,-55.547264,-43.016106
dexamethasone,Bortezomib,SW837,digestive_system,-30.91881605,-13.963694,-15.152591,-7.5076632,-10.685968,-15.216296,-17.902987,-10.124344,0.8002161,-14.47149,-22.16579,-4.0609117,-11.05513,-4.2615776,-15.27038,-5.9070888,-1.8812436,-17.711391,-14.025483,-14.577349,-17.613495,-8.951628,-6.21256,-12.794213,-13.223515,-23.535698
dexamethasone,Dasatinib,SW837,digestive_system,-12.90963314,-9.114464,-13.4058485,-10.270776,-7.9482565,-11.7861595,-19.659595,-16.38854,-14.185622,-10.571248,-13.252531,-6.961202,-9.787534,-8.951124,-11.058764,-13.828299,-19.246056,-14.193478,-13.0163765,-5.253263,-13.615488,-14.928113,-11.4179125,-10.310198,-0.68012416,-10.9465
dexamethasone,Niraparib,SW837,digestive_system,-15.7215206,-25.435793,-24.198679,-19.446642,-17.147602,-13.583198,-22.198992,-20.089579,-20.69822,-16.13927,-20.003613,-26.294968,-23.68059,-20.15191,-20.363708,-19.508146,-17.07326,-14.925409,-19.806376,-12.756183,-18.07914,-34.000732,-16.320078,-20.477362,-16.959568,-16.451136
doxorubicin,MK-1775,SW837,digestive_system,2.434602718,5.182316,3.848031,4.95371,6.1187744,0.42318773,3.729621,-4.8217025,-1.3807161,2.9207187,-0.154195,2.942705,6.1439924,1.937636,-5.73905,3.7237482,-2.6120996,-1.9150469,-4.818891,1.137688,0.14833425,0.9582134,3.225325,-2.1882482,0.6677861,-1.2368275
doxorubicin,Dinaciclib,SW837,digestive_system,-4.928103369,-2.0919158,-1.3688501,-1.7628413,-1.7545978,-2.5473225,-4.0764213,-1.5292498,-2.9356375,-0.78868,-2.02325,-0.41416034,-0.13938281,1.4327769,-4.75505,-0.33575577,-4.8581743,-3.9832385,-3.2706249,-3.4947543,-5.4990363,-3.6647215,-2.7066598,-6.330411,-2.5001256,-0.23202486
doxorubicin,Erlotinib,SW837,digestive_system,6.102256727,5.498949,8.321131,9.543384,4.030552,6.573169,8.540088,3.227671,1.4894689,6.090642,2.056707,3.3893285,7.8139734,4.500786,1.0396051,1.111076,5.2395644,4.3431544,3.7619088,4.4820914,7.2291026,6.593132,5.047928,7.7843204,5.0746627,-1.727152
doxorubicin,891494-63-6,SW837,digestive_system,-8.950287398,-27.025639,-0.47037292,-14.079897,12.607543,-6.506919,-4.935123,-17.399849,-13.859786,-5.275208,-12.285061,-2.176657,0.9432519,-55.092712,-31.64173,-12.857277,-15.052143,-11.218086,-40.9722,-6.73037,-10.353073,2.525377,-2.8355367,-8.467456,5.224056,5.4014893
doxorubicin,Sunitinib,SW837,digestive_system,-7.036357423,-1.8265213,-1.2481798,-1.4818194,2.528679,-7.059355,-4.2336287,-8.451565,-18.62553,0.5774917,-16.171255,-2.1960776,-3.866536,-13.372171,-6.1409793,-6.145134,-12.872841,-7.133735,-13.075866,-3.0661118,-7.7911015,-3.526357,-10.409607,-6.7387133,-10.135589,-4.215989
Erlotinib,915019-65-7,SW837,digestive_system,8.988646843,12.514796,10.851563,7.7440133,9.144564,9.55462,8.084957,7.316954,11.199582,9.982885,8.384358,7.4698873,10.050874,7.951804,12.488397,7.88071,9.1690235,10.292143,10.616072,6.000763,11.138746,11.433029,6.636642,7.996735,8.434562,15.31068
Erlotinib,geldanamycin,SW837,digestive_system,3.006801283,4.971888,9.678085,10.850527,3.7275686,7.890231,8.420873,7.64787,6.361462,6.1193147,4.991583,2.8198893,6.027458,4.736547,8.16809,8.027268,6.440328,4.273873,8.836642,4.20804,8.122591,7.372119,4.315706,5.206988,5.3967805,4.3852696
etoposide,geldanamycin,SW837,digestive_system,6.22544265,3.7151606,2.1448655,2.7285037,3.4885836,0.42914686,2.1715844,3.1209815,2.8247876,2.094582,-2.0459797,-0.2764843,2.9745603,-2.376975,2.9869628,4.452584,1.4040663,0.8345944,2.8378787,1.0364321,5.73923,3.764071,0.6762442,-0.44567227,2.8081918,7.1836753
etoposide,Niraparib,SW837,digestive_system,1.944609384,-2.3356922,-5.495082,-17.291311,-4.7161217,-0.2463387,-2.0111704,-5.200337,-4.8594637,-10.058135,-5.6506963,-4.8675876,-0.792777,-0.8223184,-4.4187293,-0.7623154,-1.6189494,-3.645932,-6.521649,-1.8537709,-0.6483094,-0.5788127,0.663583,-12.813286,-3.2621028,-1.2357382
geldanamycin,915019-65-7,SW837,digestive_system,2.78421492,1.9954363,4.7149734,1.8249555,6.8139424,6.686433,7.8389945,5.95294,3.7996044,3.6846628,1.6204133,2.871695,5.08711,3.6622152,-5.994812,0.7769283,6.276002,2.2739968,2.869925,6.57603,9.429971,4.887675,7.2485676,0.4753453,5.12227,5.9089365
gemcitabine,915019-65-7,SW837,digestive_system,7.47007096,6.037843,3.3762074,6.124698,8.79773,4.1731367,5.0911493,4.715122,4.3926063,4.0892034,5.2785344,0.27138242,8.208687,3.3585658,4.657418,-2.7871132,5.43223,4.1455317,4.689039,-2.0800383,6.038774,6.970781,4.263896,1.2381603,-2.3815818,3.351879
gemcitabine,Dinaciclib,SW837,digestive_system,-6.169692904,-0.5745887,1.9451361,1.3418565,-0.13956569,-2.165156,2.6159208,2.0410936,0.4881074,2.766967,2.8681273,0.8104796,-2.2549849,-3.511593,6.0582023,1.1717471,-0.27230257,-0.658359,0.6573053,-2.004198,0.91662174,3.808315,-2.83558,3.147808,-0.46730724,1.7965974
gemcitabine,Lapatinib,SW837,digestive_system,9.520437114,16.604473,12.1718025,14.17597,5.6416597,6.607204,14.563273,7.8101587,3.262505,11.884777,11.228332,7.052253,12.811349,9.788907,6.9751396,3.9508588,4.5275817,12.188322,11.898401,11.722411,3.7747123,12.304898,7.717046,9.900549,6.334976,11.665231
gemcitabine,MK-5108,SW837,digestive_system,-4.892551607,-19.394232,-11.227406,-2.9084623,-18.176037,-4.1799865,-18.324638,-23.81469,-14.349269,-5.1777596,-18.378576,-1.7992793,-5.5526443,2.8069,-3.5905695,-6.382807,-7.991025,-17.883675,-7.30999,-9.109938,-10.016794,-24.737162,-12.156358,3.8837552,-14.30556,-0.31144518
gemcitabine,Sunitinib,SW837,digestive_system,1.572920803,1.543348,0.32897288,4.705969,4.767969,1.0606617,4.4991574,6.5204206,2.0543952,11.359203,5.925762,1.162371,6.1740403,9.5285635,8.309319,2.5453978,1.3694745,0.89281327,3.528715,2.6159008,6.478575,8.401405,4.6221323,1.3727541,-2.512225,7.4466844
L-778123 free base,MK-1775,SW837,digestive_system,3.022306513,7.5489116,5.625828,-2.8069441,5.8097563,1.264407,-2.0167482,-4.590308,-0.30850884,-0.7177371,-5.7541833,2.281329,2.00461,2.8434715,-1.2353228,0.23653388,2.5279715,0.9337378,1.540477,0.7811798,3.5279224,0.3613718,3.3879635,-2.1807506,-1.1791986,1.8539485
L-778123 free base,915019-65-7,SW837,digestive_system,-10.24240338,1.5969241,8.19447,1.0528518,0.6658243,2.7228928,-0.4407671,6.2224236,-0.4589163,-0.9407857,-0.2404196,3.432793,5.463165,-0.6732009,-0.55888677,5.8733454,10.428248,5.879853,0.49896085,3.547856,4.153493,6.63342,5.278922,2.4616685,5.198507,5.275
L-778123 free base,Niraparib,SW837,digestive_system,-26.16619869,-10.803354,-13.979703,-14.734289,-20.805717,-16.592396,-9.87032,-14.217963,-11.8513155,-7.412604,-3.9974504,-7.3255544,-12.690323,-7.3665533,-2.5245886,-12.780892,-16.595503,-16.161333,-16.0953,-16.695398,-18.082129,-15.566803,-21.1708,-6.938959,-9.649204,-15.769902
L-778123 free base,Deforolimus,SW837,digestive_system,12.68402509,11.070516,9.929445,6.1557603,16.18829,7.686296,7.3715043,6.8105087,7.8683233,1.0488999,7.8143477,5.4653864,8.019314,8.00552,3.2384431,8.940788,9.339703,12.668763,4.315913,10.033728,11.924528,11.107539,8.252343,5.9075756,9.353066,12.0502615
L-778123 free base,391210-10-9,SW837,digestive_system,-10.29620685,4.711455,1.7526432,4.648854,4.217379,5.363888,-0.18450332,3.1125035,-0.48706043,3.486218,-3.948236,0.95823985,2.7940383,1.8820205,6.3222237,6.1003804,2.5363767,5.0523977,-5.887257,3.4734514,0.80830675,7.831704,3.1198208,-0.5772568,-3.3109121,1.8924438
L-778123 free base,Sunitinib,SW837,digestive_system,2.240238823,0.8668894,-2.1798508,-12.737475,-2.8810637,-3.4460595,-8.146363,-7.6127505,-9.522751,-13.290131,-10.495467,-0.358435,-9.952403,-15.776047,-3.2376552,-2.2346895,-9.532432,-6.1308994,-11.993455,-3.2201564,-14.8679905,-12.793444,-3.4164097,-6.447213,-6.740658,-15.927499
L-778123 free base,temozolomide,SW837,digestive_system,-11.91637793,-15.860553,-28.277954,-30.487198,-17.161018,-21.44917,-28.844845,-23.367558,-12.56428,-16.63029,-15.728764,-16.613846,-16.195826,-18.707275,-23.401205,-26.955502,-23.443466,-25.796007,-26.24951,-18.907612,-21.12328,-19.13197,-26.218496,-29.051895,-24.409412,-21.813507
Lapatinib,Niraparib,SW837,digestive_system,8.430674554,7.252451,5.4787498,0.030103441,1.9027388,3.634803,-1.9884683,-2.2579043,4.864485,-1.0239121,7.1783743,-1.6747273,0.9204239,4.6861696,2.6195276,-7.323181,2.1289625,-6.278026,5.3237195,3.5600092,5.1103272,5.031378,1.8787807,-0.53653264,5.9308214,-4.569178
Lapatinib,Deforolimus,SW837,digestive_system,11.85901818,10.730457,10.006555,11.853665,9.697312,10.561066,12.546745,10.149199,9.934368,9.719593,10.502564,12.392353,11.565559,9.426622,12.758048,12.850183,12.739894,13.558357,12.581191,12.96572,11.548989,12.965511,12.889045,10.400638,10.176109,8.318049
Lapatinib,Sorafenib,SW837,digestive_system,3.429513298,3.2041101,4.7317243,4.0665355,6.3013453,6.418866,0.32940444,-0.16586563,3.7968817,5.1817193,8.109698,9.482776,2.2452414,2.3257458,3.9747534,-1.6555634,4.5784907,1.215366,-1.2613376,5.844406,5.892255,8.30248,2.2300391,6.8777018,0.5098231,4.4978766
metformin,Bortezomib,SW837,digestive_system,-23.81270243,-34.52009,-32.79898,-21.356085,-20.464214,-29.546568,-29.24806,-15.653191,-19.711761,-12.14676,-20.820648,-22.656498,-28.741793,-14.663891,-26.805288,-23.87869,-23.32432,-15.232418,-32.23305,-24.573742,-21.446665,-27.173197,-18.339338,-20.903942,-22.483784,-23.98536
metformin,Lapatinib,SW837,digestive_system,-22.92198325,-34.843758,-33.585945,-33.334408,-24.764017,-26.185392,-24.4735,-24.630259,-28.869982,-26.730865,-27.866331,-35.05142,-23.015694,-26.22211,-24.49585,-29.139015,-31.207523,-20.848642,-33.916565,-25.241156,-21.304863,-30.414804,-27.211147,-19.671814,-38.75249,-29.517946
metformin,temozolomide,SW837,digestive_system,-13.29386432,-14.470703,-11.054654,-13.225488,-9.675932,-9.1353655,-17.885904,-11.311154,-2.137114,-9.46588,-13.104837,-4.0743084,-8.1242695,-3.463768,-8.049762,-15.627896,-6.8322945,-7.6075783,-8.960348,-3.6051261,-8.931661,-7.140315,-4.739764,0.40974227,-11.327192,-7.930179
methotrexate,Erlotinib,SW837,digestive_system,0.182552124,1.4970206,4.788291,4.392279,1.1494029,4.265225,7.104929,5.291746,-1.4455559,3.6799085,4.012108,-0.35535747,-0.054997005,2.810674,6.561628,2.143581,6.971281,0.76908845,4.4654098,1.3175548,2.9791842,1.4108604,2.375379,4.05246,3.1057742,3.5838299
methotrexate,Niraparib,SW837,digestive_system,-9.269082957,-0.34407452,-6.4373674,-9.342117,-4.7385054,-3.4314122,-2.665099,-2.2140036,-6.7726135,-6.8921986,-5.0864367,-0.7405815,-4.2388296,-4.4657836,-7.562303,-4.344987,-1.0606953,-7.234321,-10.895679,-9.426846,-0.8759816,-5.342391,-3.559557,-8.993947,1.5012573,-9.726221
methotrexate,MK-5108,SW837,digestive_system,-34.8252852,-11.452237,-5.078622,-6.423615,-9.828956,-11.963417,-22.923544,-18.951126,-19.469873,-4.974722,-12.119815,-3.323049,-3.3334982,-4.8777394,-7.3907537,-12.083307,-26.638649,-11.891053,-8.632126,-28.383556,-2.647129,-13.870614,-20.454872,-6.411872,-8.488713,-4.183666
