Drug1,Drug2,Cell_Line,Tissue,Synergy,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5
metformin,Sunitinib,SK.MES.1,lung,-44.18178255,-31.018202,-35.907467,-29.516071,-27.424047,-21.365139,-27.880327,-24.876205,-26.351778,-22.82445,-16.126204,-24.724335,-21.955069,-25.311155,-7.581507,-18.827648,-24.67068,-20.312159,-26.58537,-29.239235,-12.350139,-15.981475,-27.461233,-20.232378,-27.765518,-34.822433
methotrexate,Dinaciclib,SK.MES.1,lung,-1.968002942,-8.438357,-9.347431,-9.482442,-7.713822,-7.5337424,-7.2303686,-10.557742,-11.297725,-9.636199,-6.555782,-11.576953,-8.198411,-11.176999,-9.935038,-10.014397,-10.088522,-8.214767,-9.240475,-7.3888845,-9.783483,-7.815833,-9.381506,-8.181726,-10.0451975,-10.446268
methotrexate,Deforolimus,SK.MES.1,lung,-6.912727412,-4.797718,-4.9438887,-3.9785612,-6.7956567,-3.450659,-3.26625,-4.4277363,-6.592357,-3.9859464,-4.6846356,-7.4410486,-1.4848006,-5.7731533,-3.3301241,-0.13272068,2.1850452,-6.452236,-5.6723948,-3.0698647,-2.4484096,-2.0490859,-6.874705,-4.423152,1.8868071,1.2395409
mitomycin C,MK-2206,SK.MES.1,lung,-8.196001343,2.2237277,2.4164221,3.277835,3.2220874,5.056904,1.105959,1.908749,-2.9738574,4.48006,6.5062523,-4.6770883,3.0276132,-3.649373,5.823823,4.808683,0.48425776,2.1848626,3.4759336,-1.8263638,1.7649782,3.4258673,4.1878204,2.8001013,1.2021251,3.4762948
mitomycin C,MK-5108,SK.MES.1,lung,-7.600224242,-0.049954444,-4.275755,-4.5868425,-8.32472,-6.807094,-7.378215,-5.5736303,-9.76806,-4.0257964,-1.1087476,-18.099688,-13.0279455,-6.881643,-4.2346168,-8.474411,-11.319293,-0.07513609,-5.846718,-15.483347,-14.265594,-7.6862836,-6.5561266,-2.5876443,-4.4737773,-8.534738
mitomycin C,Sunitinib,SK.MES.1,lung,-6.16831181,-4.5957623,-6.852938,-16.053434,-11.808399,-15.112867,-12.916106,-3.5000408,-20.05431,-8.166047,-14.773397,-31.126238,-8.845568,-15.473736,-20.375124,-3.412979,-4.3666677,-7.0941005,-14.001167,-9.297408,-17.79902,-13.416423,-18.178026,-9.18009,-21.442286,-9.263388
MK-2206,Dasatinib,SK.MES.1,lung,5.753611114,9.25135,10.989499,7.795943,6.8507204,8.597577,6.212596,8.314647,9.07461,7.309049,9.766442,7.1604156,8.962875,8.57975,5.3865104,5.876928,8.037153,9.890637,2.972275,7.063416,8.022279,8.363755,10.609924,5.3883004,9.246383,10.221352
MK-2206,Eloxatin (TN),SK.MES.1,lung,2.715881405,1.3099809,1.0888033,2.0103483,4.7417364,1.4713479,1.5573063,3.8980842,-1.0738591,3.0635183,1.8965102,-1.9255636,-0.69215053,-3.9429471,2.3281987,1.7241313,1.5451182,-0.7663309,0.2903102,-4.022799,1.894037,1.9917059,-1.7393888,5.167005,2.598802,0.3392396
MK-2206,7-Ethyl-10-hydroxycamptothecin,SK.MES.1,lung,6.993382957,3.055062,2.8425753,2.7877584,3.6918726,6.3640647,5.7992973,3.4017074,5.289822,3.2113457,4.1055427,5.854481,5.6990747,6.155308,4.197511,2.2143412,1.4257897,3.1028454,1.2293414,3.4691195,3.1718783,2.579443,6.403252,0.59995735,6.567229,2.4966636
MK-2206,topotecan,SK.MES.1,lung,3.643895001,1.3013182,3.155053,2.627755,1.0988805,5.3390107,4.779243,4.333025,2.7385638,5.921846,3.3826838,4.0771875,7.36123,5.1856275,5.324424,4.2943745,3.3196046,3.7205267,2.4240432,5.4600596,0.16512102,3.7984612,6.560527,1.1364022,4.1051025,2.7105067
Niraparib,Veliparib,SK.MES.1,lung,-10.77718257,-4.5277066,-2.7229016,-4.164346,-7.405247,-8.606595,-11.099673,-9.188714,-6.047913,-2.8193638,-5.47293,-4.168633,2.8855636,-0.76527035,-8.990236,-4.2641973,-9.976711,-10.976384,-10.847156,-1.4435325,-2.9111168,-8.055627,-6.5990977,-4.9766383,-8.924052,-5.7098475
Niraparib,MK-2206,SK.MES.1,lung,11.64036553,5.5667677,2.3804967,6.979091,0.5879396,7.5337443,0.33142698,6.191237,5.427048,5.369991,5.5946364,3.2942548,2.6138067,3.6407168,3.8124838,8.2955,0.50757813,0.9653929,5.9484906,1.5686035,6.594592,6.963061,7.6625113,5.08593,6.5629497,3.458499
MK-5108,Veliparib,SK.MES.1,lung,-28.44745574,-36.953613,-23.725937,-17.533043,-32.924614,-10.874115,-7.9261513,-25.243395,-25.324886,-15.625109,-17.919401,-25.558344,-8.557434,-18.227293,-9.418463,-21.284191,-19.191921,-17.001844,-28.157879,-18.224438,-24.669762,-21.684345,-18.688496,-23.1351,-16.045485,-31.036913
MK-5108,Bortezomib,SK.MES.1,lung,-2.977604806,-5.319075,-3.2321303,-6.988368,-6.829572,-4.781416,-6.864524,-4.264763,-0.83152366,-3.8978326,-2.489956,-3.3642716,-8.420619,-2.0742278,-6.208307,-4.6672974,-3.1328263,-3.1116705,-2.6862545,-6.381622,-4.3669796,-3.850513,-4.2755914,-7.220393,-3.07034,-0.7394237
MK-5108,891494-63-6,SK.MES.1,lung,-3.265548098,-4.025888,-2.7180882,-5.326313,-4.2265368,-0.27711865,-4.52773,-6.638215,-5.029448,-8.095589,-0.9362939,-4.020716,-2.0235305,-2.7784538,-6.424373,-10.334443,-4.4507327,-3.2738664,-7.173363,0.8244381,-5.3398833,-5.0350933,-8.65125,-2.8938165,-4.2962704,-4.0058503
Deforolimus,915019-65-7,SK.MES.1,lung,23.88231399,9.904161,10.723513,10.249235,10.213276,12.780258,11.913314,10.166434,9.059203,10.716122,11.550137,13.469018,7.689705,11.799641,9.521846,10.361069,6.191471,9.531523,10.214588,9.360196,9.056363,9.379299,11.407556,14.563038,8.164365,10.735242
Eloxatin (TN),Sorafenib,SK.MES.1,lung,-5.490781243,-15.42278,-12.937545,-12.752639,-14.712697,-12.699763,-8.415377,-13.808493,-9.334083,-16.291418,-10.775816,-9.592099,-12.54538,-16.395208,-8.239249,-7.7787642,-9.603043,-9.4169,-10.235695,-12.7687235,-2.4206007,-3.253272,-12.106924,-7.9954844,-10.484934,-7.4995275
paclitaxel,MK-1775,SK.MES.1,lung,0.185252277,2.5221508,1.7268156,1.5228683,0.0430339,-0.08005801,-1.1748545,0.77153677,0.011913659,2.119686,0.82367164,-1.7209635,-1.0329375,-2.0133555,1.504069,0.9285512,-1.7888095,-0.9556281,1.8015158,0.26269165,3.1333933,-0.6676388,-0.6935125,1.3343527,2.6890168,-0.2865448
paclitaxel,915019-65-7,SK.MES.1,lung,5.269095641,4.545403,7.502752,5.1830955,3.8446708,6.259492,3.1860986,6.0317564,6.774243,6.4235587,5.878167,7.5421567,5.210731,5.4679008,5.7042565,5.005833,-0.16456687,4.2531786,5.7279468,4.5175457,2.8088238,3.9381301,2.6676667,7.654509,4.09631,3.9790955
paclitaxel,Dinaciclib,SK.MES.1,lung,-1.240871163,-2.715358,-1.5611448,-3.6482105,-2.473563,-2.2754624,-3.0614998,-1.5554199,-4.936644,-2.2150779,-0.8375533,-3.0268073,-1.7022897,-3.5748706,-3.276454,-3.6978288,-2.564944,-2.6874688,-2.7305813,-1.5474845,-1.367077,-1.7871476,-2.5828567,-1.3693023,-2.4124255,-2.6853607
paclitaxel,Lapatinib,SK.MES.1,lung,9.144089283,2.722092,5.5793047,3.1397846,5.3027487,6.3821855,2.0528657,4.5506377,4.1944747,3.1784747,4.627402,2.451033,2.3000395,2.5833488,5.2241983,2.8806608,4.761134,-0.1813666,2.961821,2.3284132,4.1746655,3.7614381,0.26965332,3.289488,3.0989532,4.6587915
paclitaxel,Deforolimus,SK.MES.1,lung,4.48787379,4.3536773,4.8858356,4.4266663,4.026664,7.988832,3.0251527,5.938811,2.7770917,2.4302168,0.83352894,0.6121865,3.2715976,4.1203375,6.940737,3.6066518,1.4938844,1.4336485,3.2577288,0.77544856,4.5950804,5.0153103,6.558639,5.5506973,3.8923721,-0.55873656
paclitaxel,891494-63-6,SK.MES.1,lung,-1.291204625,-0.2918305,1.869771,2.8757427,-0.7843681,2.124091,-2.7901392,-0.16721904,-1.3283279,-1.3707198,-1.0767428,0.7540282,2.173424,-1.5631442,-1.9286855,-0.11940676,-1.6987946,-2.685219,1.1845331,-3.1178172,0.56714594,0.6335027,-0.76038533,4.423572,-2.9099905,-4.8370123
paclitaxel,391210-10-9,SK.MES.1,lung,1.103589991,-0.69295084,-0.99029285,-1.4229974,-1.8823876,-1.0356989,-0.76630646,-0.54278255,-2.8970022,-1.2859801,-2.2573469,2.7129974,-0.6676118,-1.4785458,-1.1791911,-2.9719536,-3.0699422,-4.231607,1.2856419,-1.7439634,-0.5550068,-1.4904187,-3.7757814,-0.10043106,3.4366112,-1.2281426
paclitaxel,temozolomide,SK.MES.1,lung,-35.64597195,-25.096819,-21.347748,-30.655783,-22.839785,-19.428267,-28.173254,-23.80773,-27.329985,-30.251348,-22.8187,-28.142517,-32.356,-24.307865,-28.742434,-23.312853,-36.07368,-27.061417,-19.070486,-32.171703,-36.079567,-29.127504,-21.496626,-24.020462,-24.574015,-28.507488
paclitaxel,Vorinostat,SK.MES.1,lung,-1.794315441,0.13312949,2.9355607,2.0034847,4.9922338,4.5377493,0.20460449,1.6455095,2.5533555,1.1242448,2.141472,1.5498998,1.4419335,3.721804,2.5885425,1.3386137,-0.2540136,1.6142935,3.1987991,1.435335,2.9483986,2.8785462,5.3529606,2.5305192,2.5513134,0.5953121
391210-10-9,Veliparib,SK.MES.1,lung,-39.62863188,-48.805626,-21.223667,-14.873775,-32.48213,-33.80962,-20.409346,-38.554962,-46.483135,-36.95934,-49.17266,-29.205189,-38.805992,-16.314545,-29.9809,-30.939306,-37.956722,-28.937023,-32.770763,-48.715523,-19.982124,-36.86198,-54.11112,-37.759968,-24.422071,-39.82258
391210-10-9,geldanamycin,SK.MES.1,lung,5.508985267,-0.17037226,1.8034717,-2.5212855,-2.0873597,-0.76379395,-2.6314528,-6.1809936,0.9250216,-0.2097451,0.9555208,1.3922117,-4.2340393,-2.3056424,-2.5907352,0.54058444,-2.9151804,-0.57531875,0.15644786,-2.672984,-1.2215059,1.3433125,-0.09273766,-1.5262972,2.3379889,-0.5001699
391210-10-9,7-Ethyl-10-hydroxycamptothecin,SK.MES.1,lung,-4.11413981,-0.5653107,-2.845957,-2.3883355,-1.9124676,-2.3335185,-3.6722286,3.9782493,-3.4798148,-2.663618,2.1403992,5.736443,0.024084639,1.0368187,0.772286,-0.14947799,-2.1133664,-0.6051387,-2.4260511,-1.9014486,-3.019549,1.4398168,-2.0079222,-1.4117993,2.2475395,-0.7851662
7-Ethyl-10-hydroxycamptothecin,891494-63-6,SK.MES.1,lung,-4.488962728,-0.437961,-0.050203986,-1.6164844,1.351466,-0.42397097,0.42838004,-1.6476047,-0.033502355,-3.530149,-2.985081,-0.49506375,-1.1971223,1.3870076,-0.37509865,-2.8670874,-1.4471436,2.4032261,0.8890486,-1.1886209,0.7634195,-0.16145782,-3.3933809,-1.6332046,3.4696422,2.888498
Sunitinib,915019-65-7,SK.MES.1,lung,10.2061523,11.15838,6.5333867,8.508095,8.852464,7.7006664,5.4675584,3.4740055,5.529323,4.7253203,5.4380307,6.556906,4.275057,4.9886465,2.7585785,6.19163,4.7971926,5.5967655,7.561613,5.8291025,7.8378763,4.822467,5.5930247,9.916957,7.70902,1.0342419
temozolomide,Bortezomib,SK.MES.1,lung,-21.32668905,-28.884659,-23.798592,-20.197702,-39.46383,-28.325453,-31.35857,-32.50702,-22.120378,-27.97564,-30.456158,-33.261986,-23.842577,-21.577778,-33.056656,-27.831676,-46.57286,-25.963408,-26.292585,-20.381844,-25.366203,-18.881802,-31.872578,-32.78955,-32.37971,-24.815792
temozolomide,Dinaciclib,SK.MES.1,lung,-30.30517316,-17.861681,-19.555557,-14.263193,-21.331295,-27.12966,-20.929338,-26.946327,-25.7307,-22.76826,-28.628252,-26.344893,-4.280128,-16.704803,-25.155384,-26.134678,-30.847467,-24.51614,-23.762268,-21.174187,-19.503044,-23.968365,-21.956226,-25.33439,-30.668777,-27.899345
temozolomide,geldanamycin,SK.MES.1,lung,-26.99086907,-23.038372,-15.168197,-16.010887,-17.807718,-16.50113,-18.392664,-28.601748,-21.155111,-25.072176,-17.606089,-13.853228,-25.264269,-16.200005,-22.213804,-22.660995,-24.654598,-22.56218,-21.051975,-27.504122,-14.864701,-26.66192,-20.673462,-26.382664,-24.032103,-22.542019
temozolomide,Lapatinib,SK.MES.1,lung,-19.14440659,-11.816647,-12.787752,-15.58317,-17.050127,-12.388788,-13.879401,-13.538746,-14.516087,-16.720089,-12.886276,-19.348452,-18.394793,-14.585657,-11.267163,-11.328167,-19.37622,-11.169974,-13.052568,-26.23609,-10.117577,-7.978802,-4.289317,-10.700961,-9.215283,-15.177764
topotecan,Dinaciclib,SK.MES.1,lung,-4.689805634,-3.908061,-4.1977158,-4.307282,-3.4526925,-2.7560773,-2.9274395,-1.5542092,-2.0598404,-5.6868424,-4.6244845,-2.4084475,-4.2490697,-4.591062,-3.7779346,-0.87956256,-2.0584726,-0.741059,-2.0598397,-2.9216044,-0.6851359,-2.521804,-1.7211697,-2.7935748,-1.1163477,-2.1106553
vinblastine,Dinaciclib,SK.MES.1,lung,-8.807365398,-5.051511,-3.8501506,-5.177549,-3.7962594,-4.762384,-4.816123,-4.4573307,-6.744711,-6.1368217,-5.3321147,-3.7599654,-6.826541,-5.552739,-6.8508716,-6.382802,-2.5831199,-2.850542,-3.8506927,-3.373605,-6.9293046,-4.373019,-4.6779056,-4.0292764,-2.2265756,-5.429507
vinblastine,Lapatinib,SK.MES.1,lung,-2.853822528,0.14825334,2.3598282,-0.1866439,1.2342592,-0.44156295,0.80936414,-1.5849407,3.928953,0.28235182,3.324422,1.0761658,0.16836613,2.9896836,1.730791,-0.8699352,0.5522349,-1.8064331,0.19983175,-1.5871106,0.96654433,1.0243866,0.77542174,-2.094499,0.3837304,0.6104805
vinblastine,MK-5108,SK.MES.1,lung,-0.496678848,-4.587289,-3.992164,-4.7922564,-8.008373,-4.4141836,-5.9848375,-7.697632,-6.9332943,-5.424067,-4.8190746,-8.128634,-3.3729541,-10.32682,-7.7887664,-6.053571,-3.7304738,-2.9680562,-9.050503,-3.992988,-8.1504,-3.603369,-9.355196,-8.589081,-5.826872,-2.8444114
vinblastine,Sorafenib,SK.MES.1,lung,4.417989059,-0.99071074,-1.3354805,-1.0605974,-5.793451,-3.1685371,-1.2800871,-0.35251114,0.8258866,0.2771022,-2.07377,-2.862141,-0.11655797,-2.12931,2.525879,-1.1274164,-1.4101946,-5.156335,-3.600301,-4.4651375,-2.622486,-4.309259,-3.666429,-7.2353144,-2.7661946,-2.8916888
vinblastine,temozolomide,SK.MES.1,lung,-36.66939722,-32.48239,-30.962719,-29.490366,-36.87122,-32.452217,-49.40205,-29.207626,-28.918215,-33.389137,-36.947773,-40.231354,-34.602913,-38.570248,-37.456406,-24.028662,-51.803265,-20.318762,-15.6529,-26.663038,-43.435963,-27.870977,-32.804688,-39.44934,-42.14649,-32.410786
vinorelbine,915019-65-7,SK.MES.1,lung,2.724911401,0.8835137,0.45223215,1.952144,0.14408809,2.7597995,2.6356623,4.01924,2.0302136,3.3067985,1.2130996,2.4521494,1.8166665,0.5131243,1.6831228,1.9481088,-2.0281012,4.236202,2.6447766,0.96704143,2.4676764,1.355011,1.8396404,3.2922606,1.8846464,0.14195374
vinorelbine,Sorafenib,SK.MES.1,lung,-0.021011324,-0.65306056,-0.43089023,-0.49589637,-2.9796114,-2.9734066,-2.081655,-6.6326666,-4.6080575,-1.5287195,1.0049571,-1.0962765,-5.0484085,-1.2643124,-0.46883088,-3.4232657,-1.4618735,-3.622991,-4.1710234,-4.4194326,-5.5165143,-2.481371,-2.8306203,-7.204579,1.8475206,-11.865637
Vorinostat,915019-65-7,SK.MES.1,lung,3.423345292,4.3621407,6.055756,3.6490462,2.9662442,6.0453696,5.5427527,4.8538804,6.761185,4.2567077,5.7851048,4.708644,3.984009,3.47615,4.7500153,5.5670886,2.2432113,6.346322,5.2308393,2.9111142,4.3624616,6.695599,3.548549,4.521215,7.0105333,4.8677244
Vorinostat,Bortezomib,SK.MES.1,lung,2.80393406,-2.571233,-2.8741195,-3.4165423,-4.3942003,-3.7766984,-2.2216954,-4.8823047,-1.0462271,-2.372676,-2.6228697,-4.0401006,-2.6921263,-2.4470577,-2.3798254,-2.1299834,-2.0455503,-1.232219,-0.18570578,-4.1955357,-3.9130018,0.75573236,-2.7202513,0.86741674,-1.5597734,-3.0270345
Vorinostat,MK-5108,SK.MES.1,lung,-1.543614224,-1.0718749,1.5424225,-2.0899346,0.5511728,-1.9680552,-2.2365181,2.2306435,0.14002751,3.6686518,5.496306,-3.4431028,-1.5975997,1.8513875,0.471617,-1.5301318,1.4194044,2.0906696,0.73573613,-2.5961907,0.9558092,-0.15878633,1.5118719,-3.119027,1.0519514,-0.986013
Vorinostat,topotecan,SK.MES.1,lung,0.905689566,-1.2055223,0.3893629,0.80573934,0.45547393,1.0562774,0.3560766,1.1980232,0.59727436,-0.18311037,-1.0013787,2.745907,1.5591707,0.57352847,-1.3312534,2.42422,0.002555519,2.2189965,5.524341,-1.8199201,-2.1544273,2.6022472,3.4263625,0.12981087,3.5048547,-1.1727028
5-Fluorouracil,Erlotinib,A2780,urogenital_system,14.10088605,7.9584594,7.2078996,7.2761755,3.6964188,5.98754,1.9888465,3.8383284,9.354195,4.1106396,7.2368827,5.0607786,7.1040564,8.308678,7.3209233,2.7777596,5.311369,4.740226,7.729396,8.789219,3.1497931,8.051221,5.8541923,2.3990343,6.6198087,6.8570476
5-Fluorouracil,L-778123 free base,A2780,urogenital_system,8.230283103,11.458782,11.354843,9.022836,7.356102,9.532363,6.772183,7.7762446,8.804507,6.39515,7.0933547,6.767008,5.911502,9.515076,7.9453893,8.559788,4.5473275,5.3813562,6.7659883,5.7367682,7.6047716,7.7565775,7.11802,7.4305153,10.73863,9.144513
5-Fluorouracil,MK-2206,A2780,urogenital_system,10.17885365,12.014283,14.266202,12.14076,16.972553,16.14784,8.54255,10.677607,14.03272,10.154106,10.334516,7.2354717,13.366748,11.64181,7.806955,9.491439,8.895199,9.489417,10.802221,10.523358,9.188358,8.599992,10.948202,8.319042,15.069299,11.268975
5-Fluorouracil,Sorafenib,A2780,urogenital_system,3.104914692,2.9306176,4.009788,2.725215,-2.607661,3.9670522,-0.78425115,2.3325293,4.1428585,1.584912,3.8131263,5.992651,4.670533,3.8869722,0.55237037,-2.8763084,2.1351585,-1.3389704,0.41019538,-0.6870924,3.8600943,5.22374,1.3173082,0.3891031,1.7139333,3.9101367
Veliparib,Eloxatin (TN),A2780,urogenital_system,8.723610678,-8.190642,7.1741867,2.1263618,3.4306626,2.520048,10.949172,-0.7645177,8.140345,0.4866252,4.8744283,-0.9402695,-0.4124207,5.1571507,-1.9300641,0.32116005,0.59873855,0.7900777,-0.7486231,11.594575,4.138089,3.0381002,5.7741494,6.2770777,1.2837353,7.1920466
MK-1775,Dasatinib,A2780,urogenital_system,2.183105625,1.127562,1.7006677,1.9335338,4.3482504,-0.4295589,-1.9594855,2.4837513,-2.2292173,1.0017412,5.5812025,0.77046967,2.8401675,2.601235,2.373963,8.198009,5.2964683,5.0834193,9.363869,-2.2850735,4.2521167,7.375956,-2.2218661,4.5473976,6.597108,0.95765924
MK-1775,891494-63-6,A2780,urogenital_system,26.17703352,3.184622,7.363835,7.411762,7.71875,8.588086,-3.1367242,6.7155323,8.052369,6.296908,10.71167,5.5483894,7.8817987,6.260308,6.104277,2.382925,6.1285315,3.1750498,8.758239,0.9004947,9.076502,3.687391,6.84977,3.6323285,8.774889,5.681219
MK-1775,Eloxatin (TN),A2780,urogenital_system,8.948015891,6.2778316,6.5253277,9.071238,8.327344,11.75318,6.6999984,9.250543,9.7776165,14.945012,11.417295,9.202405,2.9632044,13.540357,14.277465,7.7360454,8.823923,6.6203213,11.201386,12.607491,8.11779,4.9535,9.499247,6.330012,7.6334023,5.367165
Bortezomib,915019-65-7,A2780,urogenital_system,5.614067183,3.7191641,4.5483303,6.964699,8.190374,5.509722,6.6868715,3.131674,4.635485,4.940734,4.127881,3.1041777,5.2914934,4.9943686,2.160192,7.272732,4.5589595,7.1079082,5.0538616,4.0109076,4.2559285,6.6433034,6.597601,3.4379199,3.7961247,5.7147083
Bortezomib,Dinaciclib,A2780,urogenital_system,-5.803396133,-0.7292973,-1.9099603,-3.0752194,-3.0639083,-2.4711337,-3.2068627,-1.1075616,-2.6214972,-1.5743638,-0.9485324,-3.992084,-3.7075288,-3.1908758,-5.859186,0.05409429,-2.2419512,0.30074525,-0.26395977,-0.9685239,-1.7879179,-0.8861291,-3.7437382,-1.3287969,-2.0687623,0.4088913
Carboplatinum,Bortezomib,A2780,urogenital_system,2.966246976,-3.4087813,8.899583,5.010325,6.0617805,3.9585917,6.3461647,10.972374,1.6226246,7.0432043,6.17305,-3.4966326,6.0763636,8.715579,1.7105191,8.169147,11.354742,8.243398,7.4121604,1.2585207,5.722916,1.4924881,6.469219,10.103092,11.987007,-0.12599099
Carboplatinum,Dinaciclib,A2780,urogenital_system,3.409496023,7.202923,-5.6417074,7.331027,8.510852,3.6605527,6.20786,9.816216,6.080175,7.1117163,11.691514,10.531762,6.238933,9.165214,6.771962,6.6165056,11.440913,10.147947,7.2923636,4.928174,8.336509,13.6223,11.815076,6.8367467,10.757251,13.185293
Carboplatinum,geldanamycin,A2780,urogenital_system,4.365045547,6.5246234,-3.6344233,3.3189726,8.320441,6.0925503,10.505592,8.072439,5.2592764,7.099403,10.782948,8.406918,4.382319,11.265315,6.207779,11.244773,14.115645,6.434792,4.2068934,4.539895,4.7392325,12.011007,7.4060807,10.2995,16.886755,4.4551425
Carboplatinum,Sunitinib,A2780,urogenital_system,10.08784823,9.363314,4.0013714,2.4444983,4.197713,8.738413,4.0926704,6.2884765,2.1887338,12.732442,7.8951225,8.550431,12.614732,14.654266,4.611288,11.17798,9.8297825,2.271005,1.5148152,7.0744295,7.52892,10.707531,3.832381,3.1142828,8.955241,10.960522
Carboplatinum,temozolomide,A2780,urogenital_system,-8.59727009,8.812613,0.09750169,-4.855179,0.45123976,-5.134802,-16.02734,-4.9636483,0.842157,-2.878117,-2.1949847,14.856022,-11.394562,-6.2971344,-7.4817715,-1.4076725,-2.5067291,0.38241798,-6.907863,0.3470051,7.2235928,6.45611,17.085606,-5.312712,7.9048014,7.1969056
cyclophosphamide,Bortezomib,A2780,urogenital_system,-19.26331251,-42.61784,-38.465782,-35.205868,-36.09219,-43.249607,-35.613155,-30.043936,-45.734177,-38.60545,-38.107563,-33.135483,-45.310204,-42.314312,-34.678295,-36.055927,-48.286053,-41.725605,-47.087177,-47.35814,-41.485943,-38.04035,-43.156868,-49.993202,-40.51479,-42.526207
cyclophosphamide,891494-63-6,A2780,urogenital_system,-6.42585724,2.1460528,-4.7433357,-12.073636,-15.064918,-13.372032,-12.410962,-18.722706,-15.599257,-23.739048,-17.771193,-4.703274,-15.869002,-14.848417,-21.22708,-15.576643,-15.445373,-10.456454,-14.121929,-11.520151,-15.779886,-6.520609,-24.394917,-16.322313,-17.950851,-19.283823
cyclophosphamide,391210-10-9,A2780,urogenital_system,-16.43851799,-9.821022,-17.323067,-7.640433,-8.992296,-13.1050825,-11.69401,-9.500095,-26.245653,-11.18876,-14.648347,-11.813865,-1.961428,-11.482663,-17.291113,-8.46141,-14.284631,-8.097273,-12.092177,-14.552161,-6.82086,-3.7258444,-11.38035,-8.932126,-11.520028,-14.724884
cyclophosphamide,Sorafenib,A2780,urogenital_system,-10.64966145,-18.62039,-21.684147,-16.653349,-23.658657,-21.58353,-21.055485,-12.756201,-17.051172,-20.826221,-18.645767,-18.120827,-20.0032,-20.828196,-26.745134,-22.8667,-22.942743,-20.254845,-22.247437,-22.443224,-21.168756,-29.764524,-21.464928,-20.21592,-17.755264,-16.283089
cyclophosphamide,temozolomide,A2780,urogenital_system,8.965815447,1.1250035,8.060555,0.95724916,-2.4596577,0.25474104,-1.6712549,3.4273515,-4.1693363,0.72732264,-6.114128,2.4367769,-0.66426116,-0.95516837,2.4740603,1.2968965,-0.23526525,2.309526,1.592577,4.1380205,6.073865,1.0461187,0.33799872,-0.14605975,0.28007022,1.7321429
Dasatinib,891494-63-6,A2780,urogenital_system,27.24349312,13.734767,20.402987,15.234929,17.975681,20.626896,22.089771,14.508871,16.890274,17.61905,16.166285,7.449046,18.002554,20.46074,14.170928,18.118132,14.32958,19.869099,12.34676,20.79651,18.025858,13.657526,23.33728,13.814463,17.438477,18.99062
dexamethasone,Dinaciclib,A2780,urogenital_system,-47.77398909,-37.16593,-44.950237,-36.989613,-31.586948,-36.003494,-35.099857,-37.99947,-27.43411,-26.247635,-28.989183,-44.488556,-41.571064,-32.944878,-32.808582,-36.054104,-37.482296,-39.71876,-45.992226,-36.017193,-36.7842,-37.382027,-28.484304,-31.886276,-38.749252,-40.831905
dexamethasone,geldanamycin,A2780,urogenital_system,-35.16301643,-24.56998,-20.516113,-29.628445,-23.342993,-20.312805,-36.859146,-34.863556,-18.124495,-27.672981,-21.69476,-30.430054,-25.228533,-18.105135,-23.21134,-28.32215,-36.65595,-26.294043,-26.54906,-26.969566,-26.940102,-25.619228,-25.83736,-23.39391,-25.141321,-25.43445
dexamethasone,Deforolimus,A2780,urogenital_system,-17.75830046,-8.026772,-3.4910626,-10.874376,1.0628964,0.13587253,-4.553303,-13.811715,-0.502026,3.8458595,-3.1165926,-7.2167754,1.7826551,1.1357429,-8.866779,3.8524647,-3.417291,-11.684902,-12.298722,-1.1653968,-9.005385,1.0675461,-8.26979,-2.3502202,-11.755908,-7.8640466
doxorubicin,Bortezomib,A2780,urogenital_system,6.034282054,0.43327677,2.0868988,0.71689093,3.426565,2.523662,1.0854926,3.739678,1.347428,4.088042,1.6560404,1.8682032,3.1510506,1.3053143,0.8048431,3.5923269,-0.7478032,2.1345112,2.6853797,-0.19950375,2.7797492,2.177482,0.7452771,2.491913,1.9073529,3.8142447
doxorubicin,geldanamycin,A2780,urogenital_system,5.457453083,0.3855171,0.8397689,1.8848535,2.7434947,3.1377108,2.6196935,1.3938752,1.7790743,3.9986103,0.10521573,2.161921,1.5329212,2.2550015,2.0497491,2.1892712,1.3452126,2.2900949,2.8997247,3.2464528,2.399697,2.702338,2.1477804,1.440415,2.1539912,1.9367194
doxorubicin,391210-10-9,A2780,urogenital_system,6.409741655,9.149056,5.426627,10.548472,9.607039,6.0496354,7.5690956,7.2417955,5.958285,6.81643,10.023078,9.749555,6.977841,8.753305,3.778254,8.3797455,6.877146,5.2362,3.5115502,6.2869806,9.107562,9.136577,10.354036,9.249358,4.042846,10.6119995
Erlotinib,Veliparib,A2780,urogenital_system,9.732460633,7.0456643,13.347732,5.5748186,7.1998105,12.662749,9.858614,5.0111437,12.972275,10.932506,6.310572,6.1905985,3.848721,4.4286714,-0.017997347,9.518173,6.7743545,12.23091,8.091799,10.919975,8.571028,12.315635,6.1713614,13.534212,6.4517,1.5479739
Erlotinib,Bortezomib,A2780,urogenital_system,-0.549788256,3.7168877,4.533874,3.3484046,8.4186325,5.5015917,4.0287504,1.9646101,2.8947582,3.8441114,2.4749572,3.032803,3.3962226,3.8296995,0.82911164,4.4788337,2.218124,3.5231044,3.6275518,3.7723858,4.5469155,6.183349,3.6761038,2.308205,3.9717948,2.4121237
