Drug1,Drug2,Cell_Line,Tissue,SynergyRank,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,Borda,Markov,MC1,MC2,MC3,BMARC,BMARCW,CEMC_k,CEMC_s,RankBoost,BIRRA,RRA
L-778123 free base,geldanamycin,OCUB.M,breast,911.5,1.5908092,1.8737409,-3.6937165,5.0602403,8.028676,7.1473455,14.414527,0.016721267,3.325705,5.712041,9.526321,6.270826,-3.0345883,-0.4108862,7.326452,3.6943047,14.274474,5.480393,3.4614153,10.829282,5.035305,6.0365114,3.550731,6.4165792,6.8457065,1097,1424,973,1326,973,1424,1427,851,1097,944,1077,1777
L-778123 free base,Lapatinib,OCUB.M,breast,1969.5,8.596923,8.841116,9.057219,3.6351721,7.171752,10.393991,5.129263,-1.789624,6.0531673,5.631906,7.4171343,5.2451687,4.1040297,9.647507,8.176133,2.5546708,8.341411,10.491634,11.174999,11.584467,4.7310266,17.768955,7.3920517,9.568002,4.2783113,504,703,469,591,469,703,694,391,504,453,599,649
L-778123 free base,MK-2206,OCUB.M,breast,3869.5,6.550222,3.4216728,3.3311195,2.99848,0.64052546,5.273819,6.216754,6.4610925,3.5251038,5.8233757,4.547793,11.328681,4.4639077,6.762505,5.3215804,4.6912932,5.9743776,9.299549,3.647133,6.040928,5.068052,6.111006,7.6127095,4.6165595,8.897991,797,675,831,744,831,675,684,829,797,833,833,741
L-778123 free base,7-Ethyl-10-hydroxycamptothecin,OCUB.M,breast,2945.5,3.1749978,4.0916767,0.19084755,5.70885,3.6491072,2.2147307,-2.3136842,7.381713,18.88204,7.6125073,4.561583,10.114775,12.292411,10.828675,7.760123,-5.1530857,-4.4956946,-1.5649432,4.3748484,1.6494532,-0.1971881,3.6647627,1.9661881,4.712821,9.346064,1434,1923,1195,1668,1195,1923,1926,1316,1434,1172,1419,2304
L-778123 free base,Sorafenib,OCUB.M,breast,665.5,6.277576,9.531317,6.1195874,8.4124365,8.817758,-3.523974,3.96993,6.9987764,1.2195807,9.636537,6.757148,1.5999461,3.5452309,4.4681363,5.1804256,8.801906,6.221535,5.416072,2.8058121,16.391096,5.2234864,7.132331,3.6601782,10.840263,6.574114,747,881,702,820,702,881,859,712,747,701,743,1013
L-778123 free base,topotecan,OCUB.M,breast,2101.5,7.3947463,1.572093,1.275027,3.94413,3.797034,-2.3225842,-2.7655761,0.98618543,1.0120116,5.94145,1.0494677,-5.540061,-0.5860542,0.3425698,9.124527,-0.2728977,-5.4082723,-0.48510954,-3.7910736,0.3310515,2.6032345,-0.6928908,-0.059903942,-3.7012067,4.764472,2536,2577,2499,2569,2499,2577,2573,2537,2536,2515,2435,2718
Lapatinib,Dinaciclib,OCUB.M,breast,2395.5,4.244926,2.8941054,5.050765,3.2875571,0.39823303,3.0659842,1.3909706,2.115665,3.9575734,2.849498,3.6578534,4.827761,1.2528585,1.5895628,6.406382,4.9920244,1.5859808,3.247616,7.122616,7.3100605,1.0404766,5.7941217,0.37843326,0.6058539,4.948535,1522,1339,1537,1422,1537,1339,1353,1524,1522,1536,1613,1130
Lapatinib,geldanamycin,OCUB.M,breast,3315.5,9.955104,8.275111,8.066575,13.986498,10.936663,10.662299,7.489619,8.753025,8.286974,4.00112,7.5092573,7.7175245,6.161496,2.8653784,5.841152,12.977023,7.512042,9.032468,9.785831,7.0894613,4.7980213,11.263505,4.5802693,4.316794,7.915104,360,364,383,355,383,364,366,398,360,380,450,401
metformin,MK-1775,OCUB.M,breast,5461.5,-47.919437,-36.909924,-33.68111,-45.915016,-20.774021,-39.058136,-42.261166,-56.907948,-47.141,-42.755,-27.839748,-45.635693,-51.552155,-51.777477,-54.886887,-44.66698,-38.60277,-39.73339,-28.361397,-53.93896,-59.31468,-50.94312,-49.96405,-40.569542,-32.323517,5631,5646,5635,5645,5635,5646,5647,5652,5631,5636,5265,5658
metformin,915019-65-7,OCUB.M,breast,5127.5,-23.130507,-21.826178,-28.52374,-17.089155,-17.008486,-21.66348,-26.606787,-23.37826,-21.474731,-20.148726,-27.04162,-23.84022,-17.738338,-23.90772,-18.131544,-12.925719,-24.213657,-24.784637,-22.480082,-19.93652,-22.985962,-21.995853,-21.602007,-19.946493,-15.6389265,5291,5172,5258,5229,5258,5172,5163,5278,5291,5256,5266,5305
metformin,891494-63-6,OCUB.M,breast,3401.5,-9.675972,-10.2286005,-18.954378,-9.359115,-5.0724564,-18.791862,-1.4749886,-5.690242,0.23610592,-9.217731,-18.691538,-14.633201,-8.992586,-8.592238,-15.583857,-16.91875,-8.956161,-4.48284,-13.32519,-19.72492,-16.263752,-7.001117,-9.691762,-8.110385,-15.038379,4793,4757,4796,4789,4796,4757,4758,4757,4793,4789,4783,4774
metformin,Vorinostat,OCUB.M,breast,4839.5,-20.455154,-14.467464,-13.934459,-13.249799,-20.486517,-14.9855385,-17.30589,-25.200394,-34.232754,-14.156915,-26.161386,-29.31695,-26.37516,-22.206154,-28.574755,-25.874643,-33.022976,-27.22653,-20.38114,-19.351208,-22.177113,-23.20405,-25.71393,-24.019762,-16.580488,5300,5260,5288,5283,5288,5260,5260,5294,5300,5288,5267,5196
methotrexate,Lapatinib,OCUB.M,breast,4005.5,-0.42366788,0.006638385,1.4454235,0.84427506,-0.3752473,-6.4687834,-4.3280826,-1.7076534,-4.550941,-0.5616037,-2.296848,-4.5374603,-5.4171214,-7.9248714,-2.8485777,-1.4809687,-5.569232,2.9637725,-3.2178018,-1.2836313,-7.3701644,-2.0308747,-5.8271875,-4.2301164,-4.0821,3786,3604,3734,3724,3734,3604,3613,3781,3786,3741,3807,3431
methotrexate,391210-10-9,OCUB.M,breast,2927.5,-14.202739,-16.917852,-9.382792,-14.120043,-21.052757,-18.526587,-20.63679,-14.657059,-11.0687475,-13.857733,-9.7602415,-7.9119935,-2.5005083,-14.016602,-8.992612,-18.93576,-16.707146,-10.333922,-22.121752,-9.377434,-9.70847,-17.951542,-12.526875,-17.344894,-7.73581,4959,4896,4935,4916,4935,4896,4892,4957,4959,4935,5047,4985
methotrexate,Vorinostat,OCUB.M,breast,4057.5,-5.702105,-5.4412565,-5.1434264,-1.4985943,-5.0524774,-3.2761796,-4.04223,-5.534525,-3.0402775,-4.0725675,-5.317236,-6.6081166,-7.480056,-4.2767735,-7.1249623,-7.4378195,-4.5929656,-4.84444,-6.256793,-5.47199,-3.7307966,-1.9879746,-4.776909,-7.2125893,-0.20355372,4300,4066,4167,4158,4167,4066,4063,4268,4300,4170,4289,3231
mitomycin C,MK-1775,OCUB.M,breast,151.5,6.3076143,7.518693,0.12960231,3.3504457,7.9142904,3.438541,9.841051,4.622933,4.6001797,13.342099,-1.4164621,10.101857,11.12313,3.5992768,15.353385,11.159244,6.7756267,4.511395,2.468193,11.285041,11.593602,8.005174,6.083017,8.604468,7.7247787,606,844,510,713,510,844,866,467,606,498,740,953
mitomycin C,Bortezomib,OCUB.M,breast,4059.5,-1.161939,-4.431549,-1.969834,-2.135151,-3.59026,-3.0251317,-6.4037094,-1.0689429,-1.4739934,0.15843374,-3.2259994,-1.4364699,2.4581256,-3.0093517,-3.3145642,-3.7106478,-2.2329967,-0.47028157,-5.686807,0.53792286,-6.856148,-1.6122156,-6.565658,-2.8324149,0.803007,3709,3483,3646,3622,3646,3483,3483,3711,3709,3646,3755,3327
mitomycin C,geldanamycin,OCUB.M,breast,2853.5,0.32794628,-4.383749,0.8369638,-0.51304895,-2.6195643,-4.5193996,-3.1014574,3.2030063,2.1020234,-2.8351076,0.5939885,5.400885,-2.4920707,0.9061732,-5.580877,1.3188208,-2.0153575,-1.6790705,-3.1364992,1.6957535,0.96220934,1.3309739,-3.1059453,-2.6153815,-0.68000174,3169,2956,3111,3096,3111,2956,2960,3216,3169,3125,3197,2738
mitomycin C,391210-10-9,OCUB.M,breast,2599.5,-7.6801577,-14.8567,-2.3873675,1.0613707,-6.0912657,-11.693668,-12.426749,-2.7601774,-7.069915,-5.7472467,0.7107708,-8.605651,-1.8425697,-4.4901185,-13.063973,-9.276892,-14.379489,-4.6521897,-4.2039857,-16.218786,-0.87394977,-5.7324214,-13.5701475,-1.5450013,-2.9437425,4397,4446,4446,4430,4446,4446,4446,4432,4397,4461,4415,4362
mitomycin C,Sorafenib,OCUB.M,breast,4577.5,-5.6344023,-2.9200704,-2.1770744,-3.683886,-2.7406273,-6.423457,-4.542251,-1.8837374,1.1553262,-2.1797574,-0.7173792,-5.792599,-10.750755,-2.3207228,-2.1018057,-8.640098,-2.5863073,1.4900463,-5.6167645,6.7873764,2.6995153,-5.290745,0.7421173,-3.7376444,-2.9439929,3732,3777,3736,3770,3736,3777,3771,3866,3732,3733,3675,3929
MK-2206,Veliparib,OCUB.M,breast,5387.5,-15.752412,-14.433723,-16.74752,-14.987016,-18.232302,-13.864069,-12.407454,-7.3408217,-22.373459,-16.788992,-17.5309,-5.0561275,-15.736193,-19.183508,-25.935131,-19.955832,-26.654854,-24.880762,-16.5336,-24.739359,-31.115128,-22.504795,-14.283506,-16.880327,-20.178936,5133,5079,5124,5107,5124,5079,5079,5110,5133,5122,5100,5047
MK-2206,Deforolimus,OCUB.M,breast,317.5,11.510564,11.34134,12.767768,9.416114,11.9132805,11.585225,18.684164,13.805642,6.625148,13.315191,7.9336967,10.585378,14.317066,7.957763,12.325494,9.66291,10.236779,10.675419,9.643878,12.127748,15.10838,9.812992,12.712521,7.998116,17.08528,90,75,101,82,101,75,72,101,90,102,4,88
MK-2206,891494-63-6,OCUB.M,breast,4209.5,4.8092566,0.32922146,2.7073884,-1.717639,2.3155992,-2.6602044,-1.5482816,1.2756407,2.9757717,6.649822,0.78159785,7.390161,0.6175486,3.9174123,6.093058,-0.9279257,3.4536123,7.6831794,7.5355372,6.968723,0.60025567,5.0491304,10.04163,-0.59710443,0.34174883,1756,1824,1703,1812,1703,1824,1837,1806,1756,1670,1769,1779
MK-2206,391210-10-9,OCUB.M,breast,3761.5,-5.8587313,3.5702357,-0.43417966,2.9674556,3.6987472,-7.9997315,-6.5554214,5.199719,1.491616,-11.671738,-2.2452374,2.4573271,-6.013204,2.486606,-9.930011,1.95782,0.5317982,1.1262985,-2.4160666,-5.8853693,-4.65844,-4.129622,4.648878,-3.832971,3.6504693,3175,3574,3363,3444,3363,3574,3564,2971,3175,3361,3128,4001
Niraparib,Deforolimus,OCUB.M,breast,227.5,9.925597,7.639921,7.995227,3.5637069,8.138272,-1.6127176,7.8408127,8.85689,11.130539,7.565587,12.23174,7.2153015,7.302488,6.7881856,8.480905,8.523971,11.740518,8.956237,7.1190276,9.645881,6.500796,10.469159,11.690982,5.9642115,8.74102,356,421,362,399,362,421,419,385,356,367,299,267
Niraparib,Sorafenib,OCUB.M,breast,2767.5,7.3212233,6.500736,1.659974,4.0973887,0.3006445,-3.7951326,-1.7532401,5.524171,0.51188153,2.1532557,5.996238,5.785748,-2.4513416,0.42543533,2.4531467,5.456135,4.002712,4.800535,-0.4577163,9.187653,3.4975462,-0.46847278,-0.3963737,3.5751603,5.720554,1782,1732,1750,1813,1750,1732,1733,1611,1782,1756,1595,2060
Niraparib,topotecan,OCUB.M,breast,4563.5,1.5072795,7.4905643,4.878672,-0.987978,7.400151,-2.0246692,6.0649276,2.4846013,-2.4002903,6.6777806,-0.30241898,-4.1042867,-2.051561,3.048457,6.1442027,5.360345,5.1538644,2.5423174,1.4008924,2.5849843,-0.119394705,-6.4556136,3.958241,-5.944896,-1.8022267,2153,2457,2206,2356,2206,2457,2452,2051,2153,2161,1884,3111
MK-5108,Deforolimus,OCUB.M,breast,419.5,6.215759,9.218323,9.80433,5.5746574,7.0253096,1.209692,10.516085,10.031382,8.000098,12.462026,4.3976264,4.5452194,9.182994,6.751747,5.7084746,3.2393954,4.235813,8.956728,8.627904,6.020453,9.542355,8.358378,2.806075,3.832533,5.8648486,518,450,525,510,525,450,486,625,518,525,571,597
MK-5108,7-Ethyl-10-hydroxycamptothecin,OCUB.M,breast,4365.5,-10.426826,-5.5193396,-1.7054048,-0.5354885,-0.26179457,2.390198,-2.2947018,0.49657583,8.560926,4.2630115,-1.5008895,1.5107552,8.400179,4.6914763,5.3381066,-3.1195242,-5.3341956,-4.4847746,3.1738675,-0.8882335,-1.355717,-3.527585,-3.2644627,1.4353635,-1.3017278,2845,3217,2871,3093,2871,3217,3232,3226,2845,2867,2544,3780
Deforolimus,Dinaciclib,OCUB.M,breast,1331.5,2.1671124,1.4715327,2.0376308,1.6501187,1.5384256,-0.9072876,-1.4844815,2.9383047,3.5448606,3.173627,7.702051,3.1885002,4.1232147,0.12621854,5.3698545,3.937293,6.3537846,-0.98293114,1.8428658,1.9574327,5.342738,3.5100024,4.5416555,4.344308,3.3840702,1723,1448,1709,1591,1709,1448,1467,1750,1723,1739,1864,1531
Deforolimus,geldanamycin,OCUB.M,breast,2423.5,11.036989,2.1432114,3.9102068,5.48116,4.925522,-0.90888774,6.871117,5.254194,3.558733,3.5818202,9.417168,7.1410947,5.0400176,4.7007933,3.6779065,7.27195,5.9012012,4.1662064,10.412056,9.939448,10.79986,11.773417,9.990981,6.3908615,7.3820095,671,640,625,675,625,640,634,727,671,625,758,753
Deforolimus,891494-63-6,OCUB.M,breast,1609.5,10.637561,5.3734827,10.403935,6.353077,3.8174834,7.1183076,9.255532,3.937146,4.133333,10.58327,7.8509502,15.953097,12.421011,6.013857,3.0253675,10.63607,11.254418,6.878634,7.7267814,11.039989,9.0778199999999991,8.026053,6.47467,2.7644176,11.560833,412,394,375,402,375,394,388,394,412,368,459,508
Eloxatin (TN),891494-63-6,OCUB.M,breast,155.5,-0.32008162,0.71829027,-6.199304,-0.9375083,8.062585,1.5326375,7.2178683,-0.5581563,2.728723,13.907624,-0.8512111,0.38836652,9.587807,2.7474105,5.911705,-1.7709049,3.1268713,4.582681,2.425473,-1.3201637,8.2692,6.1505527,6.49411,1.9533378,3.5645332,1748,2015,1659,1915,1659,2015,1987,1869,1748,1627,1589,2080
paclitaxel,Erlotinib,OCUB.M,breast,1893.5,2.2786076,7.923935,6.9154253,6.568765,6.1120796,3.6420026,5.28624,6.282865,7.8605857,4.569445,4.8051634,0.98378366,4.2088456,3.9277716,6.42005,4.7748203,9.139558,5.1258574,2.9179316,5.366325,7.2575636,3.6769552,-2.6312168,4.398691,6.5781727,924,907,974,936,974,907,901,880,924,982,884,1083
paclitaxel,L-778123 free base,OCUB.M,breast,3035.5,1.3078806,7.53459,2.5839393,5.701584,10.585752,-1.689312,2.1747828,12.192689,9.427488,12.59617,3.935875,4.232075,8.663117,1.1639134,14.444669,12.789251,3.8973153,1.6968924,-4.5950265,6.9653716,11.1732855,3.8402257,-2.5832415,-0.524165,9.816897,1100,1468,847,1374,847,1468,1463,1310,1100,838,1141,2053
391210-10-9,891494-63-6,OCUB.M,breast,2391.5,-3.6478596,3.769748,-3.5275083,7.2319818,-4.845557,-1.2034101,5.2136455,0.32896677,0.23313066,0.4148468,-1.5773307,1.9659489,2.932366,-1.3024374,-0.59847146,4.881975,6.1644006,2.297161,1.5140381,1.3171756,7.433675,-3.4883916,-2.2783885,3.175684,1.6241521,2371,2389,2346,2430,2346,2389,2407,2284,2371,2349,2153,2672
391210-10-9,topotecan,OCUB.M,breast,2465.5,-14.843254,-9.010241,-25.923084,-17.999874,-15.494445,-17.871311,-15.07591,-6.702217,-16.864023,-9.898943,-12.683997,-18.77955,0.3089136,-2.1845539,-7.734872,-16.438301,-22.970966,-14.960488,-15.617744,-17.800077,-10.798155,-16.172087,-24.615402,-0.44425598,-10.856216,4867,4925,4936,4926,4936,4925,4925,5001,4867,4937,4889,5010
7-Ethyl-10-hydroxycamptothecin,Sorafenib,OCUB.M,breast,3287.5,4.0962167,-0.9461142,-2.0531468,5.2653313,1.0897933,-1.3882998,4.2624207,3.2315593,-1.6191497,6.8100166,-9.131289,-0.68161464,5.9571757,1.575719,4.015106,0.09441372,-0.049211875,3.0258217,2.8687086,2.7267697,-1.8092122,4.12118,-0.83965385,3.3636184,1.1011021,2220,2570,2250,2289,2250,2570,2558,2103,2220,2229,2314,2319
Sunitinib,Dinaciclib,OCUB.M,breast,2141.5,-0.31765154,-1.2182103,1.2784766,-5.424324,-5.6316247,-7.9459524,1.0802975,-7.6185284,-7.2371798,-0.24020033,-6.8969088,-1.5487264,-1.5595915,0.97765183,-5.579292,-8.558202,-5.6699166,1.2035698,-2.4892282,-4.5931087,-1.323767,-3.2536955,-3.2995472,-4.473099,-2.5521307,3854,3789,3855,3818,3855,3789,3788,3818,3854,3846,3808,3341
Sunitinib,391210-10-9,OCUB.M,breast,481.5,0.17196219,8.027576,8.858274,8.690002,10.037933,-1.053839,-1.939305,7.1980505,3.311415,11.642675,7.805715,5.439957,4.7790794,5.989713,2.3734818,10.2174425,9.132892,2.4753842,-1.3487046,9.93592,8.396626,3.963659,2.279528,12.985811,3.9867415,903,1122,777,1038,777,1122,1102,592,903,786,874,1621
Sunitinib,7-Ethyl-10-hydroxycamptothecin,OCUB.M,breast,2177.5,-6.5222807,-2.3252552,-4.701699,-4.413697,-0.57199526,-6.26516,-5.1274214,3.1542373,0.71254987,4.8731585,-3.8635497,0.036420032,1.3141288,6.2284765,1.1409109,-6.5392103,-4.7490034,-0.87917256,-1.4485185,2.1100466,-4.309849,0.91285837,0.06811125,-1.6845653,-5.561181,3362,3466,3372,3424,3372,3466,3457,3351,3362,3363,3251,3081
Sunitinib,Sorafenib,OCUB.M,breast,2433.5,5.9249244,5.977597,5.6830177,7.5958085,9.300618,-2.0409927,3.8656013,4.7058835,4.569044,4.3879304,7.0474963,4.8828754,1.3192728,4.766604,4.598968,3.0763533,3.907294,1.4857106,3.7902105,7.004621,1.8959413,4.4411016,6.2049966,4.4863615,3.05803,1080,1007,1124,1039,1124,1007,1007,1270,1080,1151,1145,998
temozolomide,MK-5108,OCUB.M,breast,5417.5,-34.478176,-29.637907,-32.60183,-34.65306,-36.87422,-17.760754,-40.95354,-41.900143,-42.631283,-31.868465,-51.62406,-26.386452,-38.954174,-33.734283,-35.39903,-39.120804,-21.957867,-36.395893,-33.423027,-35.024227,-23.473787,-22.51439,-38.125534,-38.4049,-36.484158,5543,5537,5544,5543,5544,5537,5541,5554,5543,5542,5268,5522
temozolomide,Sorafenib,OCUB.M,breast,5365.5,-20.967335,-24.648682,-14.389332,-28.121712,-30.433344,-22.745234,-31.591509,-34.10691,-24.680473,-48.773926,-32.836918,-20.493523,-31.765795,-30.479034,-46.330322,-34.822857,-24.07051,-16.473822,-38.294277,-10.400393,-31.172092,-36.157684,-29.205952,-41.730927,-13.617973,5411,5450,5428,5443,5428,5450,5456,5445,5411,5427,5269,5214
topotecan,915019-65-7,OCUB.M,breast,1373.5,4.781808,3.2772741,7.474846,8.395278,4.140906,3.437792,4.4143476,-1.0593493,8.447013,8.00374,4.2774825,3.1918526,0.05819215,2.739045,4.792967,1.4573507,2.106495,3.8243577,0.30516148,7.198993,6.0173683,5.221148,1.490544,6.0087757,4.871957,1230,1203,1246,1194,1246,1203,1200,1183,1230,1254,1253,1395
topotecan,891494-63-6,OCUB.M,breast,1237.5,0.7593753,-1.5261443,0.9766062,-1.206307,1.9026091,-1.2822773,8.528394,-5.633105,2.5074823,10.047274,0.13700195,-14.279208,9.948881,-1.173501,7.0655785,-3.4350297,-4.509143,0.5849738,-1.708821,2.842824,0.9197194,3.8276231,2.8126473,-2.5279286,-6.92004,2630,3370,2699,2961,2699,3370,3370,2616,2630,2652,2518,4062
topotecan,Sorafenib,OCUB.M,breast,3625.5,2.8416471,2.1445134,-1.9376581,8.120869,5.205827,0.8286658,2.6055815,7.4804354,1.5153043,-0.40058953,-1.647468,-4.296829,0.84888625,-1.6950155,4.594775,-4.0090575,-1.4028475,2.4236302,-0.6649071,3.448159,0.6409566,1.9853809,-2.5440576,-0.9937327,-1.7458395,2487,2462,2413,2460,2413,2462,2482,2419,2487,2406,2430,2382
vinblastine,Dasatinib,OCUB.M,breast,2575.5,5.558415,2.623143,2.878592,4.4814806,3.1423833,2.516948,4.850144,7.3849792,2.2440217,5.8906293,1.2907925,1.3726038,2.621053,1.214308,4.520071,6.8095636,4.4772162,5.239029,4.90915,4.066399,6.9157953,2.7559562,5.735985,4.85893,7.1615396,1193,975,1241,1081,1241,975,975,1129,1193,1249,1263,794
vinblastine,Erlotinib,OCUB.M,breast,49.5,6.607593,6.9107637,8.025163,8.269258,6.1823406,8.044816,7.153984,10.140992,5.0103855,6.290889,11.73947,3.7024887,4.665739,3.518175,6.7941937,5.425518,3.469302,5.8775215,7.9018936,6.2876544,-0.8908127,4.4831986,-0.2861604,5.711121,8.759959,700,846,718,743,718,846,833,658,700,716,684,688
vinblastine,MK-2206,OCUB.M,breast,1799.5,5.3347945,4.7313747,5.4553304,6.438446,5.5333056,4.6376834,8.359113,8.954811,6.7338486,6.6894403,4.97548,3.4447587,3.8490615,4.3790927,7.503113,7.763069,5.414792,6.2162223,5.499772,2.0408509,9.000904,3.799807,6.679102,7.474229,6.986351,653,500,724,576,724,500,513,815,653,743,532,563
vinblastine,Sunitinib,OCUB.M,breast,2519.5,-1.1554736,-0.3553013,2.606635,0.88401484,-3.5324907,5.322826,4.179914,8.08426,4.1570334,6.2900486,5.8499246,3.5749247,0.3489435,6.2645392,4.5502224,-1.9213891,1.7996039,6.365108,-1.3604695,1.9858942,1.0729244,0.74938583,9.194967,5.096939,5.2353015,1679,1799,1688,1749,1688,1799,1814,1571,1679,1674,1516,2133
vinorelbine,MK-2206,OCUB.M,breast,1697.5,4.6782002,3.7054925,4.992068,5.3062663,3.9004753,2.8856943,6.9908385,8.428034,3.662697,4.279065,0.94260955,3.4825106,1.3273574,3.953406,4.0484667,6.905676,6.7723064,6.383574,3.506685,0.97281545,7.2865653,4.020797,2.4337184,7.22028,4.467478,1078,924,1129,1003,1129,924,922,1348,1078,1135,1350,865
vinorelbine,Sunitinib,OCUB.M,breast,4737.5,-0.327418,0.74273217,3.930174,-1.4588,-4.9471097,0.4963336,-2.6226034,2.543735,-4.2787733,1.9861243,-2.062989,-2.2370129,-1.7847484,2.9722235,1.8061888,-0.14214699,-3.604697,2.4724772,0.07236959,0.45292798,0.9053349,-0.059416313,4.392082,1.0206726,3.1828163,2742,2573,2748,2658,2748,2573,2587,2626,2742,2743,2867,2697
Vorinostat,Veliparib,OCUB.M,breast,5159.5,-32.0282,-15.548983,-9.399648,-13.549797,-22.345434,-25.590261,-35.652332,-21.521645,-16.770527,-28.730059,-21.647337,-21.182562,-29.280735,-17.93661,-28.302061,-15.644827,-13.790315,-16.960817,-26.633873,-16.979582,-3.287237,-11.365208,-16.847189,-23.59851,-11.563986,5186,5194,5194,5202,5194,5194,5195,5134,5186,5195,5164,5486
Vorinostat,Dasatinib,OCUB.M,breast,2943.5,1.7302889,3.803411,4.6612053,1.0254691,-0.22395946,5.547861,7.1033316,3.5170796,6.626538,0.7274993,2.594146,5.480758,-0.0801543,7.85345,7.0151587,0.18023144,4.7489157,1.865266,5.2989016,2.044716,8.308601,3.4357538,3.1907876,4.121323,6.564708,1367,1318,1374,1341,1374,1318,1334,1419,1367,1365,1320,1316
Vorinostat,Dinaciclib,OCUB.M,breast,4123.5,-2.2625458,-1.9914374,0.22783992,-0.3554936,-1.3155746,-1.2396828,-2.1714613,-0.6300169,-1.8871613,-1.4866518,2.405379,-1.8639095,-2.396409,-1.2550251,-3.2099943,-0.71587116,-0.17217432,-1.1443977,-2.6457074,-2.545591,0.16753392,-2.0841496,3.6721334,-3.827055,1.1679897,3336,2912,3246,3129,3246,2912,2923,3472,3336,3254,3430,2208
Vorinostat,geldanamycin,OCUB.M,breast,4239.5,1.1455917,1.2060705,3.4985068,-0.052422136,-3.7232115,-4.9274364,-2.1395528,-1.2596343,0.23826909,-5.419807,3.2916822,0.82719105,-1.7231932,2.0247085,-3.6532927,-2.0972404,-1.3972824,-2.7601128,-0.7166881,-3.391198,2.0561774,-2.692735,-0.8174335,-1.3093835,0.59082437,3204,2943,3154,3068,3154,2943,2953,3247,3204,3181,3257,2761
Vorinostat,gemcitabine,OCUB.M,breast,4415.5,2.5227354,-0.25378832,1.5255095,1.068475,2.8018258,0.691344,-1.5523492,-0.14229557,0.9834984,2.7061844,-1.7568156,4.2549973,1.0631785,0.8095816,-0.55362827,2.8013933,-2.6528444,-1.1811281,1.7456026,2.5904982,0.2617048,2.1201446,-2.4355955,-0.707481,2.1710176,2548,2200,2480,2339,2480,2200,2193,2430,2548,2493,2624,1805
Vorinostat,Deforolimus,OCUB.M,breast,1523.5,5.35605,6.0631323,6.558008,9.62881,6.547707,2.5110905,5.7282825,7.5612597,5.738742,6.0591035,12.719035,7.5614467,8.387778,5.550011,10.505781,6.563254,2.9915755,6.118304,5.819717,3.8994846,9.657229,7.7903194,5.529052,8.451309,11.6996765,482,420,508,440,508,420,403,642,482,514,330,455
Vorinostat,391210-10-9,OCUB.M,breast,1877.5,-10.9719,-5.869261,-7.891369,-7.0789366,-8.909093,-14.655553,-12.936328,-5.8910017,0.33612537,-14.596267,-10.5403185,-7.953026,-13.363929,-2.3768446,-7.946833,-1.1222527,-1.5975512,-6.408222,-12.433234,-15.49179,2.5186357,-2.3911114,-1.2988685,-6.8361864,-2.7071774,4442,4448,4504,4485,4504,4448,4453,4575,4442,4505,4421,4295
Vorinostat,Sunitinib,OCUB.M,breast,3327.5,1.5920329,3.3406222,3.208982,2.840603,2.4909146,-1.9762795,2.8020883,-0.37087336,3.2071567,2.7783968,-0.90944076,3.5859454,3.095545,6.292152,1.3649052,0.09266,-2.0534189,3.2807431,2.4313347,-1.4351311,2.2161694,0.9413053,3.8524177,3.839139,2.7171738,2042,1879,2033,1946,2033,1879,1882,1947,2042,2042,2134,1644
5-Fluorouracil,MK-1775,T47D,breast,1223.5,-0.59126496,2.2233853,-1.6170329,5.98238,1.8214056,4.033099,5.458324,-1.1883699,-4.081924,7.049183,1.6027288,2.7929466,0.00321275,1.3578147,5.2658873,10.671756,-2.2176988,-0.27102035,4.8561716,-2.283535,6.3008757,-2.2750566,3.869041,-1.1843786,3.858483,2047,2070,2028,2088,2028,2070,2072,2183,2047,2027,1991,2268
5-Fluorouracil,Niraparib,T47D,breast,1939.5,4.6723776,3.8194811,3.360911,6.1435103,0.040532663,6.067557,5.0943503,3.9579809,4.744309,5.2246294,3.0474296,-0.9317729,4.476539,2.7647529,8.037653,-0.24193889,6.111515,5.1025057,5.878717,1.905056,5.8406677,5.8971124,3.9243646,6.478559,-3.9970324,1328,1475,1363,1381,1363,1475,1479,1119,1328,1353,1245,1482
5-Fluorouracil,temozolomide,T47D,breast,4925.5,-16.847708,-14.424008,-22.240967,-7.620865,-15.762528,-11.608705,-0.66250014,-20.792181,-23.023937,-17.848644,-17.413906,-15.173528,-23.349329,-8.95748,-27.339838,-11.961822,-8.466709,-18.327076,-22.89745,-13.869792,-9.16365,-15.885108,-17.294113,-39.22414,-24.314049,5057,5126,5087,5090,5087,5126,5132,5088,5057,5080,4999,5080
Veliparib,915019-65-7,T47D,breast,2999.5,-9.128584,-8.259103,-7.5369406,-3.4231832,-11.833084,-5.8478537,-3.594165,-8.805955,-3.6337345,-15.135645,-9.80161,-7.8275895,-3.7281904,-5.072772,-15.587483,-5.9501233,-3.1886594,-2.0917053,-2.7683508,-8.39582,-6.7235904,-0.6686773,-9.466043,-4.553596,1.6840335,4435,4355,4424,4401,4424,4355,4350,4294,4435,4423,4479,4332
