Drug1,Drug2,Cell_Line,Tissue,SynergyRank,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,Borda,Markov,MC1,MC2,MC3,BMARC,BMARCW,CEMC_k,CEMC_s,RankBoost,BIRRA,RRA
MK-5108,915019-65-7,T47D,breast,187.5,12.684863,10.006523,6.5869737,10.071386,6.98936,9.806591,14.093621,10.249419,8.865378,12.151759,6.692874,6.904077,8.7428665,10.703215,14.30763,6.605502,12.61119,8.149112,9.85275,8.605142,7.313525,7.586946,8.875535,15.190481,9.024578,146,126,167,133,167,126,122,214,146,170,10,112
MK-5108,Dasatinib,T47D,breast,1405.5,0.1662391,3.7134342,-1.0906262,2.3693435,-0.36016348,1.3632762,7.388787,2.8285131,5.5453105,3.891683,4.6678004,-0.9750871,8.849054,5.462634,4.6987987,-1.8992697,0.5300021,0.08307582,2.711591,3.5590203,0.6947123,3.840609,3.576292,3.5650334,-5.637548,1415,1615,1405,1487,1405,1615,1616,1302,1415,1385,1471,1694
MK-5108,Dinaciclib,T47D,breast,3791.5,-0.4754089,1.6619787,-2.4111776,-1.0526776,1.3801417,-2.7543077,-7.165869,2.779527,-12.042324,-3.2507868,0.27414572,-3.6601734,-9.313842,-5.4681997,-0.20480202,-5.5874033,1.3758528,0.6157124,0.3605134,-0.71536964,-3.1432874,-5.027932,-1.4182501,-0.91447604,-5.0523095,3089,3253,3127,3171,3127,3253,3245,3076,3089,3139,3060,3669
MK-5108,geldanamycin,T47D,breast,317.5,-1.2667923,-0.959311,-0.102666125,-4.8897057,-0.67937076,1.2212442,0.13606955,9.533028,1.773377,-2.3739343,3.7435722,2.4890022,-2.8042505,-9.516194,2.7195265,-1.2332052,4.371895,1.0151663,-1.6156384,-0.1362572,2.729788,3.093837,1.4392915,2.7101884,1.9576037,2018,2116,2022,2077,2022,2116,2123,1925,2018,2030,2009,2436
MK-5108,MK-2206,T47D,breast,2725.5,2.1911283,5.2501082,-5.4181027,7.422403,-1.7029898,3.4561882,6.3806643,6.765691,2.5134065,8.260006,5.197874,3.8477838,4.848077,5.982428,2.0710032,-2.1625729,3.1267152,3.412707,7.6569295,7.531118,8.431245,0.07928349,10.979588,5.6113434,0.7399405,994,1290,934,1122,934,1290,1281,750,994,927,970,1435
MK-5108,Sorafenib,T47D,breast,359.5,7.33446,5.02421,4.864958,8.576827,4.0270495,9.494393,9.199492,11.208606,9.537867,7.6601763,6.5028195,2.273206,11.46572,3.2924976,6.3232927,4.692761,10.4012375,7.112173,8.7782755,7.2995462,7.969006,5.1604605,10.287555,11.98153,6.822289,342,314,359,320,359,314,309,383,342,363,397,412
MK-5108,topotecan,T47D,breast,1045.5,-2.269611,-4.4958687,-1.717666,1.9816337,-1.7664647,-3.3129816,-0.38105196,-3.8404255,2.610501,-3.3679411,-11.678623,-1.9138794,1.2389528,-10.294933,5.0667014,2.165224,1.0917714,-2.6401925,-1.3744495,1.2007045,-0.23089357,-4.4105034,-1.14395,2.6061013,-1.0943071,2751,3065,2819,2884,2819,3065,3097,2953,2751,2816,2726,3258
paclitaxel,Bortezomib,T47D,breast,1999.5,-6.004811,-11.623118,-3.1303356,-5.093103,-6.7685037,-7.491116,-0.85070956,0.36188218,-2.2984567,-1.9459109,-0.7131098,-8.652129,-8.54837,-2.518657,-2.5732143,-4.382182,-8.73144,-6.8633475,-3.4363048,-5.610471,-4.900331,-7.2650294,-8.014699,-4.0577025,-4.6382017,3931,3760,3892,3844,3892,3760,3767,3874,3931,3886,3969,3640
paclitaxel,MK-2206,T47D,breast,991.5,7.0416427,3.658345,1.9968345,3.109799,2.6683304,5.099426,2.418328,2.5717542,5.2701154,4.9515224,0.54744744,-0.08293374,3.9495106,3.4235222,3.4339373,5.1606064,5.3452134,1.0342172,4.4207287,4.6215844,0.82365716,4.511193,4.953528,4.7191706,1.7030724,1010,917,1060,942,1060,917,924,1045,1010,1057,983,783
paclitaxel,Sunitinib,T47D,breast,5173.5,-26.690592,-23.224356,-30.780434,-24.399221,-13.706898,-17.770973,-23.485844,-34.669094,-23.236736,-30.070517,-0.20494498,-31.026754,-18.147818,-25.632046,-21.660734,-32.844913,-23.986532,-16.94633,-32.326393,-20.740538,-47.247726,-20.2524,-19.894274,-25.560646,-12.789314,5229,5274,5299,5285,5299,5274,5275,5299,5229,5301,5149,5335
391210-10-9,915019-65-7,T47D,breast,383.5,7.8951735,7.3755097,12.821194,9.258813,12.254987,10.362848,8.488761,11.820975,9.745549,13.015859,10.566937,8.04146,11.658666,8.911436,11.460628,8.476573,12.372368,13.873518,8.309277,9.2387,10.004126,8.73705,13.860721,6.59221,11.737868,111,87,130,106,130,87,93,177,111,133,11,105
391210-10-9,Deforolimus,T47D,breast,2221.5,8.543519,7.1739573,10.139077,13.918874,7.717603,12.58121,6.6515822,9.904312,9.033716,12.667871,13.185763,10.215574,11.438384,11.038431,11.427211,14.310787,9.689372,12.256565,12.683634,10.013885,9.988712,6.916264,10.131752,10.05016,6.3872757,112,119,129,108,129,119,114,138,112,128,12,103
Sorafenib,Dinaciclib,T47D,breast,813.5,2.8296967,3.0116918,0.96832496,1.9810467,-0.38488913,4.676388,1.2900761,6.4263945,6.786777,-8.125332,2.3317986,5.96348,7.419279,3.7890768,7.359759,-0.0484762,5.377497,3.6876564,3.1077206,3.819119,2.644868,3.482845,10.036963,2.6862085000000002,-1.6057746,1176,1424,1155,1301,1155,1424,1433,1206,1176,1142,1101,1480
Sunitinib,MK-1775,T47D,breast,263.5,-17.794647,-4.5517516,-9.168412,-9.455668,-7.719112,-3.5477178,3.0607479,-2.6535447,-3.0352812,0.4831488,3.6589005,-25.568617,0.00734444,-6.3391743,-16.036161,0.83605975,-1.9990774,-4.5453515,-1.5866371,6.9899297,-1.5211098,-2.7427974,3.641365,1.0936046,0.36992216,3177,4196,3591,3906,3591,4196,4194,3118,3177,3584,2852,5046
Sunitinib,Dasatinib,T47D,breast,2007.5,7.4638596,4.527215,3.9500287,1.9677937,6.9584923,4.5638237,2.1937516,7.7894497,2.2646058,6.352045,5.739067,3.7736168,8.224138,5.445863,6.6875043,6.7628174,3.1989112,9.797946,5.1299577,6.888715,5.426754,3.3385894,8.736855,2.2383537,3.048905,629,538,663,591,663,538,547,669,629,667,659,492
Sunitinib,geldanamycin,T47D,breast,117.5,-32.236797,-17.427122,-22.813885,-5.319524,-6.7652597,-0.54677325,7.443216,4.490712,-0.44333458,1.1897473,1.7520667,-19.119627,-31.12909,-11.2951355,-3.2545161,4.268607,2.363131,-10.559412,-9.155355,9.403989,-7.1545343,-1.1497216,-2.2171695,5.787189,-2.008009,3258,4638,4049,4364,4049,4638,4636,3367,3258,4047,2699,5458
Sunitinib,MK-2206,T47D,breast,877.5,-0.8645792,7.4405875,10.032816,4.7256813,10.818663,11.253568,6.685882,6.270843,3.9736195,4.0037327,6.829103,0.23672922,7.7015676,4.8430495,-0.4198531,7.5195556,10.042979,2.3628438,12.109087,5.4587026,9.961156,7.0410438,5.939074,4.2076893,1.7338064,624,728,544,696,544,728,729,535,624,540,682,884
Sunitinib,MK-5108,T47D,breast,2231.5,-1.9245613,4.6467657000000004,1.7374594,2.8324594,5.4060965,5.417295,9.6384535,7.3864217,3.4525235,2.353152,6.154655,0.76275414,9.208652,-3.5578606,9.141798,1.4047445,13.024984,0.42868704,3.7721987,7.1396165,6.576212,8.749721,14.221895,4.135619,-8.167942,980,1632,832,1271,832,1632,1599,886,980,818,974,1489
Sunitinib,Deforolimus,T47D,breast,297.5,-1.3563302,5.3745403,0.68813777,0.22771159,2.180864,12.649746,12.985572,3.0361688,6.254494,4.203271,12.48921,0.6319695,0.7277125,8.97302,3.2724216,9.642849,11.327021,5.057242,3.656596,8.1943865,11.204796,10.529698,5.090591,6.9607167,5.6394305,706,830,552,772,552,830,833,694,706,548,813,1070
Sunitinib,temozolomide,T47D,breast,537.5,-1.6490797,1.7748972,2.3039935,3.3610725,3.8681297,2.8023362,5.0289288,-3.7458596,10.200198,1.5937225,-21.064034,-15.433351,-5.943323,-9.585198,-4.52288,5.0190835,11.181548,-3.2339792,-0.73177284,0.29731616,-2.382764,-11.547812,-10.868754,0.005195545,-7.3378797,2689,4056,3034,3600,3034,4056,4066,2694,2689,2981,2322,4443
temozolomide,MK-1775,T47D,breast,4463.5,-54.525234,-29.366213,-43.98512,-31.15891,-39.538322,-31.93558,-17.334032,-51.87839,-37.671947,-46.46616,-40.14952,-43.2071,-18.977104,-35.77401,-22.549105,-21.637547,-45.753105,-38.580215,-33.35618,-34.87819,-40.31929,-37.712475,-25.27918,-30.11233,-48.35134,5548,5567,5559,5560,5559,5567,5568,5568,5548,5560,5341,5729
vinblastine,MK-1775,T47D,breast,4743.5,-2.770299,-6.483046,-2.6979802,-6.4408274,-3.4578345,-4.235383,-4.561884,-5.7858825,-4.598593,-4.3993945,-3.1185024,-7.9769616,-2.7147071,-3.063952,-8.529244,-8.248218,-5.708639,2.1268225,-8.255146,-1.3034487,-4.134318,-2.3285987,-14.805446,-4.098837,-2.9369476,3870,3759,3841,3797,3841,3759,3758,3738,3870,3830,3845,3905
vinblastine,Niraparib,T47D,breast,4687.5,-4.1573925,-4.7731285,-8.387296,-9.7633705,-13.442195,-16.526375,-8.954057,-18.418884,-16.936155,-9.925366,-7.110582,-17.811184,-20.393831,-10.478104,-12.58424,-10.227726,-12.788927,-20.13384,-19.508133,-6.762192,-8.622373,-22.350325,-9.821798,-14.135784,-6.803196,4735,4659,4694,4696,4694,4659,4660,4567,4735,4702,4710,4498
vinblastine,891494-63-6,T47D,breast,5697.5,-26.531137,-42.513363,-33.58428,-46.377384,-45.043953,-57.950916,-59.64994,-60.714962,-60.38958,-45.782646,-22.767609,-60.854244,-42.78418,-43.55875,-49.64939,-34.993015,-45.812477,-45.990425,-57.83392,-56.716766,-48.23963,-43.99099,-34.448967,-54.566433,-41.388615,5688,5700,5697,5702,5697,5700,5704,5686,5688,5702,5342,5331
vinorelbine,Dinaciclib,T47D,breast,1187.5,-3.6915016,-3.6906786,-3.5723648,-2.7108786,-2.2491584,-2.0092213,-7.058031,-2.1577802,-2.1355312,-1.3681148,-6.044551,-3.1020868,-1.8543894,-0.50179493,-0.64980596,-5.647095,-1.3892488,-2.642324,-3.6265018,-1.7488222,-2.0657504,-2.0100894,-1.4747391,-3.592514,-2.648928,3379,3034,3267,3172,3267,3034,3048,3130,3379,3261,3561,2840
vinorelbine,Erlotinib,T47D,breast,2019.5,2.4344363,1.9422843,3.7667491,3.0396535,4.9686904,1.4161353,5.866594,2.7701018,2.8480277,4.207637,-2.2121348,4.787405,1.1500684,0.71676743,2.9042397,5.6394677,3.0818803,-1.2278637,4.1182985,3.7187486,2.8956509,5.471816,7.248747,3.2705102,5.2849627,1085,1122,1121,1080,1121,1122,1122,1176,1085,1129,1140,1054
vinorelbine,geldanamycin,T47D,breast,1469.5,-2.8765178,-8.938414,-3.2499435,-6.934789,-4.591012,-3.4906487,-4.553501,-1.4369156,-7.088285,-3.8710437,-6.035803,1.656165,-1.4088881,-2.8916814,0.46110058,-8.398554,-9.550295,-5.0667057,-9.133846,-4.5350056,-0.43395573,-3.8178983,-1.0479608,-0.9223535,-6.93188,3698,3565,3666,3619,3666,3565,3567,3605,3698,3665,3651,3380
vinorelbine,Lapatinib,T47D,breast,1381.5,1.0081605,3.3877065,1.2370061,0.22928849,1.3126354,4.034511,5.0361056,3.8135219,6.1029477,5.0689826,3.3668087,1.5887233,3.9296043,4.287709,3.2183783,4.856485,2.4572902,0.8167502,5.030879,2.6904528,2.8730633,3.7888591,6.616325,2.9575305,-1.5883015,1097,1066,1160,1062,1160,1066,1077,1122,1097,1161,1108,1018
vinorelbine,Niraparib,T47D,breast,3119.5,-3.3532438,-0.3385564,-5.6355724,-6.9839187,-6.5174723,-1.7277063,-6.1653214,-3.0607855,-3.227121,-7.564701,-5.273169,0.7842577,-6.004574,-1.0899558,-2.3982596,-1.4832574,-15.835116,-7.7764072,1.4913396,-0.52007574,-4.265921,-6.1288247,-0.3730082,-5.761252,-5.24931,3646,3629,3659,3632,3659,3629,3629,3710,3646,3654,3729,3774
vinorelbine,391210-10-9,T47D,breast,4375.5,-4.075899,-1.1271621,-2.3547704,-4.1177573,-0.89962035,1.5130559,5.760084,4.937768,0.88546455,3.6233854,0.6667861,5.557021,0.37090176,3.2830412,2.4811447,2.0893202,-3.0731251,-0.7974888,1.1135987,0.988155,0.2489414,1.170839,3.1469402,2.4938815,-0.69455945,1882,1977,1891,1888,1891,1977,1952,1885,1882,1872,1898,2188
Vorinostat,Niraparib,T47D,breast,1827.5,-1.4092371,-2.452034,-2.7716281,-3.75497,-2.049167,0.14273186,0.31764033,1.8336036,1.806351,-0.5714965,-3.2295702,1.7537364,3.7516644,-5.1900067,-1.6736279,-0.42107752,-2.027423,-2.7081711,-2.415603,-2.571961,0.56513447000000006,-0.59322304,1.5725555,0.330016,1.6108766,2574,2347,2528,2440,2528,2347,2367,2486,2574,2523,2424,2034
Vorinostat,Sorafenib,T47D,breast,3927.5,1.8015528,2.1953492,4.371699,2.2911222,3.8908913,6.1534076,3.4157786,-2.1608725,3.2670476,-5.3025756,1.0994229,5.023091,4.8576107,5.4139667,3.9611285,2.016647,1.9056047,1.8671635,2.2053256,-0.76509106,5.090818,3.4716067,1.5550721,4.6558056,4.583185,1254,1278,1302,1260,1302,1278,1276,1139,1254,1310,1122,1294
Carboplatinum,MK-5108,T47D,breast,2943.5,-2.8955255,-4.3235397,-4.445623,-1.8822104,-6.431184,-3.2482955,1.5574597,-0.26436743,2.1622765,0.11650464,-0.34544474,-7.3307853,3.8565955,-2.2303176,1.3828945,-1.946791,-4.974213,-4.5410137,-4.5888286,1.4686531,0.70576644,1.2930487,3.172982,-4.294215,-1.3173643,2854,2846,2842,2858,2842,2846,2853,2924,2854,2846,2879,2709
cyclophosphamide,Dasatinib,T47D,breast,3109.5,-10.861791,-14.563269,-16.141638,-15.991639,-12.6873455,-6.1682706,-14.272435,-2.1087627,-16.239655,-8.38386,-3.445835,-8.587869,-5.536462,-13.406061,-5.3256288,-9.038449,-6.3644648,2.1247976,-10.995138,-15.376217,-13.124931,-7.2147346,-7.519034,-23.842669,-12.126176,4473,4514,4526,4505,4526,4514,4510,4662,4473,4525,4597,4760
cyclophosphamide,Erlotinib,T47D,breast,5083.5,-27.675774,-30.127314,-23.072182,-32.143955,-29.211832,-23.69939,-34.10833,-12.947418,-24.981146,-17.871662,-7.699512,-17.054459,-14.069902,-10.439862,-14.9744,-26.587475,-27.704931,-19.59277,-26.01847,-20.859015,-25.355303,-14.119936,-27.75842,-25.561607,-21.572607,5239,5180,5237,5215,5237,5180,5183,5318,5239,5230,5157,5365
cyclophosphamide,Vorinostat,T47D,breast,5397.5,-53.530029999999996,-46.05249,-31.830023,-52.46655,-33.79476,-42.78831,-56.36974,-52.932507,-33.793594,-38.766754,-30.648623,-36.083138,-33.189236,-31.255527,-32.18899,-44.460102,-33.973812,-49.79177,-46.386898,-37.19099,-31.524538,-24.266418,-33.29271,-38.940784,-30.949928,5631,5610,5615,5615,5615,5610,5610,5553,5631,5611,5343,5726
metformin,MK-5108,T47D,breast,3909.5,-0.23986138,-3.1267226,-2.7393124,-7.3565598,-5.766305,-0.8511667,3.3460596,1.0464646,-3.3986835,3.0315213,7.015873,-8.723381,8.547746,4.539234,8.517058,0.6972634,-7.0971236,-7.878308,-4.116083,-2.5206013,-2.0353627,1.307172,2.6062849,-0.22731832,1.3522292,2449,2887,2437,2756,2437,2887,2878,2608,2449,2449,2255,3069
vinblastine,Veliparib,T47D,breast,5757.5,-10.062114,-25.648035,-18.800434,-32.85357,-29.913607,-39.071236,-38.66413,-32.569855,-27.881655,-25.191652,-26.546352,-33.76392,-25.28795,-31.137154,-31.21372,-22.467041,-27.484913,-43.12185,-39.90419,-29.762909,-38.329845,-43.235207,-18.6911,-39.339733,-28.45162,5457,5446,5456,5448,5456,5446,5447,5446,5457,5458,5235,4721
vinblastine,geldanamycin,T47D,breast,5513.5,-5.0115614,-14.304727,-5.141435,-14.609334,-8.859333,-7.994901,-18.552473,-26.896736,-12.406154,-11.62111,-6.1986847,-13.869517,-4.059225,-2.8870137,-7.006945,-18.403435,-19.724726,-4.3638616,-22.726484,-14.513075,-6.5560327,-5.3813734,-14.306513,-12.700354,-3.4262888,4558,4625,4607,4616,4607,4625,4622,4642,4558,4613,4623,4529
Vorinostat,Eloxatin (TN),T47D,breast,4203.5,-4.819737,-7.809035,-4.29751,-2.3341584,-0.86661714,-3.885973,1.2531328,0.37746286,2.5750315,-9.081235,-2.061288,1.5050423,0.029566213,-11.834054,-4.2307515,0.27782613,-2.7887747,-2.8496306,-4.219405,-7.549219,0.90205884,-9.083444,-8.616396,-2.475776,-4.5194135,3423,3504,3460,3465,3460,3504,3502,3391,3423,3450,3250,3564
5-Fluorouracil,Veliparib,HCT.116,digestive_system,4921.5,-19.052652,-27.522787,-21.819414,-13.1226,-13.755581,-16.938503,-20.367838,-13.371487,-16.112331,-8.073996,-29.886303,-23.235134,-23.787832,-27.257977,-21.644848,-29.432882,-35.045704,-29.931917,-22.908648,-22.904354,-28.246702,-8.270872,-23.483395,-14.385526,-18.455645,5191,5166,5189,5187,5189,5166,5176,5268,5191,5184,5158,5085
5-Fluorouracil,geldanamycin,HCT.116,digestive_system,2395.5,1.0921879,1.999915,-1.6991556,1.3719816,1.9241955,-1.474987,-0.9896582,-5.561419,-4.0559597,-2.2588158,-3.745412,-2.8433523,-4.9558706,-3.103919,-8.322161,-3.6182454,-8.924357,-3.9814482,-5.750202,-2.3193846,-4.6027102,-4.005025,-3.9502912,-1.0099791,-2.7329922,3360,3206,3311,3274,3311,3206,3194,3328,3360,3305,3475,3190
5-Fluorouracil,Lapatinib,HCT.116,digestive_system,3177.5,-0.089412615,-7.874785,-7.1078176,-5.196932,-3.120599,-6.6661296,-2.6280246,-6.490794,-8.708346,-1.3709226,-7.3593187,-4.033004,-12.33423,-10.330038,-8.404094,-5.7573724,-2.3122277,-0.81444544,-8.271059,-2.4089606,-5.213314,-6.065293,-5.258859,-2.145476,2.5015602,3915,3828,3898,3893,3898,3828,3826,4063,3915,3911,3902,3696
5-Fluorouracil,891494-63-6,HCT.116,digestive_system,1835.5,5.7957683,1.6954274,3.7616973,2.3787208,0.4817251,0.18247887,-0.122359306,-0.66075414,-1.3024005,0.562828,-5.2004957,-0.34643844,-0.76070595,-3.044471,-2.2107718,0.5579949,-0.15975341,-2.3677762,-3.9937875,-0.7915513,-3.2583015,0.5747675,-0.74649066,3.4408991,0.80409694,2317,2206,2288,2259,2288,2206,2195,2365,2317,2292,2351,2454
5-Fluorouracil,391210-10-9,HCT.116,digestive_system,1477.5,0.76908404,3.231014,0.88161314,5.190318,1.0676396,5.4652004,0.43895274,-1.8708463,0.30502683,-0.6651621,-2.7874856,-0.5134905,-2.4460633,-2.8762553,-0.55058473,-1.3854482,0.06891173,-0.84700394,-4.452459,1.8827612,-2.5691454,0.0915658,-3.6506913,2.075633,0.25765574,2303,2102,2276,2213,2276,2102,2120,2323,2303,2270,2254,2202
5-Fluorouracil,Sunitinib,HCT.116,digestive_system,1657.5,1.3624846,-0.63611466,0.8445962,-0.290683,1.6597219,0.45640075,0.5760693,-0.9229894,1.2430222,1.6844902,-1.8950467,2.586333,-4.810277,6.3671556,-0.21292414,-0.048964385,-0.9393287,-0.2422024,-2.3653445,1.0731825,-4.624467,-1.7222098,0.2889918,2.310579,2.888599,2171,2041,2147,2087,2147,2041,2028,2280,2171,2146,2348,2071
MK-1775,Veliparib,HCT.116,digestive_system,5689.5,-60.355186,-71.5881,-58.115105,-59.11907,-51.680553,-59.833862,-39.170967,-62.913784,-61.96082,-53.610466,-65.07475,-37.222286,-49.9073,-58.003036,-41.659576,-38.633537,-39.32994,-52.974026,-60.471478,-48.773014,-56.209183,-54.713287,-55.818607,-58.597786,-47.74848,5735,5736,5736,5738,5736,5736,5736,5743,5735,5736,5344,5748
MK-1775,Bortezomib,HCT.116,digestive_system,3705.5,-2.98455,-1.901192,-2.2500725,-1.9382448,-3.4077125,-3.6192725,-6.8303614,-2.6815362,-2.7484374,-3.9645133,-2.173132,-4.0164,-3.3823566,-3.0411365,-1.4374378,-3.5593553,-0.9147359,-0.5160514,-3.9926295,-2.015926,-2.3022046,-1.069893,-4.2449975,1.510132,-2.9245787,3322,2932,3222,3095,3222,2932,2950,3218,3322,3215,3495,2780
MK-1775,geldanamycin,HCT.116,digestive_system,1489.5,0.5564542,4.339957,1.7715405,0.9976632,-1.0349541,0.91176736,1.5789958,3.5179303,3.6993265,2.9269853,2.122378,0.93715775,0.84565234,3.1341743,1.8124104,5.004897,-0.10790025,1.6901987,-1.3705362,1.1815697,3.0758388,2.0214353,3.2807794,4.2132826,-3.3868017,1545,1539,1577,1498,1577,1539,1520,1577,1545,1578,1611,1629
MK-1775,MK-2206,HCT.116,digestive_system,1483.5,10.891976,7.1034217,13.72972,7.533139,7.184805,2.605895,10.446147,10.338166,7.7151246,9.925393,7.840395,6.466101,1.9950097,7.325303,5.1107664,7.910209,8.606227,8.369285,6.850522,7.6482353,5.0377727,4.2586427,0.2781983,4.4334393,3.3028178,449,474,427,470,427,474,472,356,449,419,512,595
MK-1775,Niraparib,HCT.116,digestive_system,2131.5,9.814407,10.444239,7.0275526,6.5594897,9.389564,-3.9461102,10.233545,0.1055641,0.37014624,3.605433,2.572427,8.024136,2.8188407,3.5706809,4.9525776,6.3018894,10.468289,8.929838,3.9428422,10.1441555,3.8796797,0.5121418,3.5306976,2.8505197,9.304415,731,971,647,827,647,971,965,760,731,640,816,956
MK-1775,MK-5108,HCT.116,digestive_system,4789.5,-2.1444597,-5.3440185,-6.485374,-4.659572,-2.9407377,-9.57484,-4.7228203,-10.637661,-13.150771,-6.1123414,-7.180672,-7.5658445,-6.414542,-3.7655778,-4.1331663,-5.267162,5.255597,-0.23806119,-12.75161,-11.31655,-7.772176,3.8942153,4.021745,-5.109191,-5.503893,3838,3919,3919,3937,3919,3919,3920,4042,3838,3925,3536,3824
Bortezomib,Eloxatin (TN),HCT.116,digestive_system,2373.5,-6.0922737,-4.672473,-4.8995976,-1.4251235,-5.4098053,-5.276314,-2.2855277,-4.0669093,-1.2806466,-3.1948843,-4.677853,-16.818077,-6.7261705,-4.2458816,-8.654694,-4.753317,-3.1905043,-8.519678,-9.680592,-3.8426363,-4.040635,-5.803694,-4.7447906,-4.027663,-4.252009,4020,3871,3946,3920,3946,3871,3888,3959,4020,3944,4029,4134
Carboplatinum,915019-65-7,HCT.116,digestive_system,5741.5,-64.177376,-68.74578,-66.93605,-58.94271,-63.90935,-63.48321,-61.75559,-51.249264,-63.042694,-73.57801,-61.853146,-56.15846,-59.717216,-61.07397,-29.165098,-71.6419,-69.29917,-65.63471,-58.2226,-59.032574,-61.22502,-62.90268,-34.933613,-52.739334,-55.854443,5751,5757,5756,5757,5756,5757,5756,5758,5751,5757,5345,5758
Carboplatinum,Lapatinib,HCT.116,digestive_system,3505.5,-4.644933,-0.8913388,-2.5304468,-8.285704,-0.24144937,-28.03986,-4.3862205,-20.808836,-1.517468,-2.1588535,-18.794407,2.1190307,7.3822126,-0.9894686,3.4649525,-7.558219,-5.229265,-13.825165,-2.4073064,-11.601144,2.8663785,6.5356417,-1.8500862,-14.056923,-2.8064125,3465,4492,3934,4215,3934,4492,4491,3352,3465,3913,3303,4512
Carboplatinum,Niraparib,HCT.116,digestive_system,5145.5,-23.42007,-28.283258,-15.13479,-15.118567,-15.85538,0.31711972,-17.13844,-10.8856535,-8.98949,-10.593558,-21.913935,-8.655922,-6.8687344,-9.04785,-11.434383,1.3997797,-12.923621,-18.872036,-19.764294,-17.779541,-3.7047977,-10.441435,-11.489029,-17.82751,-14.795607,4645,4790,4772,4774,4772,4790,4790,4730,4645,4762,4512,5242
Carboplatinum,MK-5108,HCT.116,digestive_system,4893.5,-4.986647,-19.344486,-17.561209,-6.1593614,-9.7323675,-17.144073,-19.960114,-19.34028,-23.702051,-19.489843,-33.913177,-26.521524,-13.289565,-11.986581,-18.008713,-17.919981,-15.524913,-11.113378,-19.237286,-13.667841,-21.527079,-7.1155396,-14.170305,-10.385444,-21.7643,4980,5016,4973,4983,4973,5016,5022,5055,4980,4971,4952,4527
cyclophosphamide,Veliparib,HCT.116,digestive_system,415.5,4.258654,4.8401513,2.960603,4.295652,0.53280216,-1.3042198,-0.76459783,-2.691416,-3.612808,-1.4586123,0.6253113,5.4988446,-1.8191986,-0.19407327,-1.7604299,3.0286067,3.399396,-0.91801256,2.1632092,-1.805427,-0.88573194,-0.5149728,1.3613634,0.27578962,3.094286,1951,1771,1937,1876,1937,1771,1784,2210,1951,1946,1892,1702
cyclophosphamide,Dasatinib,HCT.116,digestive_system,4497.5,-6.120486,-6.726836,-18.973665,-8.855556,-11.043104,-8.454415,-28.170996,-6.7216363,-14.307031,-8.060685,-7.099234,-5.384518,-5.2024946,-10.70675,-10.792555,-3.8063192,-14.731768,-8.075551,-9.1765785,-10.554168,-14.628819,-4.667347,-13.417954,-19.887169,-12.336065,4573,4561,4570,4561,4570,4561,4556,4497,4573,4562,4637,4572
cyclophosphamide,Erlotinib,HCT.116,digestive_system,5307.5,-40.137535,-42.5182,-26.786858,-42.85881,-38.170757,-24.745491,-41.526638,-21.172722,-17.07507,-29.872747,-35.641224,-29.158909,-13.206341,-41.53912,-22.319305,-26.178421,-44.360325,-40.56181,-27.239649,-40.561512,-23.610758,-23.646164,-31.201578,-42.826267,-43.474846,5486,5495,5494,5494,5494,5495,5494,5519,5486,5494,5346,5572
cyclophosphamide,Vorinostat,HCT.116,digestive_system,5419.5,-53.025677,-51.207172,-50.99423,-60.087788,-54.32046,-54.15718,-58.289536,-57.867935,-42.09992,-49.50078,-43.78403,-46.749523,-44.323616,-38.297535,-39.519604,-62.283447,-57.568455,-62.538284,-58.09545,-59.23107,-46.740303,-50.615578,-43.117283,-54.26365,-54.234882,5734,5728,5726,5729,5726,5728,5728,5732,5734,5726,5347,5723
Dasatinib,915019-65-7,HCT.116,digestive_system,5353.5,-20.432291,-16.590254,-31.576002,-19.397537,-25.523851,-14.590631,-12.070264,-37.04435,-33.700657,-33.280445,-9.107912,-27.081251,-21.34108,-36.234524,-31.622177,-37.18993,-39.960606,-30.959791,-22.129683,-36.206062,-17.222971,-22.487194,-22.310614,-6.9865017,-15.611862,5301,5334,5317,5338,5317,5334,5334,5288,5301,5327,5159,5130
Dasatinib,Dinaciclib,HCT.116,digestive_system,5597.5,-35.966038,-17.675652,-37.574696,-28.59376,-34.09102,-35.087494,-20.44441,-15.431965,-14.040522,-20.545153,-14.213251,-36.278526,-44.246765,-23.171408,-41.16673,-30.011509,-29.759577,-36.536587,-34.77553,-29.405258,-15.712774,-24.741291,-24.388866,-11.691788,-52.964317,5390,5450,5414,5425,5414,5450,5451,5414,5390,5415,5348,5522
dexamethasone,Erlotinib,HCT.116,digestive_system,5313.5,-46.38018,-44.41915,-27.952728,-49.494804,-39.610626,-38.55438,-33.285355,-37.21387,-19.332655,-26.085617,-26.288511,-13.05303,-27.432707,-34.194397,-28.428999,-28.161367,-42.07661,-40.776894,-23.544535,-24.936176,-24.005243,-17.447603,-36.622124,-26.968529,-20.836678,5466,5478,5471,5474,5471,5478,5479,5409,5466,5471,5349,5670
