Drug1,Drug2,Cell_Line,Tissue,Borda,Markov,MC1,MC2,MC3,BMARC,BMARCW,CEMC_k,CEMC_s,BIRRA,RRA
Bortezomib,ZM447439,MDA.MB.468,breast,8021,9660,10116,10027,10116,7763,10213,7872,8021,8089,6968
Bortezomib,ZM447439,MFM.223,breast,7340,11257,11887,11464,11887,7576,7891,7234,7340,6712,7960
Bortezomib,ZM447439,OCUB.M,breast,8954,10024,10950,10215,10950,9405,9121,9709,8954,7926,10386
Bortezomib,ZM447439,T47D,breast,12504,5405,5931,5690,5931,13055,13618,11890,12504,12481,15540
Bortezomib,ZM447439,UACC.893,breast,7096,11094,11655,11357,11655,6807,8068,8019,7096,7396,6276
Bortezomib,ZM447439,AU565,breast,10177,8446,9265,8822,9265,10571,11277,10501,10177,10114,11413
Bortezomib,ZM447439,BT.549,breast,11093,5965,6694,6445,6694,10279,13229,10825,11093,11555,8202
Bortezomib,ZM447439,CAL.120,breast,13076,4678,5418,4913,5418,12928,13841,12124,13076,13233,15538
Bortezomib,ZM447439,CAL.51,breast,5603,12852,13204,13043,13204,5521,6225,6072,5603,5510,5170
Bortezomib,ZM447439,CAMA.1,breast,13294,4819,5340,5034,5340,14063,13866,12863,13294,12839,15537
Bortezomib,ZM447439,COLO.824,breast,12577,5798,6651,6112,6651,12939,13302,12961,12577,12813,15535
Bortezomib,ZM447439,DU.4475,breast,4344,13806,14079,13993,14079,4072,5185,4125,4344,4481,4590
Bortezomib,ZM447439,EFM.19,breast,14772,3628,4178,3773,4178,15140,14281,14128,14772,14737,15533
Bortezomib,ZM447439,EVSA.T,breast,7551,10767,11257,11034,11257,7780,8745,7590,7551,7871,8264
Bortezomib,ZM447439,HCC1143,breast,10560,7819,8901,8242,8901,11041,11502,10355,10560,10370,11915
Bortezomib,ZM447439,HCC1187,breast,2384,16220,16270,16306,16270,3206,2799,2284,2384,2080,2292
Bortezomib,ZM447439,HCC1395,breast,16468,2465,2726,2406,2726,16523,14876,16707,16468,16629,15531
Bortezomib,ZM447439,HCC1419,breast,11414,7587,8916,8001,8916,11776,11499,10876,11414,10717,11991
Bortezomib,ZM447439,HCC1428,breast,9122,8596,9212,9055,9212,8801,11313,8970,9122,9358,8261
Bortezomib,ZM447439,HCC1806,breast,12119,5852,6585,6228,6585,12409,13270,11614,12119,12069,15528
Bortezomib,ZM447439,HCC1937,breast,14907,3126,3446,3221,3446,14359,14596,14511,14907,15408,15526
Bortezomib,ZM447439,HCC1954,breast,13074,5664,6650,5925,6650,14210,13200,12643,13074,12650,15524
Bortezomib,ZM447439,HCC38,breast,5626,13419,13745,13497,13745,5807,5563,5904,5626,5275,5901
Bortezomib,ZM447439,HCC70,breast,2879,16544,16726,16539,16726,3546,2390,2627,2879,2791,4187
Bortezomib,ZM447439,Hs.578.T,breast,6461,11730,12201,11951,12201,6219,7439,6324,6461,6934,5983
Bortezomib,ZM447439,JIMT.1,breast,11743,6334,7228,6741,7228,12139,12866,11348,11743,11799,15522
Bortezomib,Sorafenib,AU565,breast,12281,5832,6563,6193,6563,12144,13345,12570,12281,12615,10177
Bortezomib,Sorafenib,BT.549,breast,11029,6079,6660,6544,6660,10251,13253,10891,11029,11508,9646
Bortezomib,Sorafenib,CAL.120,breast,16016,2283,2256,2277,2256,15379,15022,15704,16016,15919,15520
Bortezomib,Sorafenib,CAL.51,breast,9435,7735,8420,8288,8420,8781,12045,9104,9435,9989,7677
Bortezomib,Sorafenib,CAMA.1,breast,16382,2660,2623,2594,2623,16662,14887,16389,16382,16209,15518
Bortezomib,Sorafenib,COLO.824,breast,13254,4925,5545,5107,5545,13413,13804,13488,13254,13390,15516
Bortezomib,Sorafenib,DU.4475,breast,5517,12294,12558,12572,12558,4638,7057,5566,5517,5629,4540
Bortezomib,Sorafenib,EFM.19,breast,17723,1289,1193,1210,1193,17471,15320,17528,17723,18039,15514
Bortezomib,Sorafenib,EVSA.T,breast,12782,4656,5223,4908,5223,12127,13912,12382,12782,12921,11820
Bortezomib,Sorafenib,HCC1143,breast,11790,6117,6772,6517,6772,12120,13166,10720,11790,11664,15512
Bortezomib,Sorafenib,HCC1187,breast,7560,11356,11811,11452,11811,7539,8021,7547,7560,7435,8027
Bortezomib,Sorafenib,HCC1395,breast,18302,1013,960,919,960,18261,15362,18393,18302,18446,15510
Bortezomib,Sorafenib,HCC1419,breast,15795,2477,2635,2476,2635,15281,14872,15642,15795,15920,15508
Bortezomib,Sorafenib,HCC1428,breast,12919,4704,5401,4930,5401,12388,13832,12479,12919,12708,10972
Bortezomib,Sorafenib,HCC1806,breast,13857,4094,4484,4324,4484,13502,14165,13932,13857,13718,15506
Bortezomib,Sorafenib,HCC1937,breast,14669,3234,3645,3362,3645,14007,14481,14343,14669,15010,15504
Bortezomib,Sorafenib,HCC1954,breast,17496,1469,1431,1394,1431,17319,15247,17421,17496,17577,15502
Bortezomib,Sorafenib,HCC38,breast,7302,11547,12030,11725,12030,7409,7676,7241,7302,7704,7330
Bortezomib,Sorafenib,HCC70,breast,4355,15609,15807,15520,15807,5049,3489,4051,4355,4025,6241
Bortezomib,Sorafenib,Hs.578.T,breast,7715,10691,11264,10943,11264,7664,8706,8067,7715,8203,7246
Bortezomib,Sorafenib,JIMT.1,breast,15102,3108,3334,3191,3334,14952,14603,14226,15102,14917,15500
Bortezomib,Sorafenib,MCF7,breast,12922,4765,5444,4980,5444,12505,13772,12836,12922,13270,11833
Bortezomib,Sorafenib,MDA.MB.157,breast,11453,5844,6550,6267,6550,10598,13255,11207,11453,11746,9390
Bortezomib,Sorafenib,MDA.MB.231,breast,12776,5085,5676,5326,5676,12827,13705,12368,12776,13222,15498
Bortezomib,Sorafenib,MDA.MB.361,breast,16202,2322,2267,2306,2267,15812,14960,16013,16202,16531,15497
Bortezomib,Sorafenib,MDA.MB.415,breast,16082,2592,2875,2557,2875,15998,14766,15904,16082,16196,15495
Bortezomib,Sorafenib,MDA.MB.436,breast,12988,5143,5782,5351,5782,12897,13687,12063,12988,13077,12180
Bortezomib,Sorafenib,MDA.MB.453,breast,13750,4145,4686,4384,4686,13527,14063,13581,13750,13553,15493
Bortezomib,Sorafenib,MDA.MB.468,breast,10440,6850,7511,7396,7511,9965,12641,10194,10440,10511,9352
Bortezomib,Sorafenib,MFM.223,breast,11200,6645,7374,7086,7374,10923,12800,11518,11200,11529,10583
Bortezomib,Sorafenib,OCUB.M,breast,14242,3477,3847,3677,3847,13604,14380,13778,14242,14551,15491
Bortezomib,Sorafenib,T47D,breast,13844,4030,4293,4259,4293,13583,14202,13080,13844,13760,15489
Bortezomib,Sorafenib,UACC.893,breast,12283,5017,5515,5297,5515,11380,13757,11829,12283,12628,10131
Bortezomib,GSK269962A,MDA.MB.415,breast,14077,4146,4495,4349,4495,14050,14149,13726,14077,14081,15487
Bortezomib,GSK269962A,MDA.MB.436,breast,14333,4373,5085,4511,5085,14362,13989,14578,14333,14067,15485
Bortezomib,GSK269962A,MDA.MB.453,breast,12490,5088,5688,5353,5688,12118,13647,11880,12490,12673,12228
Bortezomib,GSK269962A,MDA.MB.468,breast,8022,9585,9961,9943,9961,7422,10385,7966,8022,8314,7093
Bortezomib,GSK269962A,MFM.223,breast,6303,12668,13144,12800,13144,6469,6264,6539,6303,5997,6874
Bortezomib,GSK269962A,OCUB.M,breast,11570,6495,7273,6908,7273,11456,12792,11237,11570,12070,11946
Bortezomib,GSK269962A,T47D,breast,13922,4401,4806,4577,4806,14338,14023,13456,13922,13361,15483
Bortezomib,GSK269962A,UACC.893,breast,8295,9801,10349,10113,10349,8115,9999,7658,8295,7846,8511
Bortezomib,GSK269962A,AU565,breast,10695,7709,8687,8148,8687,10889,11835,10338,10695,10459,11248
Bortezomib,GSK269962A,BT.549,breast,11015,6222,6967,6694,6967,10377,12999,10708,11015,11349,8532
Bortezomib,GSK269962A,CAL.120,breast,10020,8206,8956,8653,8956,10062,11444,10093,10020,10065,9150
Bortezomib,GSK269962A,CAL.51,breast,8485,8996,9585,9404,9585,7925,10845,8192,8485,8836,6834
Bortezomib,GSK269962A,CAMA.1,breast,13087,5683,6443,5849,6443,13184,13315,12439,13087,13193,15481
Bortezomib,GSK269962A,COLO.824,breast,14058,4483,5252,4624,5252,14101,13888,14142,14058,13974,15479
Bortezomib,GSK269962A,DU.4475,breast,4070,14326,14518,14479,14518,3883,4675,4276,4070,4027,4458
Bortezomib,GSK269962A,EFM.19,breast,15697,2769,2948,2786,2948,15828,14670,15659,15697,15639,15477
Bortezomib,GSK269962A,EVSA.T,breast,10706,6939,7816,7466,7816,10478,12458,10624,10706,10477,9367
Bortezomib,GSK269962A,HCC1143,breast,13506,4582,5093,4783,5093,13557,13892,13817,13506,13752,15475
Bortezomib,GSK269962A,HCC1187,breast,5417,13617,13827,13651,13827,5254,5542,5593,5417,5057,5613
Bortezomib,GSK269962A,HCC1395,breast,17674,1525,1394,1426,1394,17782,15213,17937,17674,17578,15473
Bortezomib,GSK269962A,HCC1419,breast,6776,12528,13089,12625,13089,7485,6223,5994,6776,6735,7347
Bortezomib,GSK269962A,HCC1428,breast,11382,6623,7518,7049,7518,11466,12668,11904,11382,12001,15471
Bortezomib,GSK269962A,HCC1806,breast,10848,7174,7960,7671,7960,11120,12324,11051,10848,11024,11158
Bortezomib,GSK269962A,HCC1937,breast,14658,3490,3903,3637,3903,14257,14322,15085,14658,14691,15469
Bortezomib,GSK269962A,HCC1954,breast,14649,3687,4062,3845,4062,14753,14250,14613,14649,14777,15467
Bortezomib,GSK269962A,HCC38,breast,4735,14047,14316,14158,14316,4848,4952,4873,4735,4493,5553
Bortezomib,GSK269962A,HCC70,breast,2515,17316,17399,17222,17399,3698,1687,2342,2515,2774,3189
Bortezomib,GSK269962A,Hs.578.T,breast,6319,12205,12640,12410,12640,6568,6876,6027,6319,5992,7277
Bortezomib,GSK269962A,JIMT.1,breast,13016,4774,5303,4992,5303,13154,13807,12507,13016,12931,15465
Bortezomib,GSK269962A,MCF7,breast,11357,6349,7213,6781,7213,11189,12789,11256,11357,11148,11424
Bortezomib,GSK269962A,MDA.MB.157,breast,11842,5651,6413,6033,6413,11472,13327,11760,11842,12361,11961
Bortezomib,GSK269962A,MDA.MB.231,breast,11372,6407,7059,6857,7059,11451,12930,10697,11372,12277,11071
Bortezomib,GSK269962A,MDA.MB.361,breast,13754,5036,5950,5160,5950,13986,13481,14329,13754,13580,15463
Bortezomib,Taselisib,AU565,breast,10975,6997,7902,7481,7902,10628,12341,11500,10975,10462,8969
Bortezomib,Taselisib,BT.549,breast,10902,6743,7617,7223,7617,10572,12570,10666,10902,11350,8744
Bortezomib,Taselisib,CAL.120,breast,6774,11821,12242,11991,12242,7075,7363,6495,6774,7128,7196
Bortezomib,Taselisib,CAL.51,breast,4699,13289,13503,13479,13503,4214,5854,4340,4699,5479,4494
Bortezomib,Taselisib,CAMA.1,breast,9160,9322,9850,9628,9850,10304,10520,8796,9160,9382,11952
Bortezomib,Taselisib,COLO.824,breast,12447,7179,8619,7431,8619,12661,11842,12602,12447,12315,11728
Bortezomib,Taselisib,DU.4475,breast,2125,16486,16558,16570,16558,3044,2514,2171,2125,1759,2436
Bortezomib,Taselisib,EFM.19,breast,11941,6126,6927,6514,6927,12739,12897,11030,11941,12031,15460
Bortezomib,Taselisib,EVSA.T,breast,7915,9722,10104,10079,10104,7524,10177,7978,7915,8315,7228
Bortezomib,Taselisib,HCC1143,breast,14194,5551,7040,5528,7040,14245,12905,14267,14194,13844,15458
Bortezomib,Taselisib,HCC1187,breast,3133,15562,15676,15644,15676,3403,3476,3509,3133,3166,2801
Bortezomib,Taselisib,HCC1395,breast,17143,1836,1873,1761,1873,17100,15010,17132,17143,17155,15456
Bortezomib,Taselisib,HCC1419,breast,5435,12941,13308,13124,13308,5037,6072,5158,5435,5390,4939
Bortezomib,Taselisib,HCC1428,breast,6343,12757,13223,12811,13223,6088,6198,6964,6343,5927,5037
Bortezomib,Taselisib,HCC1806,breast,10773,6855,7641,7377,7641,11081,12482,10568,10773,10909,10840
Bortezomib,Taselisib,HCC1937,breast,12810,5572,6464,5806,6464,12763,13263,12962,12810,12535,12025
Bortezomib,Taselisib,HCC1954,breast,7275,10812,11235,11108,11235,8033,8615,7240,7275,8010,7828
Bortezomib,Taselisib,HCC38,breast,3168,15824,15923,15848,15923,3524,3192,3053,3168,2981,4209
Bortezomib,Taselisib,HCC70,breast,1894,17381,17443,17339,17443,3128,1613,1530,1894,1886,2384
Bortezomib,Taselisib,Hs.578.T,breast,2583,16352,16439,16356,16439,3190,2636,2691,2583,2767,2608
Bortezomib,Taselisib,JIMT.1,breast,7879,10057,10545,10399,10545,7997,9633,7260,7879,8127,8443
Bortezomib,Taselisib,MCF7,breast,8751,8747,9329,9182,9329,8413,11033,8599,8751,8577,8599
Bortezomib,Taselisib,MDA.MB.157,breast,13081,4351,5088,4615,5088,12369,13815,13085,13081,12970,11192
Bortezomib,Taselisib,MDA.MB.231,breast,12736,4943,5606,5172,5606,12480,13612,12690,12736,12799,11972
Bortezomib,Taselisib,MDA.MB.361,breast,7778,10451,10943,10719,10943,7999,9048,7189,7778,7406,7515
Bortezomib,Taselisib,MDA.MB.415,breast,7146,10744,11164,11045,11164,7206,8727,6695,7146,7182,6931
Bortezomib,Taselisib,MDA.MB.436,breast,15169,2956,3282,3028,3282,14682,14499,14719,15169,15152,15453
Bortezomib,Taselisib,MDA.MB.453,breast,11893,5388,6059,5739,6059,11136,13410,11461,11893,12185,10778
Bortezomib,Taselisib,MDA.MB.468,breast,5262,12594,12784,12845,12784,4748,6669,5397,5262,6096,4687
Bortezomib,Taselisib,MFM.223,breast,3967,14603,14879,14723,14879,3844,4320,4323,3967,3884,3964
Bortezomib,Taselisib,OCUB.M,breast,3554,15568,15842,15619,15842,4367,3315,3297,3554,3345,4497
Bortezomib,Taselisib,T47D,breast,14664,3602,4139,3758,4139,14660,14168,14882,14664,13973,15451
Bortezomib,Taselisib,UACC.893,breast,5523,12997,13296,13115,13296,5103,6122,5619,5523,5589,5391
Trametinib,SB216763,MDA.MB.415,breast,17753,1740,2018,1596,2018,17915,14976,18043,17753,17311,15449
Trametinib,SB216763,MDA.MB.436,breast,17026,1760,1715,1700,1715,16679,15062,16746,17026,17579,15447
Trametinib,SB216763,MDA.MB.453,breast,15401,3605,4535,3658,4535,15809,14065,15304,15401,14852,15445
Trametinib,SB216763,MDA.MB.468,breast,14095,3822,4462,4029,4462,13665,14058,13793,14095,14125,15443
Trametinib,SB216763,MFM.223,breast,14392,3772,4250,3962,4250,14476,14158,13430,14392,14699,15441
Trametinib,SB216763,OCUB.M,breast,15643,3035,3615,3054,3615,15546,14386,15490,15643,15267,15439
Trametinib,SB216763,T47D,breast,16332,2361,2671,2330,2671,16136,14706,16150,16332,16292,15437
Trametinib,SB216763,UACC.893,breast,9873,8914,9605,9184,9605,9958,10903,10190,9873,9412,9562
Trametinib,AZD7762,HCC202,breast,16751,2217,2495,2139,2495,16669,14773,16920,16751,16382,15435
Trametinib,SB216763,AU565,breast,14561,3889,4784,4048,4784,14460,13957,15189,14561,14197,15433
Trametinib,SB216763,BT.549,breast,11959,5708,6510,6083,6510,11603,13218,11339,11959,12186,11239
Trametinib,SB216763,CAL.120,breast,15872,2752,3209,2736,3209,15780,14533,15867,15872,15981,15431
Trametinib,SB216763,CAL.51,breast,14315,3999,4836,4157,4836,13688,13969,14671,14315,14130,11517
Trametinib,SB216763,CAMA.1,breast,17326,1607,1582,1533,1582,17186,15076,17082,17326,17580,15429
Trametinib,SB216763,COLO.824,breast,11209,6946,7642,7434,7642,11757,12528,10206,11209,10981,15427
Trametinib,SB216763,DU.4475,breast,8557,9124,9578,9480,9578,7842,10859,8454,8557,8905,6708
Trametinib,SB216763,EFM.19,breast,17910,1294,1309,1196,1309,18004,15167,18004,17910,17789,15425
Trametinib,SB216763,EVSA.T,breast,14342,3691,4376,3874,4376,13951,14101,13899,14342,14609,15423
Trametinib,SB216763,HCC1143,breast,11207,6631,7301,7077,7301,11870,12712,10761,11207,11366,12131
Trametinib,SB216763,HCC1187,breast,15989,2648,3146,2629,3146,15883,14508,16038,15989,16143,15420
Trametinib,SB216763,HCC1395,breast,18736,808,836,689,836,18752,15278,18763,18736,18447,15418
Trametinib,SB216763,HCC1419,breast,16923,1982,1968,1919,1968,16955,14927,16618,16923,16917,15416
Trametinib,SB216763,HCC1428,breast,17329,1544,1522,1483,1522,17027,15080,17339,17329,17581,15414
Trametinib,SB216763,HCC1806,breast,15420,3117,3495,3174,3495,15324,14398,15961,15420,15738,15412
Trametinib,SB216763,HCC1937,breast,15199,2871,3002,2953,3002,14611,14563,15231,15199,15153,15410
Trametinib,SB216763,HCC1954,breast,18047,1408,1649,1283,1649,18057,15060,18201,18047,18007,15408
Trametinib,SB216763,HCC38,breast,15803,2642,3118,2638,3118,15699,14515,15295,15803,15548,15406
Trametinib,SB216763,HCC70,breast,7419,10760,11208,11029,11208,7318,8678,7393,7419,7296,7684
Trametinib,SB216763,Hs.578.T,breast,12941,5420,6393,5657,6393,13237,13283,13587,12941,12679,15404
Trametinib,SB216763,JIMT.1,breast,15830,2813,3303,2796,3303,15509,14474,15856,15830,15893,15402
Trametinib,SB216763,MCF7,breast,13410,4903,5805,5015,5805,12887,13572,13367,13410,13560,12098
Trametinib,SB216763,MDA.MB.157,breast,15768,2609,2986,2613,2986,15682,14531,15330,15768,15549,15399
Trametinib,SB216763,MDA.MB.231,breast,11185,6651,7349,7118,7349,11855,12710,10293,11185,11320,15397
Trametinib,SB216763,MDA.MB.361,breast,16701,2274,2550,2195,2550,16585,14715,16881,16701,16197,15395
Trametinib,PD173074,HCC202,breast,16123,2580,3073,2553,3073,16025,14521,16567,16123,16144,15393
Trametinib,Tozasertib,AU565,breast,12425,5711,6652,6036,6652,12176,13111,13250,12425,12647,11188
Trametinib,Tozasertib,BT.549,breast,9612,8514,9124,8938,9124,9609,11214,9585,9612,10037,10661
Trametinib,Tozasertib,CAL.120,breast,13279,4388,5151,4631,5151,12978,13779,12370,13279,13810,15391
Trametinib,Tozasertib,CAL.51,breast,10457,7986,8963,8381,8963,10301,11463,11430,10457,10231,8720
Trametinib,Tozasertib,CAMA.1,breast,14205,3769,4369,3978,4369,14160,14072,13895,14205,14222,15389
Trametinib,Tozasertib,COLO.824,breast,4519,15190,15484,15173,15484,4871,3847,4213,4519,4257,5777
Trametinib,Tozasertib,DU.4475,breast,5629,12157,12428,12417,12428,4642,7107,5726,5629,6406,4293
Trametinib,Tozasertib,EFM.19,breast,16693,2085,2157,2034,2157,16749,14813,15833,16693,16198,15387
Trametinib,Tozasertib,EVSA.T,breast,8895,8822,9420,9224,9420,8430,10962,9109,8895,9170,7987
Trametinib,Tozasertib,HCC1143,breast,6755,11796,12203,11978,12203,6709,7446,6873,6755,6883,7086
Trametinib,Tozasertib,HCC1187,breast,13236,4612,5407,4815,5407,13146,13696,12685,13236,13069,15385
Trametinib,Tozasertib,HCC1395,breast,17714,1590,1763,1479,1763,17702,14971,17784,17714,17742,15383
Trametinib,Tozasertib,HCC1419,breast,16833,1995,2046,1941,2046,16756,14828,16684,16833,16698,15381
Trametinib,Tozasertib,HCC1428,breast,15541,3135,3670,3170,3670,15393,14317,15643,15541,15569,15379
Trametinib,Tozasertib,HCC1806,breast,11524,6442,7210,6881,7210,12078,12766,10596,11524,11246,15377
Trametinib,Tozasertib,HCC1937,breast,13163,4280,4789,4542,4789,12438,13914,12631,13163,13336,11660
Trametinib,Tozasertib,HCC1954,breast,15510,3813,4995,3833,4995,15977,13874,16419,15510,15354,15375
Trametinib,Tozasertib,HCC38,breast,15277,3405,4198,3475,4198,15372,14136,14747,15277,15131,15373
Trametinib,Tozasertib,HCC70,breast,5893,12843,13218,12987,13218,5953,6207,6000,5893,5563,6608
Trametinib,Tozasertib,Hs.578.T,breast,12827,5327,6278,5556,6278,12818,13266,12564,12827,12498,15371
Trametinib,Tozasertib,JIMT.1,breast,11129,7098,8044,7570,8044,11427,12208,10575,11129,10812,15369
Trametinib,Tozasertib,MCF7,breast,7945,10129,10551,10406,10551,7337,9570,8273,7945,8056,6407
Trametinib,Tozasertib,MDA.MB.157,breast,11210,6527,7419,6986,7419,10726,12579,10813,11210,11599,10414
Trametinib,Tozasertib,MDA.MB.231,breast,7826,10245,10640,10512,10640,7432,9572,7959,7826,7693,6474
Trametinib,Tozasertib,MDA.MB.361,breast,13783,4529,5432,4715,5432,14071,13650,13320,13783,13979,15367
Trametinib,Tozasertib,MDA.MB.415,breast,12914,5525,6403,5744,6403,13117,13287,12285,12914,12933,15365
Trametinib,Tozasertib,MDA.MB.436,breast,15142,3087,3484,3171,3484,14789,14337,14576,15142,15500,15363
Trametinib,Tozasertib,MDA.MB.453,breast,9040,9383,10045,9675,10045,9212,10269,9058,9040,9119,9856
Trametinib,Tozasertib,MDA.MB.468,breast,9591,8469,9172,8906,9172,9685,11174,9161,9591,9695,11041
Trametinib,Tozasertib,MFM.223,breast,10648,7165,7858,7714,7858,10703,12257,10232,10648,10531,11044
Trametinib,Tozasertib,OCUB.M,breast,12377,5818,6695,6114,6695,11806,13090,12965,12377,12772,10896
Trametinib,Tozasertib,T47D,breast,10144,8303,9109,8733,9109,10701,11234,10057,10144,10205,15361
Trametinib,Tozasertib,UACC.893,breast,7576,10784,11192,11020,11192,7377,8841,7665,7576,7281,7459
Trametinib,Ribociclib,Hs.578.T,breast,14485,4056,4939,4248,4939,14591,13812,14692,14485,13927,15359
Trametinib,Ribociclib,JIMT.1,breast,15259,3931,5003,3970,5003,15512,13814,15335,15259,15043,15357
Trametinib,Ribociclib,MCF7,breast,10401,7668,8621,8144,8621,10365,11673,10044,10401,10083,10397
Trametinib,Ribociclib,MDA.MB.157,breast,16539,2178,2337,2136,2337,16591,14686,16666,16539,16583,15355
Trametinib,Ribociclib,MDA.MB.231,breast,12605,5325,5951,5586,5951,12568,13419,12447,12605,12714,15353
Trametinib,Ribociclib,MDA.MB.361,breast,16480,2483,2831,2429,2831,16750,14544,16470,16480,16429,15351
Trametinib,Ribociclib,MDA.MB.415,breast,16966,2818,3533,2681,3533,17437,14347,17088,16966,16664,15349
Trametinib,Ribociclib,MDA.MB.436,breast,17178,1727,1754,1664,1754,17092,14909,16871,17178,17061,15347
Trametinib,Ribociclib,MDA.MB.453,breast,13028,6316,7647,6556,7647,13569,12445,14072,13028,12698,15345
Trametinib,Ribociclib,MDA.MB.468,breast,13826,4722,5740,4868,5740,14161,13493,14305,13826,13679,15343
Trametinib,Ribociclib,MFM.223,breast,15248,3305,3723,3392,3723,15558,14224,15004,15248,15251,15341
Trametinib,Ribociclib,OCUB.M,breast,14442,4328,5441,4454,5441,14370,13623,15139,14442,14622,15339
Trametinib,Ribociclib,T47D,breast,16435,2448,2706,2404,2706,16453,14578,16530,16435,16241,15337
Trametinib,Ribociclib,UACC.893,breast,10348,8838,10140,9040,10140,10533,10076,10192,10348,10102,10184
Trametinib,Ribociclib,AU565,breast,16959,1878,1977,1818,1977,16781,14819,16878,16959,16918,15335
Trametinib,Ribociclib,BT.549,breast,12376,5540,6307,5841,6307,12198,13240,11763,12376,12808,15333
Trametinib,Ribociclib,CAL.120,breast,16099,4162,5866,4070,5866,16473,13465,16482,16099,15481,15332
Trametinib,Ribociclib,CAL.51,breast,13552,4941,5880,5071,5880,13484,13461,13944,13552,13364,12199
Trametinib,Ribociclib,CAMA.1,breast,16953,2492,2950,2378,2950,17328,14473,17053,16953,16546,15330
Trametinib,Ribociclib,COLO.824,breast,8591,11236,12159,11217,12159,8959,7458,9414,8591,8223,9776
Trametinib,Ribociclib,DU.4475,breast,7883,10062,10535,10392,10535,7571,9533,7986,7883,8383,7965
Trametinib,Ribociclib,EFM.19,breast,18295,1034,1085,937,1085,18337,15121,18343,18295,18448,15328
Trametinib,Ribociclib,EVSA.T,breast,14736,3650,4481,3800,4481,14920,13960,14513,14736,14829,15326
Trametinib,Ribociclib,HCC1143,breast,11852,6993,7993,7370,7993,12250,12157,11621,11852,11182,15324
Trametinib,Ribociclib,HCC1187,breast,16501,2473,2905,2413,2905,16593,14478,16735,16501,16383,15322
Trametinib,Ribociclib,HCC1395,breast,18805,767,862,646,862,18835,15192,18842,18805,18449,15320
Trametinib,Ribociclib,HCC1419,breast,17787,1318,1376,1229,1376,17800,15014,17362,17787,18040,15318
Trametinib,Ribociclib,HCC1428,breast,17712,1441,1593,1354,1593,17732,14928,17837,17712,17790,15316
Trametinib,Ribociclib,HCC1806,breast,16490,2703,3125,2627,3125,16727,14412,16941,16490,15834,15314
Trametinib,Ribociclib,HCC1954,breast,17137,3162,4377,3006,4377,17763,14010,17515,17137,16080,15312
Trametinib,Ribociclib,HCC38,breast,16187,2424,2847,2399,2847,16061,14493,16184,16187,16293,15310
Trametinib,Ribociclib,HCC70,breast,7935,11258,11947,11397,11947,8336,7590,7536,7935,7452,8590
Temozolomide,Nilotinib,AU565,breast,17727,1383,1495,1306,1495,17777,14952,17872,17727,17374,15308
Temozolomide,Nilotinib,BT.549,breast,15021,3016,3402,3111,3402,14390,14327,14966,15021,14692,15306
Temozolomide,Nilotinib,CAL.120,breast,18210,1217,1414,1113,1414,18344,14978,18386,18210,17743,15304
Temozolomide,Nilotinib,CAL.51,breast,10928,6340,7100,6816,7100,10300,12741,10704,10928,11509,9788
Temozolomide,Nilotinib,CAMA.1,breast,18386,1023,1110,921,1110,18475,15088,18520,18386,18041,15302
Temozolomide,Nilotinib,COLO.824,breast,18570,971,1062,858,1062,18688,15102,18767,18570,18042,15300
Temozolomide,Nilotinib,DU.4475,breast,6644,11294,11608,11586,11608,6108,8014,6556,6644,6524,5516
Temozolomide,Nilotinib,EFM.19,breast,18831,744,840,631,840,18879,15172,18892,18831,18450,15298
Temozolomide,Nilotinib,EVSA.T,breast,13196,4755,5500,4946,5500,13177,13541,12355,13196,13078,15296
Temozolomide,Nilotinib,HCC1143,breast,18204,1059,1137,962,1137,18066,15065,18068,18204,18451,15295
Temozolomide,Nilotinib,HCC1187,breast,17421,1645,1811,1564,1811,17499,14824,17146,17421,17791,15293
Temozolomide,Nilotinib,HCC1395,breast,18897,701,812,571,812,18936,15181,18943,18897,18452,15291
Temozolomide,Nilotinib,HCC1419,breast,18698,832,921,717,921,18722,15145,18728,18698,18453,15289
Temozolomide,Nilotinib,HCC1428,breast,18683,837,927,723,927,18643,15137,18580,18683,18454,15287
Temozolomide,Nilotinib,HCC1806,breast,17311,1583,1653,1521,1653,17167,14870,16998,17311,16919,15285
Temozolomide,Nilotinib,HCC1937,breast,17015,1700,1709,1654,1709,16530,14851,16928,17015,17375,15283
Temozolomide,Nilotinib,HCC1954,breast,18764,787,887,669,887,18791,15149,18805,18764,18455,15281
Temozolomide,Nilotinib,HCC38,breast,18216,1100,1210,995,1210,18258,15032,17966,18216,18263,15279
Temozolomide,Nilotinib,HCC70,breast,16112,2650,3262,2618,3262,16289,14357,16404,16112,16199,15277
Temozolomide,Nilotinib,Hs.578.T,breast,17123,1937,2108,1866,2108,17364,14696,17525,17123,17021,15275
Temozolomide,Nilotinib,JIMT.1,breast,17284,1639,1773,1575,1773,17212,14809,17240,17284,17193,15273
Temozolomide,Nilotinib,MCF7,breast,13884,4041,4675,4275,4675,13655,13809,13143,13884,14126,15271
Temozolomide,Nilotinib,MDA.MB.157,breast,17515,1496,1559,1411,1559,17383,14882,17418,17515,17792,15269
Temozolomide,Nilotinib,MDA.MB.231,breast,17790,1428,1535,1335,1535,18043,14902,18115,17790,17793,15267
Temozolomide,Nilotinib,MDA.MB.361,breast,18167,1134,1220,1032,1220,18166,15004,18128,18167,17794,15265
Temozolomide,Nilotinib,MDA.MB.415,breast,18733,818,913,701,913,18778,15114,18826,18733,18456,15263
