Drug1,Drug2,Cell_Line,Tissue,SynergyRank,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,Borda,Markov,MC1,MC2,MC3,BMARC,BMARCW,CEMC_k,CEMC_s,RankBoost,BIRRA,RRA
MK-2206,Bortezomib,A427,lung,2245.5,2.0348399,-0.6777977,-2.6689782,-0.84353244,-0.5248094,-1.1157006,-2.629849,-4.834706,-0.25267062,-2.0557396,-0.039520714,-1.8630326,-4.654969,0.21846706,-3.2343335,0.71370006,-2.2403975,0.30500087,1.4564152,1.780738,-6.935291,-1.3443916,-1.8395543,-1.6924725,-2.8457468,2585,2421,2548,2498,2548,2421,2432,2542,2585,2542,2672,2669
MK-2206,Erlotinib,A427,lung,1753.5,8.124821,10.72347,8.817676,9.784356,7.6075764,7.425297,9.291573,8.310302,14.305929,9.722872,8.746893,10.054469,9.869071,10.202889,9.695224,12.951601,8.340574,8.112412,10.197367,8.643911,10.6075,11.98379,7.390515,8.908258,8.712393,157,117,197,151,197,117,128,196,157,196,44,102
Niraparib,Dinaciclib,A427,lung,3391.5,-8.641669,-2.9656518,-8.23686,-4.6729546,-4.6045523,-9.558843,-2.3157315,-12.612547,-4.007577,-13.046132,-5.7142124,-9.356759,-6.2951446,-5.170511,-10.330908,-6.2394466,-15.491367,-7.3884435,-14.399354,-8.920335,-11.369806,-12.811405,-7.5072803,-14.503587,-10.669672,3987,3842,3956,3917,3956,3842,3842,3924,3987,3959,3921,3619
Niraparib,891494-63-6,A427,lung,2973.5,3.0477233,6.6360493,7.661768,4.8847756,9.125307,2.9185636,-1.5343003,1.6132846,1.4013805,4.89633,2.3323617,6.5310326,2.3922231,4.646486,3.0390987,4.3239822,4.3368125,-1.5315354,7.9996614,3.7138958,2.8018804,5.4975243,-1.6240393,-1.8097711,2.918678,1154,1239,1108,1195,1108,1239,1252,1115,1154,1101,1186,1294
Niraparib,Eloxatin (TN),A427,lung,3533.5,-0.041428354,-2.074424,-3.8271356,-5.4202843,-5.7463737,-7.2977257,0.2945277,-2.4013178,0.93076926,-1.316621,-6.939758,-2.6678505,-0.6646892,-4.4291906,-5.3701167,-0.005559338,-2.1937544,-1.7910331,-0.74450666,-15.098769,-4.6047955,-4.5708523,-2.5630069,-2.0216153,-8.450687,3081,3220,3096,3099,3096,3220,3211,2899,3081,3086,3112,3294
MK-5108,Eloxatin (TN),A427,lung,3441.5,-5.7860804,-2.454968,-1.1512944,-5.4664235,-0.6757339,-0.8874762,-6.4588284,-3.7815657,4.307221,-1.0449613,-5.8748093,-5.372019,-1.8922644,-5.59985,-4.468058,-5.898862,-0.2209605,-2.0104632,-2.2565124,-3.2042117,-2.19393,-5.3469453,0.071497284,-4.2639437,-5.536896,3037,2867,3001,2956,3001,2867,2870,3042,3037,2992,3062,2463
Deforolimus,topotecan,A427,lung,795.5,0.23727341,-0.003498603,-0.6705633,0.4777403,-0.31984964,2.1912653,2.28286,1.3920215,3.8498583,2.0072675,1.6879119,0.8089102,3.582083,6.237783,6.396206,0.42356822,-0.07082521,1.9508526,1.1089103,1.026415,0.87119955,0.8011542,1.7437907,3.6182365,0.89829046,1582,1359,1584,1489,1584,1359,1362,1729,1582,1589,1569,999
paclitaxel,Veliparib,A427,lung,4571.5,-15.319034,3.4408183,-3.3037097,-10.0244255,-7.8345747,-19.546623,-8.324621,-15.695761,-8.461054,-16.815662,-7.742456,-5.056088,-6.9409037,-16.111774,-4.012097,-7.8610725,2.799264,-4.14978,-6.9546475,-8.20479,-5.3584657,-9.912304,-0.3952339,1.3218288,-5.5599875,3684,3905,3784,3846,3784,3905,3913,3917,3684,3791,3576,4068
paclitaxel,geldanamycin,A427,lung,2789.5,-3.497478,-1.1789052,0.38438353,-1.7452421,-3.0699756,-3.7407265,-4.4868054,-8.104948,-3.285893,-1.7908845,-0.20619136,-3.7695377,0.709069,-4.136742,-2.9797337,-0.08916326,-2.5876217,-0.47959518,-1.5792096,-4.2146153,-1.7868431,-0.40293345,0.29188517,-2.5140178,1.5419332,2782,2609,2745,2676,2745,2609,2599,2884,2782,2751,2746,2569
paclitaxel,MK-5108,A427,lung,1535.5,-2.2457986,0.25610438,-1.9075122,-0.94559735,2.0771208,5.002045,-0.72546846,-3.8706598,-0.1299136,1.5699816,-2.2964346,1.2888972,-5.1589527,0.17721085,4.6772637,0.22596084,1.6670784,-1.6849484,0.23278072,-1.1521434,-1.5835568,-1.925922,1.7036407,-0.9922818,-1.9327884,2255,2155,2250,2211,2250,2155,2176,2447,2255,2235,2252,2265
391210-10-9,Dasatinib,A427,lung,219.5,13.475886,9.550248,13.17681,10.113487,7.8869095,11.172978,10.163764,9.722596,11.2961035,14.683067,11.82461,15.297848,9.119343,10.672946,12.081269,11.245643,11.331001,12.732591,13.709942,9.5670395,10.928967,12.068929,11.392111,13.016734,11.8025875,81,67,102,72,102,67,61,97,81,101,45,59
391210-10-9,Dinaciclib,A427,lung,2067.5,1.129414,0.08874716,-0.548806,2.65894,1.1491573,-3.3204556,-1.5975751,-1.1189412,-0.11088394,-1.0485699,1.5991086,-2.2891479,-0.70690405,-2.7032218,-1.1815155,0.04908879,1.2533597,-1.968281,0.3774364,-1.2990342,-2.1766872,-1.0748912,2.4911292,2.8677678,0.16502272,2237,2128,2237,2141,2237,2128,2117,2298,2237,2225,2343,1651
391210-10-9,Sorafenib,A427,lung,491.5,3.7281044,-2.1155186,4.8130336,4.6093607,5.050636,4.51817,-3.0346172,-1.140182,8.021962,7.623599,9.98054,6.6701646,6.1494265,5.991835,5.7385645,8.042087,3.8837647,6.563439,5.556984,4.8105016,0.62010634,2.3717587,6.938277,6.9356055,4.7958164,846,1059,826,945,826,1059,1078,716,846,826,697,1011
Sorafenib,891494-63-6,A427,lung,739.5,9.368745,1.7997736,6.1134267,3.1621108000000002,5.185732,3.3797314,4.3667417,4.83296,7.628919,7.7113194,8.823866,3.3808637,5.48993,4.481196,2.454946,2.6436536,5.949254,7.5396295,4.6253967,3.6988363,6.2504883,6.3121486000000004,8.795253,5.6905656,5.4980392,672,636,699,647,699,636,647,696,672,696,703,624
Sunitinib,Veliparib,A427,lung,2013.5,-2.984578,-2.5233824,1.6915996,-4.336374,-2.3339562,-0.6749315,2.7846894,-0.10269277,1.3386596,-5.346652,-0.5663721,-5.10136,1.5490332,0.5338888,-0.8710954,5.8737345,-5.500004,-4.4823065,2.4282928,-0.96413755,0.41243327,4.172817,-6.4142046,-1.6237111,2.0976763,2407,2357,2398,2399,2398,2357,2345,2392,2407,2404,2327,2470
Sunitinib,Bortezomib,A427,lung,1895.5,2.6256313,-2.3641517,2.9056537,2.408988,2.300439,3.7660139,1.7964035,-3.0985932,-0.57832175,1.5408512,-1.5051678,2.8553314,0.8701142,2.059266,-0.3875925,0.7537589,-0.32156134,0.06547609,2.1183574,4.0057673,2.136902,1.4468908,-2.6031113,0.66157234,1.0923935,1790,1604,1807,1718,1807,1604,1612,1688,1790,1801,1847,1529
Sunitinib,Erlotinib,A427,lung,339.5,9.070123,11.719881,12.7771435,11.84094,8.055047,8.818347,4.2758336,8.57217,10.920229,10.65232,8.315571,12.213467,9.640526,13.419796,8.64114,11.065197,11.408163,9.9698925,8.155715,6.5263615,10.9132185,11.827766,9.244266,9.508191,7.7364416,161,146,183,160,183,146,151,190,161,182,46,152
Sunitinib,Lapatinib,A427,lung,273.5,7.8327494,14.472873,11.922408,5.4909935,6.2518244,6.3903356,4.2156997,5.20847,9.906514,9.205123,9.142051,10.772,6.0079846,14.185379,8.363179,7.0298533,4.5235496,7.3012366,2.7183526,9.454774,3.4737935,6.3237557,7.184443,9.881892,5.662779,376,330,344,374,344,330,328,452,376,345,411,459
temozolomide,Veliparib,A427,lung,297.5,-2.5347662,-6.714467,-4.0609407,-3.8282905,0.8294882,3.5183463,-0.73211586,-1.3800328,-3.7302334,3.6689682,-2.0409293,-1.6443636,-0.7414581,-1.814424,3.8980975,-4.680615,-2.0280113,-6.2006917,-2.035688,-3.8099725,-4.0995417,-5.051117,-6.1325827,-1.5633378,-3.369836,2818,2633,2808,2777,2808,2633,2640,2860,2818,2796,2890,2528
temozolomide,MK-2206,A427,lung,761.5,12.993068,12.315251,10.700842,9.210957,6.4718695,5.189074,13.621437,11.997788,7.085045,3.0145211,12.475052,-0.49916,9.311315,5.1488037,9.236991,10.332832,16.73199,10.661758,7.909926,9.549073,12.196271,12.182336,-0.2724799,8.207707,8.06154,309,556,238,394,238,556,554,203,309,240,496,429
temozolomide,Niraparib,A427,lung,451.5,9.035201,9.352013,6.904291,3.8110604,6.1623,6.610505,3.6670036,5.5234838,5.6127214,10.868645,8.189683,9.275013,9.164686,4.5255713,10.548237,8.002923,7.2706738,11.444891,8.301876,3.646656,5.4745483,8.689435,11.350501,5.0330944,11.578273,366,327,361,360,361,327,345,324,366,358,501,342
temozolomide,891494-63-6,A427,lung,39.5,13.540573,4.6750913,8.263805,6.3951993,5.9623218,5.2475896,4.8685484,6.513748,6.4830213,2.0615876,8.304002,9.282879,8.078078,5.9534583,4.2066765,3.2419412,10.462415,13.088184,2.8430345,-0.12692276,3.4135573,9.034805,8.9654,8.620181,5.373842,551,552,503,561,503,552,565,559,551,499,616,657
temozolomide,Eloxatin (TN),A427,lung,2573.5,-3.5141072,5.4812303,4.639821,3.7542286,0.16018444,0.1688272,-1.5872132,1.9605713,4.1424603,-4.192783,4.1290016,-1.1719719,-0.35558894,-1.9456825,-1.1641965,-0.7566681,3.796924,-0.16844112,0.23960528,0.26619473,-1.0606662,-0.45574832,2.2060232,2.437507,-0.5188571,1897,1769,1889,1858,1889,1769,1774,2137,1897,1891,1868,1815
temozolomide,391210-10-9,A427,lung,329.5,2.6755054,-1.2956817,-4.853193,0.70689553,-3.2460182,2.9999566,3.4651191,0.635023,10.372669,-1.8132476,11.186889,6.1773043,1.4282116,5.193219,2.110204,6.2149467,-0.59417105,3.6717613,4.6255174,-5.8551216,6.232043,1.7567737,-0.55662096,0.25543216,0.57448095,1558,1681,1483,1632,1483,1681,1672,1614,1558,1515,1553,2291
temozolomide,7-Ethyl-10-hydroxycamptothecin,A427,lung,3241.5,4.919048,-2.0105128,0.32638332,1.7760105,-2.436313,-3.3796556,-7.9950156,-0.64421725,-5.362526,-2.6194,4.6274076,-5.7131557,0.16042542,4.3779984,0.38287634,-4.3249316,-1.9178927,-6.9325447,-0.5798917,-1.4904659,-2.6760726,5.8282075,-0.77978957,2.5369015,1.1920874,2415,2638,2427,2501,2427,2638,2604,2415,2415,2418,2274,2751
vinblastine,915019-65-7,A427,lung,2623.5,-1.3739392,-3.8366377,-4.389424,-1.1764629,0.056167305,-4.5896463,-4.350111,-5.9309835,-3.6259441,-3.4246767,-0.001569305,-5.718837,-4.956321,-3.9877996000000002,-7.7429886,-2.407189,-6.4732647,-9.381529,-5.474775,-6.6722484,-3.9015155,-2.6205568,-0.96377003000000006,-4.2931824,-1.4200056,3226,3058,3168,3122,3168,3058,3049,3211,3226,3167,3200,2907
vinblastine,L-778123 free base,A427,lung,4291.5,-33.358055,-43.943386,-41.026325,-34.327007,-43.879307,-43.74089,-33.35327,-52.947647,-51.850338,-48.253292,-24.953936,-51.431747,-47.106663,-41.46638,-49.499588,-38.214745,-44.12757,-40.10843,-45.37858,-36.71572,-35.898735,-31.758396,-37.51482,-40.034626,-39.666492,5523,5442,5497,5470,5497,5442,5441,5496,5523,5489,5382,5260
vinblastine,Vorinostat,A427,lung,3799.5,-4.5387635,-7.5662913,-6.8324947,-6.1140428,-6.316671,-11.35469,-7.999726,-8.968097,-6.31673,-7.9396944,-4.0872126,-8.622047,-7.111354,-6.2903953,-9.0165400000000009,-4.346187,-9.453502,-8.51836,-8.6436,-9.394499,-6.429379,-6.9830775,-4.1736746,-5.312349,-6.670713,3873,3613,3752,3715,3752,3613,3605,3818,3873,3753,3978,3244
vinorelbine,Veliparib,A427,lung,3039.5,-15.926432,-3.83283,-9.670764,-13.033499,-8.551639,-10.469308,-8.506863,-5.0809226,-1.5342712,-10.195294,-5.861433,-7.1383233,-8.155262,-5.940185,-7.069132,-4.488197,-2.395385,-11.832091,-3.8452015,-6.9732656,-9.26627,-11.069293,-5.707157,-16.780268,-5.9474487,3909,3761,3868,3830,3868,3761,3767,3817,3909,3874,3907,3825
vinorelbine,Dasatinib,A427,lung,693.5,6.0820203,3.130144,-1.0376068,1.1534696,4.4646997,7.53851,3.1323779,7.6853986,3.9647343,2.7856588,4.6718016,-4.147828,-3.6676438,-0.22014743,6.0372357,5.70851,1.9619889,2.2675087,8.639741,6.733888,6.5103145,-1.3942605,5.118582,2.9577775,1.8876563,1171,1430,1166,1285,1166,1430,1448,1154,1171,1155,1193,1909
vinorelbine,MK-5108,A427,lung,2845.5,-4.812514,1.9772842,-3.2784607,-3.5309634,0.8049478,1.15147,-0.68625575,2.1459498,0.71864307,-0.1669707,-2.1455986,-3.2296388,-1.3795931,-1.2042962,1.2375629,-1.8758527,-1.2297418,-1.7188842,1.4301409,1.0227573,3.7726984,-1.5406525,0.4206794,-3.473489,-5.984744,2427,2262,2402,2339,2402,2262,2271,2560,2427,2406,2482,2282
Vorinostat,Erlotinib,A427,lung,1775.5,-7.48024,-0.8206327,-3.0221565,-0.72886974,-3.5605175,-5.2513514,-1.9033655,-0.87890553,-1.5407212,-4.679616,0.40541163,-3.2891033,-1.6791542,-3.4866781,-3.217866,-4.1443157,-3.5215073,-4.641118,-4.810121,-2.0834167,-1.9654268,-3.6116037,-4.2249017,-1.3785164,-3.8465712,3044,2756,2963,2892,2963,2756,2778,3029,3044,2975,3087,2536
Vorinostat,Lapatinib,A427,lung,4129.5,-7.31753,-0.2784071,-2.2434092,-2.9097562,-3.3290374,-8.284105,-2.2394948,-1.8008558,-6.2543554,-6.6390452,2.730121,-5.2581015,-1.9806275,-2.2671547,-5.2402883,-3.9472535,-6.4375224,-6.109064,-5.656744,-6.31411,-3.1479962,-1.7441359,-1.9792291,-3.828252,-2.7917361,3180,3060,3132,3097,3132,3060,3051,3196,3180,3140,3348,2741
Vorinostat,7-Ethyl-10-hydroxycamptothecin,A427,lung,3275.5,-4.727364,-6.39939,-2.7437117,-4.1337457,-2.1765132,-6.3074713,-8.460208,-8.202122,-4.753348,-9.668883,-1.3555052,-4.4426246,-6.377945,-5.9589853,-5.423666,-3.039327,-3.8920302,-7.750242,-5.37573,-5.6953797,-1.734194,-5.1596065,-1.6459711,-4.1538625,-5.9019256,3493,3250,3377,3327,3377,3250,3249,3412,3493,3386,3530,2852
Vorinostat,temozolomide,A427,lung,3283.5,-3.502399,-11.131647,-6.510273,0.56563383,-10.853055,-4.9192567,-0.0915869,-5.177749,-1.4976547,-6.2620916,3.7571108,1.3991815,-6.8434362,-4.898767,-3.7011895,-1.7946875,-4.042724,-0.60866684,-6.7286296,-7.10798,1.4647247,-3.889711,-8.4252,-5.472797,1.329317,3106,3134,3124,3139,3124,3134,3134,3281,3106,3145,2976,3274
5-Fluorouracil,915019-65-7,MSTO.211H,lung,2541.5,0.66440535,2.0475874,2.1235218,-2.3809283,1.9724336,-7.785035,-4.2383122,0.4688243,-4.8955894,-3.4280784,-0.7681866,3.4167776,0.22845593,-5.884536,-1.7420135,1.9955546,-1.9289443,4.8943124,6.698081,2.9832616,-3.1177232,-2.4242184,-4.7998195,7.757816,3.519867,2190,2552,2194,2361,2194,2552,2533,2305,2190,2180,2171,2680
5-Fluorouracil,Bortezomib,MSTO.211H,lung,1293.5,-3.5661278,-5.7323885,-5.6069126,-2.8495114,-4.0706105,-8.740847,-14.529595,-3.3845835,-3.9276016,-2.6384785,-0.37268135,-7.8296685,-4.084777,-1.0821091,-3.131586,0.6510302,-4.9227195,-0.69460547,-0.24501653,-2.6684034,-2.8532424,-5.114749,-2.273931,0.249874,-8.91914,3166,3192,3163,3154,3163,3192,3203,3112,3166,3158,3078,3417
Veliparib,geldanamycin,MSTO.211H,lung,4665.5,-16.824226,-10.105628,-21.25946,-22.583565,-9.408204,-16.074404,-10.97427,-28.901686,-16.075338,-17.443531,-17.373123,-15.116663,-15.875903,-23.089846,-17.728624,-24.286242,-4.8983564,-16.324013,-23.880838,-9.609018,-20.847733,-10.93055,-18.4802,-17.191181,-15.592757,4630,4543,4604,4577,4604,4543,4544,4620,4630,4604,4642,4622
Veliparib,topotecan,MSTO.211H,lung,5037.5,-17.48013,-23.360426,-29.291388,-18.600967,-21.562386,-0.66927993,-9.559974,-31.010748,-22.366426,-13.553189,-15.950597,-9.968383,-10.785175,-17.015657,-4.5704055,-29.107338,-24.913502,-15.07207,-16.195969,-20.27895,-11.147252,-5.7474065,-12.393763,-14.569102000000001,-11.280889,4523,4577,4562,4585,4562,4577,4580,4544,4523,4571,4530,4653
MK-1775,Dinaciclib,MSTO.211H,lung,1365.5,4.7320952,2.9663446,3.6964664,1.8746872,3.1497216,0.41328987,-0.06793292,3.526761,4.7573757,4.985855,1.3571233,2.263439,4.510362,6.763265,7.436912,-0.24204059,3.421406,5.087794,4.6449695,3.3480766,2.3097053,4.93425,4.3080316,5.62127,4.046871,1058,1013,1087,1026,1087,1013,1042,980,1058,1079,993,1026
MK-1775,Lapatinib,MSTO.211H,lung,4105.5,-15.462999,-12.627791,-9.74981,-28.164852,-11.31954,-10.963194,10.936624,-9.597522,-0.063034415,-3.609873,-0.06077956,-13.670682,-8.173265,0.42757127,-4.2431526,-2.04518,-9.548493,-13.98117,-9.443891,-7.139436,-12.497005,-6.4368873,-4.662682,-9.045184,-16.053188,3767,4063,3909,3980,3909,4063,4076,4072,3767,3909,3445,4218
MK-1775,Deforolimus,MSTO.211H,lung,261.5,14.9415455,15.095249,10.863121,10.646636,13.319499,12.762769,12.555,14.907542,14.918846,12.067778,13.218793,9.308233,15.176532,16.73662,13.710597,15.388421,9.578122,13.411657,12.938829,12.703772,13.917435,14.653644,17.009247,12.693525,13.573609,38,24,46,38,46,24,30,45,38,48,47,44
MK-1775,391210-10-9,MSTO.211H,lung,523.5,3.565967,0.2793772,0.93940663,0.784639,2.7030706,0.7550234,3.8362298,2.616406,4.8026342,4.7351975,2.4215207,-0.051890787,2.013857,3.537602,3.3894916,4.423184,4.6770344,1.2599908,1.746133,6.5326724,6.0674195,-0.2870049,7.598353,4.3502264,-3.2389266,1275,1288,1293,1258,1293,1288,1278,1265,1275,1292,1198,1218
915019-65-7,Sorafenib,MSTO.211H,lung,719.5,6.5005207,5.6518183,8.672358,-1.2689853,7.132751,0.9757971,5.7799864,6.745237,9.297318,4.350231,6.793514,6.4466295,9.33284,7.010805,5.0906987,6.747951,5.474832,2.9509425,6.8793387,9.770872,13.131013,9.481309,6.232712,6.824916,8.073567,520,719,499,552,499,719,711,483,520,504,524,573
Bortezomib,891494-63-6,MSTO.211H,lung,3339.5,0.34232858,-0.634931,-5.7533426,-2.8824565,1.1122854,4.1629786,-2.8994668,4.535366,-1.9570547,0.2357434,-2.3959284,-3.000604,-3.4219418,-1.8048816,2.954241,2.5608094,-4.8092074,0.84643865,-3.728051,0.17179292,-1.252098,-7.400898,-7.809657,-3.2213402,-0.4210027,2560,2457,2550,2542,2550,2457,2471,2720,2560,2553,2423,2702
Carboplatinum,MK-2206,MSTO.211H,lung,689.5,10.240401,8.333915,2.0159051,13.157497,9.53708,7.5584736,6.1994963,8.664985,10.856747,9.546552,11.121905,16.520437,5.60789,6.0558796,7.462349,15.581001,10.855758,-0.009562315,7.8943753,7.158039,12.695641,8.224815,-2.2817118,7.9377823,12.012122,371,598,269,462,269,598,592,297,371,271,528,440
Carboplatinum,Deforolimus,MSTO.211H,lung,115.5,5.345068,6.663328,6.8345056,11.929108,8.073243,12.67742,12.089416,15.506545,6.69202,7.3469224,8.08997,13.98141,7.5639644,13.842276,11.471827,11.792779,5.2117195,6.052125,9.507444,7.945829,19.367744,10.030184,7.417909,11.399424,3.9352756,213,164,193,202,193,164,171,221,213,193,48,269
Carboplatinum,Sorafenib,MSTO.211H,lung,885.5,1.4715871,0.7819977,-24.675583,3.979741,-0.0052706,0.88145775,-1.9515697,2.3375168,2.6409745,9.306754,12.158444,3.6029007,3.9867036,5.2768273,-0.16746628,8.223961,-3.4765456,-4.865387,2.0450075,3.9563627,8.412874,2.2415872,-6.8790054,6.332231,-8.011101,1680,3254,1728,2456,1728,3254,3254,1491,1680,1770,1584,2854
Carboplatinum,Vorinostat,MSTO.211H,lung,865.5,-3.5630713,8.152029,0.32114038,9.166821,7.998188,7.2501593,7.0756497,5.5489564,5.4978366,5.032496,-4.7135496,14.683936,7.445684,5.434364,7.41805,-2.7397618,-1.5522401,3.398584,3.498536,6.8505654,5.4429097,9.915286,-5.035245,7.013404,10.480681,971,1486,812,1236,812,1486,1466,695,971,807,936,1299
Dasatinib,Deforolimus,MSTO.211H,lung,13.5,11.717017,12.396838,11.8527,6.397776,10.300708,3.786372,7.8379393,16.720036,10.323566,13.675531,10.880388,9.471053,8.802341,9.713483,13.761355,10.5928545,16.445509,15.186373,14.661218999999999,14.03967,10.088943,21.084248,10.719468000000001,13.076715,8.237207,118,322,99,134,99,322,289,80,118,93,49,147
Dasatinib,7-Ethyl-10-hydroxycamptothecin,MSTO.211H,lung,1621.5,5.8805323,4.354581,5.4653444,7.847201,1.6024132,1.7176694,2.4112754,9.061739,1.8106091,4.2181463,-1.165064,-0.49493265,5.099436,3.2853875,2.8601747,3.6445413,6.696352,8.090292,8.278603,6.834554,9.724976,12.908912,-0.11601614,5.1654468,2.7574298,895,1002,822,931,822,1002,1001,958,895,819,953,1115
dexamethasone,915019-65-7,MSTO.211H,lung,2675.5,3.7274287,-2.604891,-2.8431187,-1.8555716,-8.205147,-7.7026405,1.176529,-8.693848,-6.9533906,-5.111189,3.4367676,-12.052284,-0.8535732,-5.179891,-13.587399,6.2931776,4.328229,-8.983692,-3.6189783,0.61527586,-6.185878,0.38100374,-3.516364,-6.736223,1.400226,2937,3328,3047,3155,3047,3328,3316,3095,2937,3058,2583,3422
dexamethasone,L-778123 free base,MSTO.211H,lung,3113.5,-6.0869055,-2.2377062,-12.741222,5.4008293,-6.310393,-4.563241,-1.2359318,-8.799377,-12.335584,1.3798795,1.8586655,-8.53227,-6.9910326,-2.666071,-2.9605463,-12.060109,-0.8566986,-9.506495,-5.119739,6.516748,-1.3256118,-5.3218536,-9.501447,-6.2989182,-8.674962,3235,3476,3328,3397,3328,3476,3455,3426,3235,3332,3100,3347
dexamethasone,MK-2206,MSTO.211H,lung,3831.5,1.6755339,-2.2995248,-7.327203,0.9568713,-7.4648533,-11.855806,3.9643264,-8.3069935,-16.675219,-7.5755467,3.8066192,-0.21359083,-15.511236,-9.55759,-14.020041,-1.6384124,3.2117593,-0.94999295,-7.9893007,-5.579928,-4.509143,-1.7047443,-4.2224493,-14.893727,-0.47239178,3187,3797,3418,3578,3418,3797,3785,3518,3187,3426,3023,3859
dexamethasone,MK-5108,MSTO.211H,lung,2831.5,0.8696895,1.9742589,-8.266472,9.071741,-6.818167,2.6203642,2.9502375,-16.859451,-1.6116164,-6.8524923,3.6918612,0.15765302,-3.0743718,-2.8660965,1.692507,-1.6989917,5.343289,0.6916602,-5.695728,3.2028897,3.5713642,0.17688248,-6.5812054,-4.111703,-5.337647,2441,3003,2513,2746,2513,3003,2990,2085,2441,2533,2335,3277
dexamethasone,Sorafenib,MSTO.211H,lung,1919.5,-8.11501,-6.3815756,-24.495794,-6.602475,-13.044352,-7.30562,-12.245509,-11.962392,-16.235252,-5.304501,7.3932815,-5.3808446,-9.59236,-4.2968974,-7.2610803,-8.32807,-1.6347855,-4.1476502,-12.253221,-3.4017143,-1.7699754,-14.814048,-14.05372,-10.461987,-25.69597,3897,4188,3979,4090,3979,4188,4184,3849,3897,3993,3723,4396
doxorubicin,Lapatinib,MSTO.211H,lung,2291.5,-10.159577,-14.4092865,-12.335466,-14.221285,-9.341392,-4.3851795,-20.545832,-13.462191,-12.576442,-13.069045,-3.9707727,-12.089436,-9.942973,-12.408112,-19.056225,-10.559982,-7.067809,-8.872934,-7.4360733,-12.411854,-11.44192,-4.4887085,-11.539809,-7.4467187,-23.57735,4266,4193,4255,4215,4255,4193,4191,4299,4266,4254,4189,4279
doxorubicin,MK-5108,MSTO.211H,lung,3887.5,2.192427,3.326302,6.01574,-5.4210105,-1.2947807,0.6399543,3.430419,-2.0084424,2.7138221,1.8196526,-6.202453,-0.67311406,0.20055383,-0.34746552000000003,-5.589763,3.1202514,3.8222,0.5465576,1.904743,2.9951596,-9.029322,1.459942,4.6406765,2.8604898,2.3491528,1870,2268,1965,2082,1965,2268,2243,1542,1870,1928,2100,2882
doxorubicin,Deforolimus,MSTO.211H,lung,467.5,3.6855245,6.1151547,7.269784,6.3395953,6.794745,4.292146,7.404676,12.852055,5.232791,4.470474,4.3948565,4.032466,8.260061,10.272395,6.915829,5.516159,5.1800904,10.477191,4.4823666,3.6903644,-2.1662776,7.265416,8.646869,11.943753,0.85867053,596,788,569,659,569,788,764,656,596,562,526,609
Erlotinib,Dinaciclib,MSTO.211H,lung,817.5,8.9483,8.714216,5.0407424,13.186226,5.73834,7.5635085,8.515642,1.7798699,5.932818,10.13701,-2.121817,5.1120796,7.908732,5.383739,7.7062874,9.951762,3.3612392,8.4521675,6.487096,12.2461405,4.5399876,8.355967,7.5068703,4.6420283,14.089357,465,610,416,523,416,610,621,349,465,408,521,639
etoposide,915019-65-7,MSTO.211H,lung,907.5,12.424022,15.495257,7.2910795,8.809593,14.78884,18.689657,13.800565,22.562878,16.455881,14.100971,11.176401,15.134297,16.06511,15.339418,17.13029,4.604183,9.161534,11.89201,15.315014,11.105494,17.118494,7.514546,12.212754,10.69329,9.93651,79,96,57,85,57,96,92,31,79,57,50,131
etoposide,Erlotinib,MSTO.211H,lung,83.5,9.297022,6.1223454,11.962316,11.839969,11.612225,11.550569,12.137093,11.936431,13.775794,11.603017,9.067584,15.075094,13.657982,11.61547,12.719023,8.864207,14.940976,13.962615,13.324859,15.643917,15.916433,15.640172,9.230333,10.63948,7.3819194,82,74,81,82,81,74,79,76,82,80,51,95
etoposide,MK-5108,MSTO.211H,lung,979.5,5.5524635,3.2579775,11.954691,6.173469,7.6547337,11.027235,9.534909,12.785031,14.862988,-9.737088,0.82396585,6.593314,6.1210747,7.710204,3.4958093,2.0594957,3.0518131,6.067697,3.0554535,7.611372,9.482894,5.4878397,2.947385,3.705775,1.5590817,748,1237,628,933,628,1237,1202,593,748,625,865,948
etoposide,Sunitinib,MSTO.211H,lung,3171.5,0.11548884,4.647276,-3.4689012,-9.802463,2.238629,9.981834,7.0506573,8.206707,4.4369802,-1.4059352,5.7503166,5.3152714,3.7080534,-3.2075973,3.0371022,-8.350023,3.488885,0.2934519,-4.676248,-3.1921773,6.912054,-1.3503193,0.89898115,-2.4279468,-3.3365872,1800,2345,1777,2126,1777,2345,2325,1796,1800,1811,1627,2875
geldanamycin,7-Ethyl-10-hydroxycamptothecin,MSTO.211H,lung,1999.5,-0.1248582,-2.7082062,-1.9357542,-2.9173923,-4.039689,-3.8138025,2.8756838,-8.679864,-5.337218,-9.035344,5.8222766,1.5496653,-5.73387,-5.293593,-4.707655,-2.2899692,-2.6587691,-1.7469828,-1.3640826,-1.8494142,4.405031,-0.40967697,2.7778368,3.861556,-1.3625154,2628,2789,2647,2734,2647,2789,2777,2745,2628,2675,2490,2783
